id,du_id,wba_id,hydrologic_region,dups,du_class,cs3_type,total_acres,polygon_count,refuge_or_wildlife_area,managed_by,provider,gw,sw,point_of_diversion_conveyance,source,model_source,has_gis_data,is_active,created_at,created_by,updated_at,updated_by,geom_wkt,srid,geom
1,08N_PR1,08N,SAC,0,Refuge,PR,10875.4872,1,Sacramento NWR,USFWS,Reclamation,False,True,Glenn-Colusa Canal,"geopackage,calsim_report",calsim3,True,True,2026-03-02 14:42:42.899446+00:00,2,2026-05-23 02:24:26.539590+00:00,2,"MULTIPOLYGON(((-122.13643042670962 39.43553676756273,-122.13643078374808 39.43551738886241,-122.13629933571008 39.42198715886705,-122.13628740389134 39.42077966289664,-122.1360379897368 39.420666600966236,-122.13609979440282 39.400144597404704,-122.13610714652339 39.397708399305515,-122.1360775213841 39.39398100611992,-122.13592592585907 39.374883406500565,-122.13591642296784 39.373684934428525,-122.13598418500379 39.37374298277771,-122.13597985315292 39.37350808714554,-122.13594391254429 39.37348529440433,-122.13593564385812 39.37129319613894,-122.13593471834714 39.37104786427431,-122.14524739637159 39.370990496466014,-122.15461370282416 39.37093277275524,-122.15461818604426 39.365012657252564,-122.15460187167145 39.36371708220199,-122.17337922594015 39.3636181137006,-122.17349659091127 39.37099503170267,-122.18785505987626 39.370879417220465,-122.19159444915446 39.37084901633777,-122.19168147511229 39.37487491621839,-122.191657897411 39.38532113531761,-122.1918780837533 39.407049903809785,-122.19187818572873 39.407087532487445,-122.19179775498151 39.40808235014707,-122.19200816315318 39.437283691812155,-122.19205270197074 39.439548964418485,-122.19219342007726 39.451035728155176,-122.17391317825822 39.45114351031633,-122.15541295782931 39.451226881690275,-122.13665022813136 39.45121075116459,-122.13659610848866 39.451210699833915,-122.13658317860103 39.45005240919843,-122.13640895077376 39.4367021041132,-122.13643042670962 39.43553676756273)))",4326,"MULTIPOLYGON(((-122.13643042670962 39.43553676756273,-122.13643078374808 39.43551738886241,-122.13629933571008 39.42198715886705,-122.13628740389134 39.42077966289664,-122.1360379897368 39.420666600966236,-122.13609979440282 39.400144597404704,-122.13610714652339 39.397708399305515,-122.1360775213841 39.39398100611992,-122.13592592585907 39.374883406500565,-122.13591642296784 39.373684934428525,-122.13598418500379 39.37374298277771,-122.13597985315292 39.37350808714554,-122.13594391254429 39.37348529440433,-122.13593564385812 39.37129319613894,-122.13593471834714 39.37104786427431,-122.14524739637159 39.370990496466014,-122.15461370282416 39.37093277275524,-122.15461818604426 39.365012657252564,-122.15460187167145 39.36371708220199,-122.17337922594015 39.3636181137006,-122.17349659091127 39.37099503170267,-122.18785505987626 39.370879417220465,-122.19159444915446 39.37084901633777,-122.19168147511229 39.37487491621839,-122.191657897411 39.38532113531761,-122.1918780837533 39.407049903809785,-122.19187818572873 39.407087532487445,-122.19179775498151 39.40808235014707,-122.19200816315318 39.437283691812155,-122.19205270197074 39.439548964418485,-122.19219342007726 39.451035728155176,-122.17391317825822 39.45114351031633,-122.15541295782931 39.451226881690275,-122.13665022813136 39.45121075116459,-122.13659610848866 39.451210699833915,-122.13658317860103 39.45005240919843,-122.13640895077376 39.4367021041132,-122.13643042670962 39.43553676756273)))"
2,08N_PR2,08N,SAC,0,Refuge,PR,5832.9345,1,Delevan NWR,USFWS,Reclamation,False,True,Glenn-Colusa Canal,"geopackage,calsim_report",calsim3,True,True,2026-03-02 14:42:42.899446+00:00,2,2026-05-23 02:24:26.539590+00:00,2,"MULTIPOLYGON(((-122.0842850916267 39.341608758668976,-122.08435307862382 39.34095602888734,-122.08451676688077 39.33941650730164,-122.0846981891992 39.33796272490243,-122.08465501256538 39.33754789691588,-122.08455092232393 39.33729928824702,-122.08454274967599 39.337258675015875,-122.08436922484884 39.3366626105535,-122.0843410811228 39.33654074566174,-122.0842760140079 39.33491382290535,-122.08426327392466 39.33427847677926,-122.0842994496037 39.33389581034363,-122.0843337030313 39.332715692194704,-122.08426436598165 39.33180507677907,-122.08421286421813 39.33075043132288,-122.08417751079637 39.32956976478259,-122.08415432747803 39.32945694933388,-122.08414558947 39.329414558627164,-122.08412770842907 39.32932781765656,-122.08395247011067 39.32847770986255,-122.08384873103857 39.32764791732608,-122.08388341726557 39.326657024927215,-122.0839354630407 39.32589153344003,-122.08397250720516 39.32536759302978,-122.08398552049533 39.32518353841931,-122.0839870375374 39.32516207995266,-122.08405624612452 39.3244147452812,-122.08402218902351 39.32380175538496,-122.0838481129407 39.32325073782573,-122.08336249068027 39.32257111567543,-122.08273657980733 39.3221967464263,-122.0821636547306 39.32198498360715,-122.08160003517393 39.32175883599116,-122.08159096772779 39.32175519792202,-122.08144785503748 39.321671253443895,-122.08104180172352 39.321433075603984,-122.08098368757025 39.32139898711542,-122.08067346019925 39.32092681747705,-122.0805671127258 39.32076495287465,-122.08051233466654 39.32053729643948,-122.08037595738179 39.31997050782653,-122.08020239075465 39.3193834453374,-122.07992384385865 39.31884060544991,-122.07968160127673 39.31807278660662,-122.07952742596216 39.31734245567837,-122.0795082147771 39.31725144892465,-122.0794344886251 39.31682359558979,-122.07938694195255 39.31654766145138,-122.07933384485457 39.315952540348576,-122.07933439217277 39.31535784357642,-122.07930151643384 39.31508392752349,-122.07929834459131 39.31505750202979,-122.07926511213888 39.31478061552534,-122.07923084232286 39.314703305793564,-122.07916089839021 39.314545514749675,-122.07905056854402 39.31438621803042,-122.07880284987549 39.31402855331748,-122.07848229127788 39.31390134873739,-122.07830089904078 39.31375636386778,-122.07823202275837 39.3136918340659,-122.078015164516 39.31357230202981,-122.0775290433523 39.31327109729048,-122.07709730486641 39.31291587160366,-122.0769208530471 39.31277068820998,-122.07648655076339 39.31238879489537,-122.07634846988681 39.312208568323165,-122.07611051795794 39.311897986350544,-122.07610453446605 39.311890177184864,-122.07603044783293 39.311442244935684,-122.0759836599219 39.31115935622842,-122.07598305877887 39.31021323535372,-122.07591687456575 39.30131841941536,-122.07591131299812 39.30057049202213,-122.07589664604498 39.29859783956037,-122.07562499688363 39.296339071595305,-122.07560418579985 39.296166021945304,-122.07539227953384 39.29440388111989,-122.07523756474772 39.2918058364117,-122.07518452438775 39.29091510610342,-122.0751120936585 39.29043775867514,-122.07508048899575 39.29022946955575,-122.07505685370977 39.289668994133564,-122.07504513849058 39.28939119711227,-122.07501373257107 39.28860350870505,-122.0750113566504 39.288543926494,-122.0750109742611 39.288309254246805,-122.07501079922179 39.288202125402755,-122.07501077346912 39.288186173238536,-122.07501007843742 39.28775998856927,-122.07511452877863 39.28720215851145,-122.07523618369997 39.28687874212568,-122.07546244538061 39.28664626318164,-122.07548868851387 39.286635324094625,-122.0758442734119 39.286487105454285,-122.07648613097278 39.286393085197716,-122.0772335724729 39.28642604858069,-122.07796217473438 39.28645885788171,-122.07872611734741 39.28633876165421,-122.07885712290553 39.2862550810664,-122.0789351257411 39.28620525601223,-122.07894626502518 39.28616154997574,-122.07900388196079 39.2859354812686,-122.07902141050879 39.2855932148164,-122.0790214509169 39.284926425837575,-122.07907330632904 39.284287078354986,-122.07919223901901 39.282897800614364,-122.07919302073844 39.282719352552824,-122.07919432445692 39.282421914464614,-122.07922419168654 39.27560918876642,-122.08645288713062 39.275506156530454,-122.08665261802602 39.27539931014904,-122.0867533361281 39.27534583820866,-122.08675339888794 39.275345804648474,-122.08831887139873 39.275353935640865,-122.08831886744113 39.27535489524804,-122.08831832187008 39.275479495178665,-122.08839775237728 39.275478359259345,-122.0885540468516 39.27547612430106,-122.0888397653054 39.275472036868734,-122.11016089083665 39.275479058728614,-122.11023981755447 39.275479077472774,-122.11656406015878 39.27548040524099,-122.11656507517016 39.27551443262535,-122.11656508281403 39.27551468655973,-122.11656660801783 39.275565816783015,-122.11667958130892 39.279351300735435,-122.11664775747768 39.29001624718629,-122.11664208115505 39.29062991300754,-122.11651428181632 39.304449394305024,-122.11658346451264 39.31902765749418,-122.11645209435818 39.32988728144469,-122.11627716035629 39.34146927089637,-122.11626336508981 39.34187404153366,-122.0842850916267 39.341608758668976)))",4326,"MULTIPOLYGON(((-122.0842850916267 39.341608758668976,-122.08435307862382 39.34095602888734,-122.08451676688077 39.33941650730164,-122.0846981891992 39.33796272490243,-122.08465501256538 39.33754789691588,-122.08455092232393 39.33729928824702,-122.08454274967599 39.337258675015875,-122.08436922484884 39.3366626105535,-122.0843410811228 39.33654074566174,-122.0842760140079 39.33491382290535,-122.08426327392466 39.33427847677926,-122.0842994496037 39.33389581034363,-122.0843337030313 39.332715692194704,-122.08426436598165 39.33180507677907,-122.08421286421813 39.33075043132288,-122.08417751079637 39.32956976478259,-122.08415432747803 39.32945694933388,-122.08414558947 39.329414558627164,-122.08412770842907 39.32932781765656,-122.08395247011067 39.32847770986255,-122.08384873103857 39.32764791732608,-122.08388341726557 39.326657024927215,-122.0839354630407 39.32589153344003,-122.08397250720516 39.32536759302978,-122.08398552049533 39.32518353841931,-122.0839870375374 39.32516207995266,-122.08405624612452 39.3244147452812,-122.08402218902351 39.32380175538496,-122.0838481129407 39.32325073782573,-122.08336249068027 39.32257111567543,-122.08273657980733 39.3221967464263,-122.0821636547306 39.32198498360715,-122.08160003517393 39.32175883599116,-122.08159096772779 39.32175519792202,-122.08144785503748 39.321671253443895,-122.08104180172352 39.321433075603984,-122.08098368757025 39.32139898711542,-122.08067346019925 39.32092681747705,-122.0805671127258 39.32076495287465,-122.08051233466654 39.32053729643948,-122.08037595738179 39.31997050782653,-122.08020239075465 39.3193834453374,-122.07992384385865 39.31884060544991,-122.07968160127673 39.31807278660662,-122.07952742596216 39.31734245567837,-122.0795082147771 39.31725144892465,-122.0794344886251 39.31682359558979,-122.07938694195255 39.31654766145138,-122.07933384485457 39.315952540348576,-122.07933439217277 39.31535784357642,-122.07930151643384 39.31508392752349,-122.07929834459131 39.31505750202979,-122.07926511213888 39.31478061552534,-122.07923084232286 39.314703305793564,-122.07916089839021 39.314545514749675,-122.07905056854402 39.31438621803042,-122.07880284987549 39.31402855331748,-122.07848229127788 39.31390134873739,-122.07830089904078 39.31375636386778,-122.07823202275837 39.3136918340659,-122.078015164516 39.31357230202981,-122.0775290433523 39.31327109729048,-122.07709730486641 39.31291587160366,-122.0769208530471 39.31277068820998,-122.07648655076339 39.31238879489537,-122.07634846988681 39.312208568323165,-122.07611051795794 39.311897986350544,-122.07610453446605 39.311890177184864,-122.07603044783293 39.311442244935684,-122.0759836599219 39.31115935622842,-122.07598305877887 39.31021323535372,-122.07591687456575 39.30131841941536,-122.07591131299812 39.30057049202213,-122.07589664604498 39.29859783956037,-122.07562499688363 39.296339071595305,-122.07560418579985 39.296166021945304,-122.07539227953384 39.29440388111989,-122.07523756474772 39.2918058364117,-122.07518452438775 39.29091510610342,-122.0751120936585 39.29043775867514,-122.07508048899575 39.29022946955575,-122.07505685370977 39.289668994133564,-122.07504513849058 39.28939119711227,-122.07501373257107 39.28860350870505,-122.0750113566504 39.288543926494,-122.0750109742611 39.288309254246805,-122.07501079922179 39.288202125402755,-122.07501077346912 39.288186173238536,-122.07501007843742 39.28775998856927,-122.07511452877863 39.28720215851145,-122.07523618369997 39.28687874212568,-122.07546244538061 39.28664626318164,-122.07548868851387 39.286635324094625,-122.0758442734119 39.286487105454285,-122.07648613097278 39.286393085197716,-122.0772335724729 39.28642604858069,-122.07796217473438 39.28645885788171,-122.07872611734741 39.28633876165421,-122.07885712290553 39.2862550810664,-122.0789351257411 39.28620525601223,-122.07894626502518 39.28616154997574,-122.07900388196079 39.2859354812686,-122.07902141050879 39.2855932148164,-122.0790214509169 39.284926425837575,-122.07907330632904 39.284287078354986,-122.07919223901901 39.282897800614364,-122.07919302073844 39.282719352552824,-122.07919432445692 39.282421914464614,-122.07922419168654 39.27560918876642,-122.08645288713062 39.275506156530454,-122.08665261802602 39.27539931014904,-122.0867533361281 39.27534583820866,-122.08675339888794 39.275345804648474,-122.08831887139873 39.275353935640865,-122.08831886744113 39.27535489524804,-122.08831832187008 39.275479495178665,-122.08839775237728 39.275478359259345,-122.0885540468516 39.27547612430106,-122.0888397653054 39.275472036868734,-122.11016089083665 39.275479058728614,-122.11023981755447 39.275479077472774,-122.11656406015878 39.27548040524099,-122.11656507517016 39.27551443262535,-122.11656508281403 39.27551468655973,-122.11656660801783 39.275565816783015,-122.11667958130892 39.279351300735435,-122.11664775747768 39.29001624718629,-122.11664208115505 39.29062991300754,-122.11651428181632 39.304449394305024,-122.11658346451264 39.31902765749418,-122.11645209435818 39.32988728144469,-122.11627716035629 39.34146927089637,-122.11626336508981 39.34187404153366,-122.0842850916267 39.341608758668976)))"
3,08S_PR,08S,SAC,0,Refuge,PR,4099.4115,1,Colusa NWR,USFWS,Reclamation,False,True,"Glenn-Colusa Canal, Colusa Basin Drain","geopackage,calsim_report",calsim3,True,True,2026-03-02 14:42:42.899446+00:00,2,2026-05-23 02:24:26.539590+00:00,2,"MULTIPOLYGON(((-122.04046605845511 39.19541759371097,-122.04033152324077 39.193504334719194,-122.0399662282215 39.188308697416346,-122.03616813478591 39.188266306965716,-122.03616775954076 39.188192586359825,-122.03614892477337 39.18449455417381,-122.03614174321207 39.18308395712513,-122.03609703531416 39.17429604756636,-122.03613581802352 39.1742958228347,-122.03849878852571 39.17428209777874,-122.04076302410861 39.17426890046436,-122.04075888280335 39.16274905263984,-122.04075886580506 39.16270157958436,-122.04075873640163 39.1623379164926,-122.04031622565597 39.16195064515311,-122.03981779053903 39.161708659922844,-122.03891834381184 39.16127197746525,-122.03847319737902 39.16097822227432,-122.0383042574262 39.16068914908227,-122.03738537493533 39.15774562151217,-122.03735595513929 39.15765137391844,-122.0372866390946 39.15734747870964,-122.03723885689422 39.15729565388421,-122.03708042953599 39.15712381963905,-122.03477819777875 39.15549950298075,-122.03464241123466 39.15540369675156,-122.03337750255766 39.15449632655096,-122.03312454739763 39.154314866925695,-122.03220288462741 39.1536536903888,-122.0317817804078 39.1533515946627,-122.0316369850099 39.15321153004812,-122.03150502019409 39.152942416199814,-122.030793272464 39.15149092742654,-122.0274734378148 39.144680933270884,-122.03145171934018 39.1447817503757,-122.03145309914454 39.144622268748236,-122.03145321710842 39.14460870668459,-122.03146099379012 39.14371011561123,-122.03146981555197 39.142690806784394,-122.03147080569005 39.14257643763372,-122.03151678633725 39.13726438025293,-122.0314831830589 39.13726457692788,-122.03148246010441 39.13726458142421,-122.02702511337127 39.137290621571466,-122.02694739073888 39.13729107453187,-122.02695122702069 39.1361485261086,-122.02698903748735 39.12489671935152,-122.02698923396636 39.12488775728752,-122.02705786266779 39.12175103026376,-122.02720344031765 39.11509725215484,-122.02723486281944 39.11509772274562,-122.03557722275319 39.11522229462034,-122.03649611328767 39.11523597890692,-122.03640059976588 39.11881115221585,-122.03623792545943 39.12490008370651,-122.0362211333842 39.126490460440905,-122.04050267993854 39.126473187849186,-122.04093832680667 39.12647142169931,-122.04095345572803 39.12493605871572,-122.04098431216103 39.12263779906757,-122.0501964286445 39.12283004479683,-122.05026564124442 39.11542243261783,-122.05037179640415 39.11542335792598,-122.06001161655924 39.115506960341385,-122.05998290444148 39.1249212437108,-122.05994856915015 39.13210091315979,-122.05989047307503 39.132100738338984,-122.05982101250876 39.13557205879923,-122.05978055769664 39.13759385253777,-122.05516419861722 39.13759047265682,-122.05516738343056 39.136945046091135,-122.05517375401021 39.13565412518203,-122.05520017836166 39.13030084020842,-122.0409340342157 39.13012601336767,-122.04090304311522 39.135904973772156,-122.04085576069478 39.144727503267774,-122.04085532594127 39.14480865909086,-122.05724327221459 39.14492277510963,-122.05963383761468 39.14493922850234,-122.05966946471658 39.144939473523756,-122.05966946098216 39.144951489243596,-122.05966764341532 39.15131854355157,-122.05964136537283 39.155043378707596,-122.0596103455577 39.1594415132058,-122.0596094641456 39.15956658195711,-122.05960576728458 39.16009082004093,-122.0594639118835 39.16741970468176,-122.05950330049103 39.17434983242633,-122.05945884498736 39.18133196017974,-122.05945812905297 39.181444454099804,-122.05943181414303 39.1855788679734,-122.05941389916224 39.188394370090265,-122.05941819815953 39.188394337321945,-122.05993511694993 39.18839038739495,-122.06054116618527 39.188385753903546,-122.06049752341788 39.191551229858526,-122.06047548676835 39.19314969286502,-122.06044549342609 39.19532528201842,-122.0604452748313 39.19534110181054,-122.06039400833119 39.195342605255114,-122.05972870495538 39.19536211032617,-122.05570224755729 39.195360562665925,-122.05427796392338 39.19532465589386,-122.0517706921833 39.195261404411085,-122.04682358566197 39.19522753254373,-122.04422179381147 39.19523311841136,-122.04239738593189 39.19532335250727,-122.04121775768795 39.19542447555937,-122.04047649630171 39.19556603441208,-122.04046605845511 39.19541759371097)))",4326,"MULTIPOLYGON(((-122.04046605845511 39.19541759371097,-122.04033152324077 39.193504334719194,-122.0399662282215 39.188308697416346,-122.03616813478591 39.188266306965716,-122.03616775954076 39.188192586359825,-122.03614892477337 39.18449455417381,-122.03614174321207 39.18308395712513,-122.03609703531416 39.17429604756636,-122.03613581802352 39.1742958228347,-122.03849878852571 39.17428209777874,-122.04076302410861 39.17426890046436,-122.04075888280335 39.16274905263984,-122.04075886580506 39.16270157958436,-122.04075873640163 39.1623379164926,-122.04031622565597 39.16195064515311,-122.03981779053903 39.161708659922844,-122.03891834381184 39.16127197746525,-122.03847319737902 39.16097822227432,-122.0383042574262 39.16068914908227,-122.03738537493533 39.15774562151217,-122.03735595513929 39.15765137391844,-122.0372866390946 39.15734747870964,-122.03723885689422 39.15729565388421,-122.03708042953599 39.15712381963905,-122.03477819777875 39.15549950298075,-122.03464241123466 39.15540369675156,-122.03337750255766 39.15449632655096,-122.03312454739763 39.154314866925695,-122.03220288462741 39.1536536903888,-122.0317817804078 39.1533515946627,-122.0316369850099 39.15321153004812,-122.03150502019409 39.152942416199814,-122.030793272464 39.15149092742654,-122.0274734378148 39.144680933270884,-122.03145171934018 39.1447817503757,-122.03145309914454 39.144622268748236,-122.03145321710842 39.14460870668459,-122.03146099379012 39.14371011561123,-122.03146981555197 39.142690806784394,-122.03147080569005 39.14257643763372,-122.03151678633725 39.13726438025293,-122.0314831830589 39.13726457692788,-122.03148246010441 39.13726458142421,-122.02702511337127 39.137290621571466,-122.02694739073888 39.13729107453187,-122.02695122702069 39.1361485261086,-122.02698903748735 39.12489671935152,-122.02698923396636 39.12488775728752,-122.02705786266779 39.12175103026376,-122.02720344031765 39.11509725215484,-122.02723486281944 39.11509772274562,-122.03557722275319 39.11522229462034,-122.03649611328767 39.11523597890692,-122.03640059976588 39.11881115221585,-122.03623792545943 39.12490008370651,-122.0362211333842 39.126490460440905,-122.04050267993854 39.126473187849186,-122.04093832680667 39.12647142169931,-122.04095345572803 39.12493605871572,-122.04098431216103 39.12263779906757,-122.0501964286445 39.12283004479683,-122.05026564124442 39.11542243261783,-122.05037179640415 39.11542335792598,-122.06001161655924 39.115506960341385,-122.05998290444148 39.1249212437108,-122.05994856915015 39.13210091315979,-122.05989047307503 39.132100738338984,-122.05982101250876 39.13557205879923,-122.05978055769664 39.13759385253777,-122.05516419861722 39.13759047265682,-122.05516738343056 39.136945046091135,-122.05517375401021 39.13565412518203,-122.05520017836166 39.13030084020842,-122.0409340342157 39.13012601336767,-122.04090304311522 39.135904973772156,-122.04085576069478 39.144727503267774,-122.04085532594127 39.14480865909086,-122.05724327221459 39.14492277510963,-122.05963383761468 39.14493922850234,-122.05966946471658 39.144939473523756,-122.05966946098216 39.144951489243596,-122.05966764341532 39.15131854355157,-122.05964136537283 39.155043378707596,-122.0596103455577 39.1594415132058,-122.0596094641456 39.15956658195711,-122.05960576728458 39.16009082004093,-122.0594639118835 39.16741970468176,-122.05950330049103 39.17434983242633,-122.05945884498736 39.18133196017974,-122.05945812905297 39.181444454099804,-122.05943181414303 39.1855788679734,-122.05941389916224 39.188394370090265,-122.05941819815953 39.188394337321945,-122.05993511694993 39.18839038739495,-122.06054116618527 39.188385753903546,-122.06049752341788 39.191551229858526,-122.06047548676835 39.19314969286502,-122.06044549342609 39.19532528201842,-122.0604452748313 39.19534110181054,-122.06039400833119 39.195342605255114,-122.05972870495538 39.19536211032617,-122.05570224755729 39.195360562665925,-122.05427796392338 39.19532465589386,-122.0517706921833 39.195261404411085,-122.04682358566197 39.19522753254373,-122.04422179381147 39.19523311841136,-122.04239738593189 39.19532335250727,-122.04121775768795 39.19542447555937,-122.04047649630171 39.19556603441208,-122.04046605845511 39.19541759371097)))"
4,09_PR,09,SAC,0,Refuge,PR,3304.8637,3,"Llano Seco Unit, Upper Butte Basin WA, Sacramento River NWR","CDFW, USFWS",Water rights,False,True,"Sacramento River, Butte Creek","geopackage,calsim_report",calsim3,True,True,2026-03-02 14:42:42.899446+00:00,2,2026-05-23 02:24:26.539590+00:00,2,"MULTIPOLYGON(((-121.9377994284258 39.53805975762692,-121.9551054762581 39.53377988419141,-121.95508445060445 39.53382624418635,-121.9505486143088 39.54382586886035,-121.945905815625 39.54446412064964,-121.92792172541854 39.5589097550372,-121.90881029716041 39.55740664618537,-121.90869010383742 39.557397183226456,-121.90856637369403 39.552657354909925,-121.90844863280822 39.54555991927759,-121.92999203346255 39.54005569603008,-121.9377994284258 39.53805975762692)),((-121.93106161552228 39.584822841392054,-121.93155319740103 39.57616355138884,-121.93806702140168 39.57590057684699,-121.93888380243607 39.5765563786768,-121.9410762708764 39.57651976434766,-121.95398187416086 39.576303401008985,-121.95398042048926 39.578620683920946,-121.95411489553175 39.58340741958278,-121.95233326063885 39.58868982432104,-121.9509926023017 39.59072063854252,-121.94943785482911 39.59224008387313,-121.94437834231664 39.596959398496296,-121.94297652008528 39.59919712203631,-121.94267262356645 39.60023209568535,-121.9408470301043 39.60160147350414,-121.9394709473828 39.60143680861809,-121.93102907498606 39.60042625991791,-121.93106161552228 39.584822841392054)),((-121.90964605643306 39.61509530728803,-121.90936972223456 39.59604660000832,-121.90934994426101 39.59468225315063,-121.90921052147294 39.585060913774385,-121.91504579041211 39.58565442779777,-121.91724843803702 39.59071607531569,-121.91851243389439 39.590695205229174,-121.92226104195707 39.60350689563862,-121.92232510725803 39.605823092350825,-121.92345629369659 39.60580436442578,-121.92370707855832 39.61486325196484,-121.90964605643306 39.61509530728803)))",4326,"MULTIPOLYGON(((-121.9377994284258 39.53805975762692,-121.9551054762581 39.53377988419141,-121.95508445060445 39.53382624418635,-121.9505486143088 39.54382586886035,-121.945905815625 39.54446412064964,-121.92792172541854 39.5589097550372,-121.90881029716041 39.55740664618537,-121.90869010383742 39.557397183226456,-121.90856637369403 39.552657354909925,-121.90844863280822 39.54555991927759,-121.92999203346255 39.54005569603008,-121.9377994284258 39.53805975762692)),((-121.93106161552228 39.584822841392054,-121.93155319740103 39.57616355138884,-121.93806702140168 39.57590057684699,-121.93888380243607 39.5765563786768,-121.9410762708764 39.57651976434766,-121.95398187416086 39.576303401008985,-121.95398042048926 39.578620683920946,-121.95411489553175 39.58340741958278,-121.95233326063885 39.58868982432104,-121.9509926023017 39.59072063854252,-121.94943785482911 39.59224008387313,-121.94437834231664 39.596959398496296,-121.94297652008528 39.59919712203631,-121.94267262356645 39.60023209568535,-121.9408470301043 39.60160147350414,-121.9394709473828 39.60143680861809,-121.93102907498606 39.60042625991791,-121.93106161552228 39.584822841392054)),((-121.90964605643306 39.61509530728803,-121.90936972223456 39.59604660000832,-121.90934994426101 39.59468225315063,-121.90921052147294 39.585060913774385,-121.91504579041211 39.58565442779777,-121.91724843803702 39.59071607531569,-121.91851243389439 39.590695205229174,-121.92226104195707 39.60350689563862,-121.92232510725803 39.605823092350825,-121.92345629369659 39.60580436442578,-121.92370707855832 39.61486325196484,-121.90964605643306 39.61509530728803)))"
