id,short_code,label,description,is_active,created_at,created_by,updated_at,updated_by
2,land_use,Land Use,Agricultural and urban land use assumptions,1,2024-01-01 00:00:00,2,2024-01-01 00:00:00,2
5,gw_model,Groundwater Model,Groundwater model coupling assumptions (e.g. C2VSimFG),1,2024-01-01 00:00:00,2,2024-01-01 00:00:00,2
