id,short_code,name,description,contact,notes,created_at,created_by,updated_at,updated_by
1,calsim3,CalSim3,California Central Valley water system allocation simulation model,DWR/USBR,version 3.0; domain: Central Valley,2025-09-01 13:36:12.336716+00:00,2,2025-09-01 13:36:12.336716+00:00,2
