scenario_short_code,tier_short_code,location_type,location_id,location_name,tier_level,tier_value,display_order
s0021,AG_REV,demand_unit,19_PA1,,4,,60
s0021,AG_REV,demand_unit,19_PA2,,4,,61
s0021,AG_REV,demand_unit,19_PA3,,4,,62
s0021,AG_REV,demand_unit,20_SA,,2,,63
s0021,AG_REV,demand_unit,21_NA,,2,,64
s0021,AG_REV,demand_unit,21_SA1,,2,,65
s0021,AG_REV,demand_unit,21_SA2,,2,,66
s0021,AG_REV,demand_unit,21_SA3,,2,,67
s0021,AG_REV,demand_unit,22_PA,,2,,68
s0021,AG_REV,demand_unit,22_SA1,,1,,69
s0021,AG_REV,demand_unit,22_SA2,,2,,70
s0021,AG_REV,demand_unit,22_SA3,,2,,71
s0021,AG_REV,demand_unit,22_SA4,,2,,72
s0021,AG_REV,demand_unit,22_SA5,,2,,73
s0021,AG_REV,demand_unit,23_PA,,2,,74
s0021,AG_REV,demand_unit,25_PA,,4,,75
s0021,AG_REV,demand_unit,60N_NA1,,2,,76
s0021,AG_REV,demand_unit,60N_NA2,,2,,77
s0021,AG_REV,demand_unit,60N_PA,,2,,78
s0021,AG_REV,demand_unit,60N_SA1,,1,,79
s0021,AG_REV,demand_unit,60N_SA2,,2,,80
s0021,AG_REV,demand_unit,60N_SA3,,1,,81
s0021,AG_REV,demand_unit,60N_SA4,,2,,82
s0021,AG_REV,demand_unit,60N_SA5,,2,,83
s0021,AG_REV,demand_unit,60S_NA1,,2,,84
s0021,AG_REV,demand_unit,60S_NA2,,4,,85
s0021,AG_REV,demand_unit,60S_PA1,,4,,86
s0021,AG_REV,demand_unit,60S_PA2,,4,,87
s0021,AG_REV,demand_unit,60S_SA1,,4,,88
s0021,AG_REV,demand_unit,60S_SA2,,4,,89
s0021,AG_REV,demand_unit,60S_SA3,,1,,90
s0021,AG_REV,demand_unit,61_NA,,4,,91
s0021,AG_REV,demand_unit,61_PA1,,4,,92
s0021,AG_REV,demand_unit,61_PA2,,4,,93
s0021,AG_REV,demand_unit,64_PA,,4,,94
