scenario_short_code,tier_short_code,location_type,location_id,location_name,tier_level,tier_value,display_order
s0011,AG_REV,demand_unit,20_NA1,,3,,56
s0011,AG_REV,demand_unit,20_NA2,,1,,57
s0011,AG_REV,demand_unit,20_PA,,1,,58
s0011,AG_REV,demand_unit,21_NA,,1,,59
s0011,AG_REV,demand_unit,21_PA,,2,,60
s0011,AG_REV,demand_unit,21_SA,,1,,61
s0011,AG_REV,demand_unit,22_NA,,1,,62
s0011,AG_REV,demand_unit,22_SA1,,1,,63
s0011,AG_REV,demand_unit,22_SA2,,1,,64
s0011,AG_REV,demand_unit,23_NA,,2,,65
s0011,AG_REV,demand_unit,24_NA1,,2,,66
s0011,AG_REV,demand_unit,24_NA2,,2,,67
s0011,AG_REV,demand_unit,24_NA3,,1,,68
s0011,AG_REV,demand_unit,25_NA,,2,,69
s0011,AG_REV,demand_unit,25_PA1,,2,,70
s0011,AG_REV,demand_unit,25_PA2,,1,,71
s0011,AG_REV,demand_unit,26N_NA,,1,,72
s0011,AG_REV,demand_unit,26S_NA,,1,,73
s0011,AG_REV,demand_unit,50_PA1,,4,,74
s0011,AG_REV,demand_unit,50_PA2,,1,,75
s0011,AG_REV,demand_unit,60N_NA1,,1,,76
s0011,AG_REV,demand_unit,60N_NA2,,1,,77
s0011,AG_REV,demand_unit,60N_NA3,,2,,78
s0011,AG_REV,demand_unit,60N_NA4,,2,,79
s0011,AG_REV,demand_unit,60N_NA5,,2,,80
s0011,AG_REV,demand_unit,60S_NA1,,1,,81
s0011,AG_REV,demand_unit,60S_NA2,,1,,82
s0011,AG_REV,demand_unit,60S_PA1,,2,,83
s0011,AG_REV,demand_unit,60S_PA2,,3,,84
s0011,AG_REV,demand_unit,61_NA1,,1,,85
s0011,AG_REV,demand_unit,61_NA2,,2,,86
s0011,AG_REV,demand_unit,61_NA3,,1,,87
s0011,AG_REV,demand_unit,61_NA4,,1,,88
s0011,AG_REV,demand_unit,61_NA5,,1,,89
s0011,AG_REV,demand_unit,61_NA6,,2,,90
s0011,AG_REV,demand_unit,61_PA1,,3,,91
s0011,AG_REV,demand_unit,61_PA2,,2,,92
s0011,AG_REV,demand_unit,61_PA3,,2,,93
s0011,AG_REV,demand_unit,62_NA1,,1,,94
s0011,AG_REV,demand_unit,62_NA2,,1,,95
s0011,AG_REV,demand_unit,62_NA3,,2,,96
s0011,AG_REV,demand_unit,62_NA4,,1,,97
s0011,AG_REV,demand_unit,62_NA5,,1,,98
s0011,AG_REV,demand_unit,62_NA6,,4,,99
s0011,AG_REV,demand_unit,63_NA1,,1,,100
s0011,AG_REV,demand_unit,63_NA2,,1,,101
s0011,AG_REV,demand_unit,63_NA3,,3,,102
s0011,AG_REV,demand_unit,63_NA4,,1,,103
s0011,AG_REV,demand_unit,64_NA1,,1,,104
s0011,AG_REV,demand_unit,64_NA2,,2,,105
s0011,AG_REV,demand_unit,64_PA1,,3,,106
s0011,AG_REV,demand_unit,64_PA2,,3,,107
s0011,AG_REV,demand_unit,64_PA3,,3,,108
s0011,AG_REV,demand_unit,64_XA,,2,,109
s0011,AG_REV,demand_unit,71_NA1,,1,,110
s0011,AG_REV,demand_unit,71_NA2,,2,,111
s0011,AG_REV,demand_unit,71_PA1,,4,,112
s0011,AG_REV,demand_unit,71_PA2,,1,,113
s0011,AG_REV,demand_unit,71_PA3,,4,,114
s0011,AG_REV,demand_unit,71_PA4,,1,,115
s0011,AG_REV,demand_unit,71_PA5,,4,,116
s0011,AG_REV,demand_unit,71_PA6,,4,,117
s0011,AG_REV,demand_unit,71_PA7,,1,,118
s0011,AG_REV,demand_unit,71_PA8,,3,,119
s0011,AG_REV,demand_unit,72_NA1,,1,,120
s0011,AG_REV,demand_unit,72_NA2,,1,,121
s0011,AG_REV,demand_unit,72_PA,,1,,122
s0011,AG_REV,demand_unit,72_XA1,,2,,123
s0011,AG_REV,demand_unit,72_XA2,,1,,124
s0011,AG_REV,demand_unit,72_XA3,,2,,125
s0011,AG_REV,demand_unit,73_NA,,1,,126
s0011,AG_REV,demand_unit,73_PA1,,2,,127
s0011,AG_REV,demand_unit,73_PA2,,3,,128
s0011,AG_REV,demand_unit,73_PA3,,4,,129
s0011,AG_REV,demand_unit,73_XA,,2,,130
s0011,AG_REV,demand_unit,90_PA1,,3,,131
s0011,AG_REV,demand_unit,90_PA2,,4,,132
s0020,AG_REV,demand_unit,02_NA,,2,,1
s0020,AG_REV,demand_unit,02_PA,,4,,2
s0020,AG_REV,demand_unit,02_SA,,1,,3
s0020,AG_REV,demand_unit,03_NA,,2,,4
s0020,AG_REV,demand_unit,03_PA,,2,,5
s0020,AG_REV,demand_unit,03_SA,,1,,6
s0020,AG_REV,demand_unit,04_NA,,1,,7
s0020,AG_REV,demand_unit,04_PA1,,4,,8
s0020,AG_REV,demand_unit,04_PA2,,4,,9
s0020,AG_REV,demand_unit,05_NA,,2,,10
s0020,AG_REV,demand_unit,06_NA,,1,,11
s0020,AG_REV,demand_unit,06_PA,,3,,12
s0020,AG_REV,demand_unit,07N_NA,,1,,13
s0020,AG_REV,demand_unit,07N_PA,,3,,14
s0020,AG_REV,demand_unit,07S_NA,,1,,15
s0020,AG_REV,demand_unit,07S_PA,,4,,16
s0020,AG_REV,demand_unit,08N_NA,,1,,17
s0020,AG_REV,demand_unit,08N_PA,,2,,18
s0020,AG_REV,demand_unit,08N_SA1,,1,,19
s0020,AG_REV,demand_unit,08N_SA2,,2,,20
s0020,AG_REV,demand_unit,08S_NA1,,1,,21
s0020,AG_REV,demand_unit,08S_NA2,,1,,22
s0020,AG_REV,demand_unit,08S_PA,,2,,23
s0020,AG_REV,demand_unit,08S_SA1,,1,,24
s0020,AG_REV,demand_unit,08S_SA2,,2,,25
s0020,AG_REV,demand_unit,08S_SA3,,1,,26
s0020,AG_REV,demand_unit,09_NA,,1,,27
s0020,AG_REV,demand_unit,09_SA1,,2,,28
s0020,AG_REV,demand_unit,09_SA2,,1,,29
s0020,AG_REV,demand_unit,10_NA,,3,,30
s0020,AG_REV,demand_unit,11_NA,,1,,31
s0020,AG_REV,demand_unit,11_SA1,,2,,32
s0020,AG_REV,demand_unit,11_SA2,,2,,33
s0020,AG_REV,demand_unit,11_SA3,,2,,34
s0020,AG_REV,demand_unit,11_SA4,,2,,35
s0020,AG_REV,demand_unit,12_NA,,1,,36
s0020,AG_REV,demand_unit,12_SA,,1,,37
s0020,AG_REV,demand_unit,13_NA,,1,,38
s0020,AG_REV,demand_unit,14_NA,,1,,39
s0020,AG_REV,demand_unit,15N_NA1,,1,,40
s0020,AG_REV,demand_unit,15N_NA2,,3,,41
s0020,AG_REV,demand_unit,15N_SA,,1,,42
s0020,AG_REV,demand_unit,15S_NA1,,1,,43
s0020,AG_REV,demand_unit,15S_NA2,,3,,44
s0020,AG_REV,demand_unit,15S_SA,,1,,45
s0020,AG_REV,demand_unit,16_NA1,,1,,46
s0020,AG_REV,demand_unit,16_NA2,,1,,47
s0020,AG_REV,demand_unit,16_PA,,4,,48
s0020,AG_REV,demand_unit,16_SA,,2,,49
s0020,AG_REV,demand_unit,17N_NA,,1,,50
s0020,AG_REV,demand_unit,17S_NA,,1,,51
s0020,AG_REV,demand_unit,17S_SA,,1,,52
s0020,AG_REV,demand_unit,18_NA,,1,,53
s0020,AG_REV,demand_unit,18_SA,,1,,54
s0020,AG_REV,demand_unit,19_SA,,2,,55
s0020,AG_REV,demand_unit,20_NA1,,2,,56
s0020,AG_REV,demand_unit,20_NA2,,1,,57
s0020,AG_REV,demand_unit,20_PA,,1,,58
s0020,AG_REV,demand_unit,21_NA,,1,,59
s0020,AG_REV,demand_unit,21_PA,,3,,60
s0020,AG_REV,demand_unit,21_SA,,1,,61
s0020,AG_REV,demand_unit,22_NA,,1,,62
s0020,AG_REV,demand_unit,22_SA1,,1,,63
s0020,AG_REV,demand_unit,22_SA2,,1,,64
s0020,AG_REV,demand_unit,23_NA,,2,,65
s0020,AG_REV,demand_unit,24_NA1,,2,,66
s0020,AG_REV,demand_unit,24_NA2,,1,,67
s0020,AG_REV,demand_unit,24_NA3,,2,,68
s0020,AG_REV,demand_unit,25_NA,,1,,69
s0020,AG_REV,demand_unit,25_PA1,,2,,70
s0020,AG_REV,demand_unit,25_PA2,,2,,71
s0020,AG_REV,demand_unit,26N_NA,,1,,72
s0020,AG_REV,demand_unit,26S_NA,,1,,73
s0020,AG_REV,demand_unit,50_PA1,,3,,74
s0020,AG_REV,demand_unit,50_PA2,,1,,75
s0020,AG_REV,demand_unit,60N_NA1,,2,,76
s0020,AG_REV,demand_unit,60N_NA2,,1,,77
s0020,AG_REV,demand_unit,60N_NA3,,2,,78
s0020,AG_REV,demand_unit,60N_NA4,,2,,79
s0020,AG_REV,demand_unit,60N_NA5,,1,,80
s0020,AG_REV,demand_unit,60S_NA1,,1,,81
s0020,AG_REV,demand_unit,60S_NA2,,1,,82
s0020,AG_REV,demand_unit,60S_PA1,,2,,83
s0020,AG_REV,demand_unit,60S_PA2,,3,,84
s0020,AG_REV,demand_unit,61_NA1,,1,,85
s0020,AG_REV,demand_unit,61_NA2,,2,,86
s0020,AG_REV,demand_unit,61_NA3,,1,,87
s0020,AG_REV,demand_unit,61_NA4,,1,,88
s0020,AG_REV,demand_unit,61_NA5,,1,,89
s0020,AG_REV,demand_unit,61_NA6,,1,,90
s0020,AG_REV,demand_unit,61_PA1,,2,,91
s0020,AG_REV,demand_unit,61_PA2,,2,,92
s0020,AG_REV,demand_unit,61_PA3,,2,,93
s0020,AG_REV,demand_unit,62_NA1,,1,,94
s0020,AG_REV,demand_unit,62_NA2,,1,,95
s0020,AG_REV,demand_unit,62_NA3,,2,,96
s0020,AG_REV,demand_unit,62_NA4,,1,,97
s0020,AG_REV,demand_unit,62_NA5,,1,,98
s0020,AG_REV,demand_unit,62_NA6,,4,,99
s0020,AG_REV,demand_unit,63_NA1,,1,,100
s0020,AG_REV,demand_unit,63_NA2,,1,,101
s0020,AG_REV,demand_unit,63_NA3,,3,,102
s0020,AG_REV,demand_unit,63_NA4,,1,,103
s0020,AG_REV,demand_unit,64_NA1,,1,,104
s0020,AG_REV,demand_unit,64_NA2,,1,,105
s0020,AG_REV,demand_unit,64_PA1,,3,,106
s0020,AG_REV,demand_unit,64_PA2,,3,,107
s0020,AG_REV,demand_unit,64_PA3,,3,,108
s0020,AG_REV,demand_unit,64_XA,,2,,109
s0020,AG_REV,demand_unit,71_NA1,,1,,110
s0020,AG_REV,demand_unit,71_NA2,,1,,111
s0020,AG_REV,demand_unit,71_PA1,,4,,112
s0020,AG_REV,demand_unit,71_PA2,,1,,113
s0020,AG_REV,demand_unit,71_PA3,,4,,114
s0020,AG_REV,demand_unit,71_PA4,,1,,115
s0020,AG_REV,demand_unit,71_PA5,,4,,116
s0020,AG_REV,demand_unit,71_PA6,,4,,117
s0020,AG_REV,demand_unit,71_PA7,,1,,118
s0020,AG_REV,demand_unit,71_PA8,,4,,119
s0020,AG_REV,demand_unit,72_NA1,,1,,120
s0020,AG_REV,demand_unit,72_NA2,,1,,121
s0020,AG_REV,demand_unit,72_PA,,1,,122
s0020,AG_REV,demand_unit,72_XA1,,2,,123
s0020,AG_REV,demand_unit,72_XA2,,1,,124
s0020,AG_REV,demand_unit,72_XA3,,2,,125
s0020,AG_REV,demand_unit,73_NA,,1,,126
s0020,AG_REV,demand_unit,73_PA1,,4,,127
s0020,AG_REV,demand_unit,73_PA2,,2,,128
s0020,AG_REV,demand_unit,73_PA3,,4,,129
s0020,AG_REV,demand_unit,73_XA,,2,,130
s0020,AG_REV,demand_unit,90_PA1,,4,,131
s0020,AG_REV,demand_unit,90_PA2,,3,,132
s0021,AG_REV,demand_unit,02_NA,,2,,1
s0021,AG_REV,demand_unit,02_PA,,4,,2
s0021,AG_REV,demand_unit,02_SA,,1,,3
s0021,AG_REV,demand_unit,03_NA,,2,,4
s0021,AG_REV,demand_unit,03_PA,,2,,5
s0021,AG_REV,demand_unit,03_SA,,1,,6
s0021,AG_REV,demand_unit,04_NA,,1,,7
s0021,AG_REV,demand_unit,04_PA1,,4,,8
s0021,AG_REV,demand_unit,04_PA2,,4,,9
s0021,AG_REV,demand_unit,05_NA,,2,,10
s0021,AG_REV,demand_unit,06_NA,,1,,11
s0021,AG_REV,demand_unit,06_PA,,3,,12
s0021,AG_REV,demand_unit,07N_NA,,1,,13
s0021,AG_REV,demand_unit,07N_PA,,3,,14
s0021,AG_REV,demand_unit,07S_NA,,1,,15
s0021,AG_REV,demand_unit,07S_PA,,4,,16
s0021,AG_REV,demand_unit,08N_NA,,1,,17
s0021,AG_REV,demand_unit,08N_PA,,2,,18
s0021,AG_REV,demand_unit,08N_SA1,,1,,19
s0021,AG_REV,demand_unit,08N_SA2,,2,,20
s0021,AG_REV,demand_unit,08S_NA1,,1,,21
s0021,AG_REV,demand_unit,08S_NA2,,1,,22
s0021,AG_REV,demand_unit,08S_PA,,2,,23
s0021,AG_REV,demand_unit,08S_SA1,,1,,24
s0021,AG_REV,demand_unit,08S_SA2,,2,,25
s0021,AG_REV,demand_unit,08S_SA3,,1,,26
s0021,AG_REV,demand_unit,09_NA,,1,,27
s0021,AG_REV,demand_unit,09_SA1,,2,,28
s0021,AG_REV,demand_unit,09_SA2,,1,,29
s0021,AG_REV,demand_unit,10_NA,,3,,30
s0021,AG_REV,demand_unit,11_NA,,1,,31
s0021,AG_REV,demand_unit,11_SA1,,2,,32
s0021,AG_REV,demand_unit,11_SA2,,2,,33
s0021,AG_REV,demand_unit,11_SA3,,2,,34
s0021,AG_REV,demand_unit,11_SA4,,2,,35
s0021,AG_REV,demand_unit,12_NA,,1,,36
s0021,AG_REV,demand_unit,12_SA,,1,,37
s0021,AG_REV,demand_unit,13_NA,,1,,38
s0021,AG_REV,demand_unit,14_NA,,2,,39
s0021,AG_REV,demand_unit,15N_NA1,,1,,40
s0021,AG_REV,demand_unit,15N_NA2,,3,,41
s0021,AG_REV,demand_unit,15N_SA,,1,,42
s0021,AG_REV,demand_unit,15S_NA1,,1,,43
s0021,AG_REV,demand_unit,15S_NA2,,3,,44
s0021,AG_REV,demand_unit,15S_SA,,1,,45
s0021,AG_REV,demand_unit,16_NA1,,1,,46
s0021,AG_REV,demand_unit,16_NA2,,1,,47
s0021,AG_REV,demand_unit,16_PA,,4,,48
s0021,AG_REV,demand_unit,16_SA,,2,,49
s0021,AG_REV,demand_unit,17N_NA,,1,,50
s0021,AG_REV,demand_unit,17S_NA,,1,,51
s0021,AG_REV,demand_unit,17S_SA,,1,,52
s0021,AG_REV,demand_unit,18_NA,,1,,53
s0021,AG_REV,demand_unit,18_SA,,1,,54
s0021,AG_REV,demand_unit,19_SA,,2,,55
s0021,AG_REV,demand_unit,20_NA1,,2,,56
s0021,AG_REV,demand_unit,20_NA2,,1,,57
s0021,AG_REV,demand_unit,20_PA,,1,,58
s0021,AG_REV,demand_unit,21_NA,,1,,59
s0021,AG_REV,demand_unit,21_PA,,3,,60
s0021,AG_REV,demand_unit,21_SA,,1,,61
s0021,AG_REV,demand_unit,22_NA,,1,,62
s0021,AG_REV,demand_unit,22_SA1,,1,,63
s0021,AG_REV,demand_unit,22_SA2,,1,,64
s0021,AG_REV,demand_unit,23_NA,,2,,65
s0021,AG_REV,demand_unit,24_NA1,,2,,66
s0021,AG_REV,demand_unit,24_NA2,,1,,67
s0021,AG_REV,demand_unit,24_NA3,,2,,68
s0021,AG_REV,demand_unit,25_NA,,1,,69
s0021,AG_REV,demand_unit,25_PA1,,2,,70
s0021,AG_REV,demand_unit,25_PA2,,2,,71
s0021,AG_REV,demand_unit,26N_NA,,1,,72
s0021,AG_REV,demand_unit,26S_NA,,1,,73
s0021,AG_REV,demand_unit,50_PA1,,3,,74
s0021,AG_REV,demand_unit,50_PA2,,1,,75
s0021,AG_REV,demand_unit,60N_NA1,,2,,76
s0021,AG_REV,demand_unit,60N_NA2,,1,,77
s0021,AG_REV,demand_unit,60N_NA3,,2,,78
s0021,AG_REV,demand_unit,60N_NA4,,2,,79
s0021,AG_REV,demand_unit,60N_NA5,,1,,80
s0021,AG_REV,demand_unit,60S_NA1,,1,,81
s0021,AG_REV,demand_unit,60S_NA2,,1,,82
s0021,AG_REV,demand_unit,60S_PA1,,2,,83
s0021,AG_REV,demand_unit,60S_PA2,,3,,84
s0021,AG_REV,demand_unit,61_NA1,,1,,85
s0021,AG_REV,demand_unit,61_NA2,,2,,86
s0021,AG_REV,demand_unit,61_NA3,,1,,87
s0021,AG_REV,demand_unit,61_NA4,,1,,88
s0021,AG_REV,demand_unit,61_NA5,,1,,89
s0021,AG_REV,demand_unit,61_NA6,,1,,90
s0021,AG_REV,demand_unit,61_PA1,,2,,91
s0021,AG_REV,demand_unit,61_PA2,,2,,92
s0021,AG_REV,demand_unit,61_PA3,,2,,93
s0021,AG_REV,demand_unit,62_NA1,,1,,94
s0021,AG_REV,demand_unit,62_NA2,,1,,95
s0021,AG_REV,demand_unit,62_NA3,,2,,96
s0021,AG_REV,demand_unit,62_NA4,,1,,97
s0021,AG_REV,demand_unit,62_NA5,,1,,98
s0021,AG_REV,demand_unit,62_NA6,,4,,99
s0021,AG_REV,demand_unit,63_NA1,,1,,100
s0021,AG_REV,demand_unit,63_NA2,,1,,101
s0021,AG_REV,demand_unit,63_NA3,,3,,102
s0021,AG_REV,demand_unit,63_NA4,,1,,103
s0021,AG_REV,demand_unit,64_NA1,,1,,104
s0021,AG_REV,demand_unit,64_NA2,,1,,105
s0021,AG_REV,demand_unit,64_PA1,,3,,106
s0021,AG_REV,demand_unit,64_PA2,,3,,107
s0021,AG_REV,demand_unit,64_PA3,,3,,108
s0021,AG_REV,demand_unit,64_XA,,2,,109
s0021,AG_REV,demand_unit,71_NA1,,1,,110
s0021,AG_REV,demand_unit,71_NA2,,1,,111
s0021,AG_REV,demand_unit,71_PA1,,4,,112
s0021,AG_REV,demand_unit,71_PA2,,1,,113
s0021,AG_REV,demand_unit,71_PA3,,4,,114
s0021,AG_REV,demand_unit,71_PA4,,1,,115
s0021,AG_REV,demand_unit,71_PA5,,4,,116
s0021,AG_REV,demand_unit,71_PA6,,4,,117
s0021,AG_REV,demand_unit,71_PA7,,1,,118
s0021,AG_REV,demand_unit,71_PA8,,4,,119
s0021,AG_REV,demand_unit,72_NA1,,1,,120
s0021,AG_REV,demand_unit,72_NA2,,1,,121
s0021,AG_REV,demand_unit,72_PA,,1,,122
s0021,AG_REV,demand_unit,72_XA1,,1,,123
s0021,AG_REV,demand_unit,72_XA2,,1,,124
s0021,AG_REV,demand_unit,72_XA3,,2,,125
s0021,AG_REV,demand_unit,73_NA,,1,,126
s0021,AG_REV,demand_unit,73_PA1,,4,,127
s0021,AG_REV,demand_unit,73_PA2,,2,,128
s0021,AG_REV,demand_unit,73_PA3,,4,,129
s0021,AG_REV,demand_unit,73_XA,,2,,130
s0021,AG_REV,demand_unit,90_PA1,,4,,131
s0021,AG_REV,demand_unit,90_PA2,,3,,132
