scenario,WBA2,WBA3,WBA4,WBA5,WBA6,WBA7N,WBA7S,WBA8N,WBA8S,WBA9,WBA10,WBA11,WBA12,WBA13,WBA14,WBA15N,WBA15S,WBA16,WBA17N,WBA17S,WBA18,WBA19,WBA20,WBA21,WBA22,WBA23,WBA24,WBA25,WBA26N,WBA26S,WBA50,WBA60N,WBA60S,WBA61,WBA62,WBA63,WBA64,WBA71,WBA72,WBA73,WBA90,DETAW
s0114,3.017176039,1.702685802,2.27386901,2.074267994,2.948630817,3.361509109,2.820455028,2.3237349,2.453306062,1.527941406,1.89387373,1.496769942,2.432615817,2.266442797,2.706835252,2.772200228,3.485390297,3.000128887,1.500296844,1.50007274,1.500177382,3.055620953,1.497607337,1.500021195,3.134031095,3.680000991,4.999,2.311921925,3.264049527,3.441401236,3.047473659,4.999,3.783930964,3.178728714,4.999,4.999,4.999,3.030962641,3.682448993,3.879608962,4.999,3.672707108
s0115,3.026475292,1.73379119,2.23910858,2.127442045,2.778338294,2.975818977,2.87583305,2.354933842,2.451549927,1.501067682,1.921768561,1.491226074,2.333344579,2.238163564,2.528695155,2.535885044,3.605181277,1.500060213,1.529682203,1.500211209,1.500480071,3.053960132,1.445919473,1.500017515,3.194637582,3.909094713,4.999,1.959087342,3.549402764,3.435921985,3.033761873,3.948158843,3.406336779,3.128677443,4.999,4.999,4.999,3.063997932,4.999,4.999,4.999,3.397627712
s0117,3.023356105,1.702219361,2.325725417,2.342065505,3.026334895,4.999,2.77933556,2.914868029,2.551363672,2.490074725,2.138601706,2.388565,2.827066477,3.006009816,2.804475876,2.864188012,3.718121229,3.019876433,2.443892767,3.021507593,3.015894379,3.071725071,1.331642776,1.500014286,3.164672958,3.969755399,4.999,2.688491805,3.398455233,3.288293345,3.01201757,3.811529389,3.388218505,3.06906558,4.999,4.999,4.999,3.035005626,4.999,4.999,4.999,3.386397591
s0118,3.038667515,1.746264095,2.29530329,2.211348373,3.023212168,4.999,3.210084458,2.937696179,2.939464996,1.47936643,1.905042231,1.520989404,2.410992185,2.312658993,2.602801947,2.613731923,3.664619922,3.000754174,1.503124449,1.500266873,1.500857495,3.061225683,1.516439531,3.000153966,3.166629325,3.974732941,4.999,2.040456269,3.423613948,3.254057371,3.193654973,3.939192771,3.652743366,3.171080912,4.999,4.999,4.999,3.133406021,4.999,4.999,4.999,3.610018812
s0119,3.045746477,1.824742323,2.286438425,2.410186487,3.019888788,4.999,3.083906703,2.718635524,2.725297527,1.979368982,2.553907145,2.445563111,2.797936024,2.810722526,2.836331058,2.866185914,3.675628435,3.020836335,2.527057849,3.00371323,1.500238845,3.078960597,1.418923836,1.500003923,3.188117203,4.999,4.999,2.178083205,3.501643562,3.505169846,3.205195672,4.999,3.920966463,3.269557075,4.999,4.999,4.999,3.135258082,4.999,4.999,4.999,3.856066725
s0120,3.039395694,1.743504955,2.295886825,2.195048936,3.024106702,4.999,3.213430315,2.904554489,2.96430642,1.472886128,1.902292422,1.515854469,2.403424487,2.303031335,2.595732031,2.600812977,3.658206357,3.000413686,1.497734709,1.500255057,1.500825281,3.061285408,1.486219407,3.000053641,3.164225622,3.973397026,4.999,1.994986612,3.421742465,3.257538784,3.194455342,3.942864162,3.654429923,3.172590318,4.999,4.999,4.999,3.13252998,4.999,4.999,4.999,3.6117935
s0121,3.020744326,1.702207664,2.343772229,2.328801834,3.045193428,4.999,2.930245935,2.696267173,2.507916255,1.521129288,2.00271944,1.503242639,2.38499979,2.239078031,2.606592658,2.625759705,3.58307534,1.500074628,1.524824314,1.500213289,1.500405948,3.050090503,1.317473471,1.500038192,3.175326047,3.870973062,4.999,2.364303591,3.51833802,3.486119443,3.027622399,4.999,3.466005136,3.126387838,4.999,4.999,4.999,3.053346568,4.999,4.999,4.999,3.516228905
s0123,3.020249708,1.6992913,2.344283659,2.300306358,3.045109434,4.999,2.921867916,2.69463394,2.505318987,1.498404565,1.986748519,1.495063473,2.350557633,2.199654643,2.574853894,2.590361117,3.573806154,1.500081987,1.516022428,1.500229599,1.500433472,3.048586375,1.309071969,1.500045011,3.174828446,3.869826768,4.999,2.366296921,3.519616309,3.486053919,3.028290958,4.999,3.466011204,3.126671623,4.999,4.999,4.999,3.05573869,4.999,4.999,4.999,3.519686247
s0124,1.502549845,3.416648601,3.392583282,3.184293409,3.003380518,4.999,3.057319761,2.103371405,4.999,3.683629246,4.999,4.999,4.999,4.999,4.999,4.999,1.573661251,1.500697511,3.678011153,4.999,3.237723294,4.999,2.915582745,3.00749129,3.079262272,3.057174149,3.001349599,3.005504209,3.005140874,2.951939804,3.072198334,3.007054369,3.082156732,4.999,4.999,4.999,4.999,1.545190135,2.99945955,3.005570693,3.017679797,3.01288119
s0125,1.502694327,3.283291687,3.028654813,3.064121489,2.826941165,3.800006354,3.009634699,1.525235879,4.999,3.330349965,4.999,4.999,4.999,4.999,4.999,4.999,1.573897843,1.50073543,3.488495622,4.999,3.236716764,4.999,2.885076092,3.004133079,3.007280256,3.019621487,1.500000738,3.003002014,3.000860633,2.876963867,3.065715772,3.005978075,3.078972553,4.999,4.999,4.999,4.999,1.541756923,2.999396652,3.004099886,3.017178435,3.002240626
s0126,1.502660997,3.299831603,3.074033994,3.106863108,2.884354679,3.882895438,3.015469062,1.55269009,4.999,3.39076522,4.999,4.999,4.999,4.999,4.999,4.999,1.573878027,1.500724308,3.510875453,4.999,3.23666982,4.999,2.88957134,3.004561519,3.015038586,3.032285709,3.000321288,3.003464241,3.00132511,2.883994499,3.066890543,3.006080644,3.079545927,4.999,4.999,4.999,4.999,1.542035904,2.999411477,3.004261067,3.017297069,3.003919187
s0127,1.502672782,3.310642999,3.112785837,3.201001741,2.982140815,4.999,3.040826149,1.588012556,4.999,3.423140894,4.999,4.999,4.999,4.999,4.999,4.999,1.573760333,1.500722701,3.521433171,4.999,3.23729514,4.999,2.89404943,3.004768058,3.020546475,3.060559437,3.001302044,3.004604467,3.003390361,2.893716164,3.067144121,3.006259535,3.079536179,4.999,4.999,4.999,4.999,1.543632771,2.999409309,3.004354243,3.017322845,3.004943107
s0128,3.029661563,1.714956046,2.252644353,2.152297131,2.850632289,3.683495135,3.020483951,2.536807731,2.544004807,1.381636066,1.817767123,1.392851798,2.10160654,2.033264538,2.311852156,2.32708421,3.573855244,1.500172064,1.398744935,1.50061222,1.501285379,1.500604596,1.448167343,1.50004389,3.147832756,3.85528904,4.999,2.126865682,3.504480481,3.382030637,3.045354884,3.953964187,3.425800569,3.133600233,4.999,4.999,4.999,3.061162688,4.999,4.999,4.999,3.43028833
s0129,3.023513448,1.704272327,2.342184183,2.303950684,3.044100403,4.999,2.907703177,2.699580008,2.497200359,1.525902358,1.94551412,1.479357528,2.395979622,2.264637449,2.621333916,2.652923316,3.581024838,1.500057554,1.499784585,1.50019601,1.500386538,3.051611611,1.276331075,1.500047917,3.178751569,3.870890425,4.999,2.209571804,3.527320405,3.522249537,3.030416534,4.999,3.469749759,3.127687986,4.999,4.999,4.999,3.05990703,4.999,4.999,4.999,3.540455145
s0130,3.042227755,1.780335427,2.403381401,2.72513992,3.089717154,4.999,3.126556319,3.023801432,2.895464644,2.254457851,2.611886217,2.472578763,2.930786329,2.898619881,3.000801376,3.01193097,3.785431702,3.02084349,2.560596162,3.006094507,1.50014313,3.077653675,1.250691072,1.500026462,3.165711347,4.999,4.999,2.420404184,3.452058176,3.571820636,3.156144759,4.999,3.928142888,3.226062344,4.999,4.999,4.999,3.101976449,4.999,4.999,4.999,3.931355852
s0131,3.02277719,1.740805002,2.243900143,2.200337425,2.876718432,3.284374701,2.96179106,2.546868883,2.592160621,1.500815747,2.026847428,1.516457208,2.28398678,2.344984778,2.316708831,2.132785216,3.846822662,1.500121049,1.553533312,1.500339853,1.500706308,3.006946747,1.533428513,1.500011992,3.186436683,4.999,4.999,2.012420793,3.514569903,3.152006653,3.045908351,3.681981569,3.39096657,3.12038139,4.999,4.999,4.999,3.084742964,4.999,4.999,4.999,3.246130108
