id,du_urban_group_id,du_id,display_order,is_active,created_at,created_by,updated_at,updated_by
73,7,02_SU,2,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
74,7,03_PU1,3,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
75,7,03_PU2,4,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
76,7,03_SU,5,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
77,7,11_NU1,6,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
78,7,12_NU1,7,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
79,7,13_NU1,8,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
80,7,16_PU,9,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
81,7,20_NU1,10,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
82,7,21_PU,11,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
83,7,24_NU1,12,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
84,7,24_NU2,13,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
85,7,24_NU3,14,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
86,7,25_PU,15,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
87,7,26N_NU1,16,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
88,7,26N_NU2,17,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
89,7,26N_NU3,18,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
90,7,26N_PU1,19,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
91,7,26N_PU2,20,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
92,7,26N_PU3,21,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
93,7,26S_NU1,22,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
94,7,26S_NU3,23,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
95,7,26S_PU1,24,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
96,7,26S_PU2,25,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
97,7,26S_PU4,26,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
98,7,26S_PU5,27,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
99,7,26S_PU6,28,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
100,7,50_PU,29,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
101,7,60N_NU1,30,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
102,7,60N_NU2,31,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
103,7,60S_NU1,32,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
104,7,61_NU2,33,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
105,7,62_NU,34,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
106,7,90_PU,35,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
107,7,ELDID_NU1,36,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
108,7,ELDID_NU2,37,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
109,7,ELDID_NU3,38,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
110,7,GDPUD_NU,39,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
111,7,PCWA3,40,True,2026-02-04 01:55:29.048834+00:00,2,2026-03-14 22:18:34.503785+00:00,2
112,8,71_NU,1,True,2026-02-04 01:55:29.053216+00:00,2,2026-03-14 22:18:34.503785+00:00,2
113,8,72_NU,2,True,2026-02-04 01:55:29.053216+00:00,2,2026-03-14 22:18:34.503785+00:00,2
114,8,72_PU,3,True,2026-02-04 01:55:29.053216+00:00,2,2026-03-14 22:18:34.503785+00:00,2
115,9,CSB038,1,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
116,9,CSB103,2,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
117,9,CSTIC,3,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
118,9,ESB324,4,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
119,9,ESB347,5,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
120,9,ESB414,6,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
121,9,ESB415,7,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
122,9,ESB420,8,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
123,9,SBA029,9,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
124,9,SBA036,10,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
125,9,SCVWD,11,True,2026-02-04 01:55:29.055182+00:00,2,2026-03-14 22:18:34.503785+00:00,2
126,10,AMADR,1,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
127,10,AMCYN,2,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
128,10,ANTOC,3,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
129,10,BNCIA,4,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
130,10,CCWD,5,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
131,10,FRFLD,6,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
132,10,GRSVL,7,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
133,10,MWD,8,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
134,10,NAPA,9,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
135,10,NAPA2,10,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
136,10,PLMAS,11,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
137,10,SUISN,12,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
138,10,TVAFB,13,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
139,10,VLLJO,14,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
140,10,WLDWD,15,True,2026-02-04 01:55:29.057324+00:00,2,2026-03-14 22:18:34.503785+00:00,2
141,11,JLIND,1,True,2026-02-04 01:55:29.059564+00:00,2,2026-03-14 22:18:34.503785+00:00,2
142,11,UPANG,2,True,2026-02-04 01:55:29.059564+00:00,2,2026-03-14 22:18:34.503785+00:00,2
