id,du_id,wba_id,hydrologic_region,dups,du_class,cs3_type,total_acres,polygon_count,community_agency,gw,sw,point_of_diversion,source,model_source,has_gis_data,primary_contractor_short_code,is_active,created_at,created_by,updated_at,updated_by,hydrologic_region_id,model_source_id
239,72_PU1,72,TULARE,0,Urban,PU,,1,Cross Valley/Tulare Lake Area Project Urban 1,1,1,"Cross Valley Canal, Arvin-Edison Canal",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
240,50_PA1,50,SJR,0,Agricultural,PA,,1,San Joaquin Exchange Contractors Area 1,1,1,"Delta-Mendota Canal, San Joaquin River",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
241,50_PA2,50,SJR,0,Agricultural,PA,,1,San Joaquin Exchange Contractors Area 2,1,1,California Aqueduct,,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
242,60N_PA,60N,SJR,0,Agricultural,PA,,1,Mokelumne River Area Project Agricultural,1,1,,,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
243,60S_PA,60S,SJR,0,Agricultural,PA,,1,Calaveras/Stanislaus Area Project Agricultural,1,1,"Calaveras River, Littlejohns Creek",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
244,61_PA,61,SJR,0,Agricultural,PA,,1,Tuolumne/Merced Area Project Agricultural,1,1,"Oakdale Irrigation, Woodward Reservoir",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
245,63_PA,63,SJR,0,Agricultural,PA,,1,Upper San Joaquin Area Project Agricultural,1,1,,,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
246,63_PR,63,SJR,0,Refuge,PR,,1,Upper San Joaquin Area Project Refuge (Wildlife),0,1,"Deadman Creek, Eastside Bypass",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
247,64_PA,64,TULARE,0,Agricultural,PA,,1,"Fresno/Kings Area Project Agricultural (Westlands, etc.)",1,1,"San Luis Canal, Mendota Pool, Fresno Slough",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
248,65_PA,65,TULARE,0,Agricultural,PA,,1,Kaweah/Tule Area Project Agricultural,1,1,,,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
249,70_PA,70,TULARE,0,Agricultural,PA,,1,Kern County Area Project Agricultural,1,1,,,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
250,71_PA,71,TULARE,0,Agricultural,PA,,1,Delta-Mendota Canal Area Project Agricultural,1,1,"Delta-Mendota Canal, California Aqueduct",,calsim3,False,,True,2026-02-04 11:23:31.854544+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
