id,du_id,wba_id,hydrologic_region,dups,du_class,cs3_type,total_acres,polygon_count,source,model_source,agency,provider,gw,sw,point_of_diversion,diversion_arc,river_reach,river_mile_start,river_mile_end,bank,area_acres,annual_diversion_taf,demand_unit,table_id,has_gis_data,is_active,created_at,created_by,updated_at,updated_by,hydrologic_region_id,model_source_id
87,60N_NA3,60N,SJR,-1,Agriculture,,48921.78,2,"geopackage,calsim_report",calsim3,North San Joaquin WCD,,True,True,Mokelumne River,,,,,,,,60N_NA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
88,60N_NA4,60N,SJR,-1,Agriculture,,28215.15,36,"geopackage,calsim_report",calsim3,"Woodbridge ID, Woodbridge Users Association",,True,True,Mokelumne River,,,,,,,,60N_NA4,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
89,60N_NA5,60N,SJR,-1,Agriculture,,274532.29,13,"geopackage,calsim_report",calsim3,"Non-district, riparian diverters",,True,True,,,,,,,,,60N_NA5,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
90,60S_NA1,60S,SJR,-1,Agriculture,,48371.01,2,"geopackage,calsim_report",calsim3,Non-district east,,True,False,,,,,,,,,60S_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
91,60S_NA2,60S,SJR,-1,Agriculture,,8773.26,1,"geopackage,calsim_report",calsim3,Non-district west,,True,False,,,,,,,,,60S_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
92,60S_PA1,60S,SJR,-1,Agriculture,PA,82910.22,15,"geopackage,calsim_report",calsim3,Stockton East WD CVP,Reclamation,True,True,"Calaveras River, Stanislaus River at Goodwin Dam",,,,,,,,60S_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
93,60S_PA2,60S,SJR,-1,Agriculture,PA,65971.92,1,"geopackage,calsim_report",calsim3,Central San Joaquin WCD,CVP,True,True,"Stanislaus River at Goodwin Dam, Littlejohns Creek",,,,,,,,60S_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
94,61_NA1,61,SJR,-1,Agriculture,,104564.41,8,"geopackage,calsim_report",calsim3,Non-district east,,True,False,,,,,,,,,61_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
95,61_NA2,61,SJR,-1,Agriculture,,77905.82,3,"geopackage,calsim_report",calsim3,Modesto ID,,True,True,Modesto Reservoir Stanislaus River at Goodwin Dam,,,,,,,,61_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
96,61_NA3,61,SJR,-1,Agriculture,,3830.27,8,"geopackage,calsim_report",calsim3,"Non-district, Tuolumne River riparian right bank diverters",,True,True,Tuolumne River,,,,,,,,61_NA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
97,61_NA4,61,SJR,-1,Agriculture,,7815.18,5,"geopackage,calsim_report",calsim3,"Non-district, Stanislaus River riparian diverters",,True,True,Stanislaus River,,,,,,,,61_NA4,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
98,61_NA5,61,SJR,-1,Agriculture,,6942.59,1,"geopackage,calsim_report",calsim3,"Non-district, San Joaquin River riparian diverters between Tuolumne and Stanislaus rivers",,True,True,"San Joaquin River, Modesto ID and Oakdale ID South return flows",,,,,,,,61_NA5,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
99,61_NA6,61,SJR,-1,Agriculture,,12448.29,3,"geopackage,calsim_report",calsim3,"Non-district, San Joaquin River riparian diverters downstream from Stanislaus River confluence",,True,True,San Joaquin River,,,,,,,,61_NA6,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
100,61_PA1,61,SJR,-1,Agriculture,PA,29116.53,1,"geopackage,calsim_report",calsim3,Oakdale ID north,CVP,True,True,Stanislaus River at Goodwin Diversion Dam,,,,,,,,61_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
101,61_PA2,61,SJR,-1,Agriculture,PA,41111.41,3,"geopackage,calsim_report",calsim3,Oakdale ID south,CVP,True,True,Stanislaus River at Goodwin Diversion Dam,,,,,,,,61_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
102,61_PA3,61,SJR,-1,Agriculture,PA,61745.65,4,"geopackage,calsim_report",calsim3,South San Joaquin ID,CVP,True,True,Stanislaus River at Goodwin Diversion Dam,,,,,,,,61_PA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
103,62_NA1,62,SJR,-1,Agriculture,,137203.18,2,"geopackage,calsim_report",calsim3,Non-district east,,True,False,,,,,,,,,62_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
104,62_NA2,62,SJR,-1,Agriculture,,3140.59,5,"geopackage,calsim_report",calsim3,"Non-district, Merced River riparian right bank diverters",,True,True,Merced River,,,,,,,,62_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
105,62_NA3,62,SJR,-1,Agriculture,,170770.24,18,"geopackage,calsim_report",calsim3,Turlock ID,,True,True,Tuolumne River at La Grange Dam,,,,,,,,62_NA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
106,62_NA4,62,SJR,-1,Agriculture,,3442.86,3,"geopackage,calsim_report",calsim3,"Non-district, Tuolumne River riparian left bank diverters",,True,True,Tuolumne River,,,,,,,,62_NA4,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
107,62_NA5,62,SJR,-1,Agriculture,,12227.44,7,"geopackage,calsim_report",calsim3,"Non-district, San Joaquin River riparian diverters between Merced and Tuolumne rivers",,True,True,San Joaquin River,,,,,,,,62_NA5,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
108,62_NA6,62,SJR,-1,Agriculture,,5415.61,4,"geopackage,calsim_report",calsim3,"Merced ID (3.5% of total, north of Merced River)",,True,True,Merced River at Crocker-Huffman Dam,,,,,,,,62_NA6,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
109,63_NA1,63,SJR,-1,Agriculture,,157412.67,1,"geopackage,calsim_report",calsim3,Non-district east,,True,False,,,,,,,,,63_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
110,63_NA2,63,SJR,-1,Agriculture,,4808.61,1,"geopackage,calsim_report",calsim3,"Non-district, Merced riparian left bank diverters",,True,True,Merced River,,,,,,,,63_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
111,63_NA3,63,SJR,-1,Agriculture,,131834.06,20,"geopackage,calsim_report",calsim3,"Merced ID (96.5% of total, south of Merced River)",,True,True,Merced River at Crocker-Huffman Dam,,,,,,,,63_NA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
112,63_NA4,63,SJR,-1,Agriculture,,189599.21,5,"geopackage,calsim_report",calsim3,"Non-district West, Plainsburg ID, La Grande-Athlone WD, Turner Island WD, Stevinson WD, Merced River riparian diverters",,True,True,"San Joaquin River, Merced River",,,,,,,,63_NA4,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
113,63_NA5,,SJR,,Agriculture,,,0,calsim_report,calsim3,El Nido ID,Merced ID,True,True,"Merced River, Deadman Creek",,,,,,,,63_NA5,,False,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
114,64_NA1,64,SJR,-1,Agriculture,,154854.41,25,"geopackage,calsim_report",calsim3,Non-district east,,True,False,,,,,,,,,64_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
115,64_NA2,64,SJR,-1,Agriculture,,135076.93,2,"geopackage,calsim_report",calsim3,Non-district west,,True,True,"San Joaquin at Gravelly Ford, Fresno River, Chowchilla WD and Madera ID return flows",,,,,,,,64_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
116,64_PA1,64,SJR,-1,Agriculture,PA,122882.43,19,"geopackage,calsim_report",calsim3,"Madera ID, Madera WD",CVP,True,True,"Madera Canal, Fresno River",,,,,,,,64_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
117,64_PA2,64,SJR,-1,Agriculture,PA,82661.44,6,"geopackage,calsim_report",calsim3,Chowchilla WD,CVP,True,True,"Madera Canal, Chowchilla River",,,,,,,,64_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
118,64_PA3,64,SJR,-1,Agriculture,PA,17393.64,2,"geopackage,calsim_report",calsim3,"Gravelly Ford WD, Root Creek WD",CVP,True,True,"San Joaquin at Gravelly Ford, Madera Canal",,,,,,,,64_PA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
119,64_XA,64,SJR,-1,Agriculture,XA,15869.45,1,"geopackage,calsim_report",calsim3,Columbia Canal Company,CVP,True,True,Mendota Pool,,,,,,,,64_XA,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
120,71_NA1,71,SJR,-1,Agriculture,,9336.15,1,"geopackage,calsim_report",calsim3,Non-district San Joaquin River riparian diverters (Orestimba Creek to Del Puerto Creek),,True,True,San Joaquin River,,,,,,,,71_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
121,71_NA2,71,SJR,-1,Agriculture,,17195.07,5,"geopackage,calsim_report",calsim3,El Solyo WD and non-district San Joaquin River riparian diverters (Del Puerto Creek to Vernalis),,True,True,San Joaquin River,,,,,,,,71_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
122,71_NA3,71,SJR,-1,Agriculture,,39772.63,130,"geopackage,calsim_report",calsim3,Non-district,,True,False,,,,,,,,,71_NA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
123,71_PA1,71,SJR,-1,Agriculture,PA,13240.47,1,"geopackage,calsim_report",calsim3,Hospital WD,CVP,True,True,Delta-Mendota Canal,,,,,,,,71_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
124,71_PA2,71,SJR,-1,Agriculture,PA,22126.00,2,"geopackage,calsim_report",calsim3,West Stanislaus ID,CVP,True,True,Delta-Mendota Canal,,,,,,,,71_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
125,71_PA3,71,SJR,-1,Agriculture,PA,3183.97,1,"geopackage,calsim_report",calsim3,Kern Cañon WD,CVP,True,True,Delta-Mendota Canal,,,,,,,,71_PA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
126,71_PA4,71,SJR,-1,Agriculture,PA,13778.49,1,"geopackage,calsim_report",calsim3,Patterson ID,CVP,True,True,"Delta-Mendota Canal, San Joaquin River",,,,,,,,71_PA4,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
127,71_PA5,71,SJR,-1,Agriculture,PA,20759.83,7,"geopackage,calsim_report",calsim3,"Del Puerto WD, Salado WD, Orestimba WD, Sunflower WD",CVP,True,True,Delta-Mendota Canal,,,,,,,,71_PA5,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
128,71_PA6,71,SJR,-1,Agriculture,PA,18281.06,11,"geopackage,calsim_report",calsim3,"Davis WD, Foothill WD, Mustang WD, Quinto WD, Romero WD, Centinella WD",CVP,True,True,Delta-Mendota Canal,,,,,,,,71_PA6,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
129,71_PA7,71,SJR,-1,Agriculture,PA,4716.10,3,"geopackage,calsim_report",calsim3,Oak Flat WD,SWP,True,True,California Aqueduct,,,,,,,,71_PA7,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
130,71_PA8,71,SJR,-1,Agriculture,PA,6913.57,9,"geopackage,calsim_report",calsim3,Byron-Bethany ID (area which was formerly Plainview ID),CVP,True,True,"Clifton Court, Delta-Mendota Canal",,,,,,,,71_PA8,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
131,72_NA1,72,SJR,-1,Agriculture,,3092.55,1,"geopackage,calsim_report",calsim3,Non-district San Joaquin River riparian diverters (Mud Slough to Orestimba Creek),,True,True,San Joaquin River,,,,,,,,72_NA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
132,72_NA2,72,SJR,-1,Agriculture,,54586.49,300,"geopackage,calsim_report",calsim3,Non-district,,True,False,,,,,,,,,72_NA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
133,72_PA,72,SJR,-1,Agriculture,PA,461.41,1,"geopackage,calsim_report",calsim3,Laguna WD,CVP,True,True,Central California ID Main Canal,,,,,,,,72_PA,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
134,72_XA1,72,SJR,-1,Agriculture,XA,47075.91,2,"geopackage,calsim_report",calsim3,San Luis Canal Company,CVP,True,True,"Delta-Mendota Canal, San Joaquin River at Sack Dam",,,,,,,,72_XA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
135,72_XA2,72,SJR,-1,Agriculture,XA,70548.24,16,"geopackage,calsim_report",calsim3,Central California ID south,CVP,True,True,Delta-Mendota Canal and Mendota Pool,,,,,,,,72_XA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
136,72_XA3,72,SJR,-1,Agriculture,XA,78563.57,26,"geopackage,calsim_report",calsim3,Central California ID north,CVP,True,True,Delta-Mendota Canal,,,,,,,,72_XA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
137,73_NA,73,SJR,-1,Agriculture,,22443.21,119,"geopackage,calsim_report",calsim3,Non-district,,True,False,,,,,,,,,73_NA,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
138,73_PA1,73,SJR,-1,Agriculture,PA,31908.46,3,"geopackage,calsim_report",calsim3,San Luis WD north,CVP,True,True,"California Aqueduct, Delta-Mendota Canal",,,,,,,,73_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
139,73_PA2,73,SJR,-1,Agriculture,PA,16631.07,7,"geopackage,calsim_report",calsim3,"Eagle Field WD, Mercy Springs WD, Oro Loma WD",CVP,True,True,Delta-Mendota Canal,,,,,,,,73_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
140,73_PA3,73,SJR,-1,Agriculture,PA,78736.14,4,"geopackage,calsim_report",calsim3,Pacheco WD,CVP,True,True,"Delta-Mendota Canal Panoche WD CVP • • California Aqueduct, Delta-Mendota Canal San Luis WD south CVP • • California Aqueduct",,,,,,,,73_PA3,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
141,73_XA,73,SJR,-1,Agriculture,XA,23731.00,3,"geopackage,calsim_report",calsim3,Firebaugh Canal WD,CVP,True,True,"Delta-Mendota Canal, Mendota Pool",,,,,,,,73_XA,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
142,90_PA1,90,TULARE,-1,Agriculture,PA,376736.32,1,"geopackage,calsim_report",calsim3,"Westlands WD Priority Area I, DD No. 2",CVP,True,True,California Aqueduct,,,,,,,,90_PA1,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
143,90_PA2,90,TULARE,-1,Agriculture,PA,228094.05,29,"geopackage,calsim_report",calsim3,"Westlands WD Priority Area II, DD No. 1, No. 3",CVP,True,True,"California Aqueduct, Coalinga Canal",,,,,,,,90_PA2,,True,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,4,1
144,91_PA,,SJR,,Agriculture,,,0,calsim_report,calsim3,"Coelho Family Trust, Fresno Slough WD, James ID, RD 1606, Tranquility ID, Tranquility PUD",CVP,True,True,Mendota Pool,,,,,,,,91_PA,,False,True,2026-02-05 02:38:52.517047+00:00,2,2026-03-14 22:18:34.503785+00:00,2,2,1
