short_code,network_id,riv_mi,c2vsim_gw,c2vsim_sw,nrest_gage,strm_code,rm_ii,model_source_id,source_id,network_version_id,is_active
CLV023,658,23.0,562,163,,CLV,23.0,1,4,12,True
CLV026,659,26.14,,,11310100,CLV,26.0,1,4,12,True
CLV028,660,28.0,563,162,,CLV,28.0,1,4,12,True
CLV035,661,35.0,564,161,,CLV,35.0,1,4,12,True
CLV037,662,37.1,,,11309500,CLV,37.0,1,4,12,True
CLV043,663,43.43,,,,CLV,43.0,1,4,12,True
CLV044,664,43.8699999999999,,,11308900,CLV,44.0,1,4,12,True
CMBIE,665,36.86, , , ,BRR,37.0,1,4,12,True
CMCHE,666,58.2199999999999,516,175,11323500,,0.0,1,4,12,True
CMN005,667,4.97,,,,CMN,5.0,1,4,12,True
CMN006,668,5.285,,,11441895,CMN,6.0,1,4,12,True
CMP001,669,0.2,,,11333000,NFC,1.0,1,4,12,True
CMP005,670,5.29,,,,CMP,5.0,1,4,12,True
CMP014,671,13.9,,,,CMP,14.0,1,4,12,True
CMPFW,672,18.0,334,357, , ,0.0,1,4,12,True
CMT000,673,0.0, , ,11409350,CMT,0.0,1,4,12,True
COL001,674,1.0,,,11314500,COL,1.0,1,4,12,True
COL002,675,2.0,,,11315030,COL,2.0,1,4,12,True
COL003,676,3.0,,,11315000,COL,3.0,1,4,12,True
COT033,677,33.0,,,,COT,33.0,1,4,12,True
COW003,678,3.0,017,213,11374000,COW,3.0,1,4,12,True
COW007,679,7.48,011,212,11373500,COW,7.0,1,4,12,True
COW014,680,14.0,012,211,11372200,COW,14.0,1,4,12,True
CPC008,681,8.05,,,,CPC,8.0,1,4,12,True
CRB002,687,2.0,,,11401050,CRB,2.0,1,4,12,True
CRC002,688,2.41, , , ,CRC,2.0,1,4,12,True
CRK005,689,0.0, , , ,CRK,0.0,1,4,12,True
CSD014,697,14.4499999999999,,,,CSD,14.0,1,4,12,True
CSL004,698,4.0,,,,,4.0,1,4,12,True
CSL005,699,4.63, , , ,CSL,5.0,1,4,12,True
CSM001,700,1.0,,,,CSM,1.0,1,4,12,True
CSM005,701,5.0,466,193,11336070,CSM,5.0,1,4,12,True
CSM011,702,10.9499999999999,454,192,11336000,CSM,11.0,1,4,12,True
CSM016,703,16.0,439,191,,CSM,16.0,1,4,12,True
CSM021,704,21.0,425,190,,CSM,21.0,1,4,12,True
CSM026,705,26.0,426,189,,CSM,26.0,1,4,12,True
CSM033,706,33.0,443,188,,CSM,33.0,1,4,12,True
CSM035,707,35.0799999999999,,,,CSM,35.0,1,4,12,True
CSM052,709,51.67,,,,CSM,52.0,1,4,12,True
CSPSO,710,0.0, , , , ,0.0,1,4,12,True
CST004,711,4.0,,,,,4.0,1,4,12,True
CSTIC,712,,,,,,,1,4,12,True
CVT000,741,0.0,,,,CVT,0.0,1,4,12,True
CVT005,742,4.58,,,,CVT,5.0,1,4,12,True
CVT009,743,8.69999999999999,,,11295250,CVT,9.0,1,4,12,True
CVY009,744,9.0,,,11283500,CVY,9.0,1,4,12,True
CWD003,745,2.72, , ,11376000,CWD,3.0,1,4,12,True
CWD004,746,4.0,036,218, ,CWD,4.0,1,4,12,True
CWD009,747,8.5, , ,11375815,CWD,9.0,1,4,12,True
CWD018,749,18.0, , ,11375810,CWD,18.0,1,4,12,True
CYN009,750,9.41, , ,11426196,CYN,9.0,1,4,12,True
CYN010,751,9.9, , , ,CYN,10.0,1,4,12,True
DAVIS,2392,6.62,,,11391500,BGC,0.0,1,4,12,True
DBC014,2407,14.1,,,,DBC,14.0,1,4,12,True
DBC024,2408,24.2399999999999,,,,DBC,24.0,1,4,12,True
DCC008,2409,8.86999999999999,,,11427750,DCC,8.0,1,4,12,True
DCC009,2410,9.10999999999999,,,,DCC,9.0,1,4,12,True
DCC010,2411,9.34,,,11427700,DCC,10.0,1,4,12,True
DCK012,2412,12.04, , , ,DCK,12.0,1,4,12,True
DCM019,2413,18.9499999999999,,,11271320,DCM,19.0,1,4,12,True
DCM027,2414,26.67,,,,DCM,27.0,1,4,12,True
DCT050,2416,50.1,,,,DCT,50.0,1,4,12,True
DCWWTP,2417,0.0, , , , ,0.0,1,4,12,True
DED003,2425,3.02,,,,DED,3.0,1,4,12,True
DED010,2426,10.0,751,99,,DED,10.0,1,4,12,True
DED012,2427,12.43,,,,DED,12.0,1,4,12,True
DED019,2428,19.0,752,98,,DED,19.0,1,4,12,True
DED025,2429,25.0,753,97,,DED,25.0,1,4,12,True
DED032,2430,32.0,754,96,,DED,32.0,1,4,12,True
DED035,2431,35.0,755,95,,DED,35.0,1,4,12,True
DED038,2432,38.0,756,94,,DED,38.0,1,4,12,True
DED044,2433,44.0,757,93,,DED,44.0,1,4,12,True
DEE020,2434,20.2399999999999,,,,DEE,20.0,1,4,12,True
DEE023,2435,22.92,,,11335700,DEE,23.0,1,4,12,True
DELVE,2436,,,,,,,1,4,12,True
DER001,2437,1.0, , ,11418500,DER,1.0,1,4,12,True
DER002,2438,2.48, , , ,DER,2.0,1,4,12,True
DER004,2439,4.36, , , ,DER,4.0,1,4,12,True
DER011,2440,10.82, , , ,DER,11.0,1,4,12,True
DER018,2441,17.81, , , ,DER,18.0,1,4,12,True
DER022,2442,22.47, , , ,DER,22.0,1,4,12,True
DER027,2443,27.1299999999999,,,,DER,27.0,1,4,12,True
DER030,2444,30.37, , , ,DER,30.0,1,4,12,True
DES006,2445,6.44,,,,DES,6.0,1,4,12,True
DHC001,2447,4.0, ,,,DHC,1.0,1,4,12,True
DHC021,2448,21.001,,,,DHC,21.0,1,4,12,True
DMC000,2449,2.52,590, , ,DMC,0.0,1,4,12,True
DMC003,2450,,590,,,DMC,3.0,1,4,12,True
DMC007,2451,7.0,,,,DMC,7.0,1,4,12,True
DMC011,2452,11.34,,,,DMC,11.0,1,4,12,True
DMC016,2453,15.74,,,,DMC,16.0,1,4,12,True
DMC021,2454,20.62,,,,DMC,21.0,1,4,12,True
DMC024,2455,24.46,,,,DMC,24.0,1,4,12,True
DMC030,2456,29.8599999999999,,,,DMC,30.0,1,4,12,True
DMC034,2457,34.34,,,,DMC,34.0,1,4,12,True
DMC039,2458,38.7,,,,DMC,39.0,1,4,12,True
DMC044,2459,44.2999999999999,,,,DMC,44.0,1,4,12,True
DMC049,2460,48.6599999999999,,,,DMC,49.0,1,4,12,True
DMC054,2461,54.4099999999999,,,,DMC,54.0,1,4,12,True
DMC058,2462,58.27,,,,DMC,58.0,1,4,12,True
DMC064,2463,64.0199999999999,,,,DMC,64.0,1,4,12,True
DMC070,2464,69.98,,,,DMC,70.0,1,4,12,True
DMC074,2465,74.4,,,,DMC,74.0,1,4,12,True
DMC076,2466,76.0,,,,DMC,76.0,1,4,12,True
DMC080,2467,79.5999999999999,,,,DMC,80.0,1,4,12,True
DMC085,2468,85.09,,,,DMC,85.0,1,4,12,True
DMC091,2469,90.56,,,,DMC,91.0,1,4,12,True
DMC097,2470,96.81,,,,DMC,97.0,1,4,12,True
DMC105,2471,105.06,,,,DMC,105.0,1,4,12,True
DMC111,2472,111.209999999999,,,,DMC,111.0,1,4,12,True
DMC116,2473,115.579999999999,,,,DMC,116.0,1,4,12,True
DONLL,2474,29.76,,,,,0.0,1,4,12,True
DPC008,2475,8.0,,,11274630,DPC,8.0,1,4,12,True
DPH008,2476,7.55,,,11292610,DPH,8.0,1,4,12,True
DRC005,2477,4.82,100,257, ,DRC,5.0,1,4,12,True
DRC010,2478,10.0,096,256, ,DRC,10.0,1,4,12,True
DRC012,2479,12.0, , ,11383500,DRC,12.0,1,4,12,True
DRM000,2480,0.216,,,11414154,DRM,0.0,1,4,12,True
DRM001,2481,1.66, , , ,DRM,1.0,1,4,12,True
DRM002,2482,1.96, , , ,DRM,2.0,1,4,12,True
DRM008,2484,7.76, , ,11414190,DRM,8.0,1,4,12,True
DRM009,2485,9.48, , , ,DRM,9.0,1,4,12,True
DRM011,2486,10.67, , ,11414196,DRM,11.0,1,4,12,True
DSC008,2488,8.0,480,186,,DSC,8.0,1,4,12,True
DSC012,2489,12.0,480,186,,DSC,12.0,1,4,12,True
DSC016,2490,16.0,498,185,,DSC,16.0,1,4,12,True
DSC023,2491,22.71,499,184,11328000,DSC,23.0,1,4,12,True
DSC026,2492,26.14,,,,DSC,26.0,1,4,12,True
DSC028,2493,28.0,505,183,,DSC,28.0,1,4,12,True
DSC035,2494,35.0,506,182,,DSC,35.0,1,4,12,True
DVWWTP,2495,0.0, , , , ,0.0,1,4,12,True
DWRPS1,2522,0.0, , , , ,0.0,1,4,12,True
DWRPS2,2523,0.0, , , , ,0.0,1,4,12,True
EAWWTP,3371,0.0, , , , ,0.0,1,4,12,True
EBF001,3372,0.53,,,11403000,EBF,1.0,1,4,12,True
EBF018,3373,18.3299999999999,,,,EBF,18.0,1,4,12,True
EBMUD,3375,0.0, , , , ,0.0,1,4,12,True
EBP001,3377,0.08,,,,EBP,1.0,1,4,12,True
EBP005,3378,5.13,,,,EBP,5.0,1,4,12,True
EBP016,3379,16.42,819,76,,EBP,16.0,1,4,12,True
EBP019,3380,18.67,,,,EBP,19.0,1,4,12,True
EBP022,3381,21.73,,,,EBP,22.0,1,4,12,True
EBP030,3382,30.14,785,87,,EBP,30.0,1,4,12,True
EBP032,3383,32.28,,,,EBP,32.0,1,4,12,True
EBP033,3384,32.9399999999999,,,,EBP,33.0,1,4,12,True
EBP041,3385,41.2599999999999,,,,EBP,41.0,1,4,12,True
EBP042,3386,41.81,,,,EBP,42.0,1,4,12,True
EBP043,3387,43.0,,,,EBP,43.0,1,4,12,True
EBP048,3388,48.1199999999999,729,111,,EBP,48.0,1,4,12,True
EBP050,3389,50.0,,,,EBP,50.0,1,4,12,True
ECHOL,3391,0.0,,,,ELC,0.0,1,4,12,True
ECT001,3392,1.0,,,11277100,,1.0,1,4,12,True
EDC000,3393,0.09,,,11439000,EDC,0.0,1,4,12,True
EDC004,3394,3.71,,,,EDC,4.0,1,4,12,True
EDC007,3395,7.13,,,,EDC,7.0,1,4,12,True
EDC021,3397,21.25,,,,EDC,21.0,1,4,12,True
EDP003,3404,2.82,,,11439300,EDP,3.0,1,4,12,True
EDWWTP,3406,0.0, , , , ,0.0,1,4,12,True
EID000,3407,0.0,,,,,0.0,1,4,12,True
ELC001,3408,0.52,,,11434500,ELC,1.0,1,4,12,True
ELD005,3409,5.0,085,241, ,ELD,5.0,1,4,12,True
ELD012,3410,12.0,084,240,11380000,ELD,12.0,1,4,12,True
ELD017,3411,17.0,083,239, ,ELD,17.0,1,4,12,True
ELD022,3412,22.0,082,238, ,ELD,22.0,1,4,12,True
ELD027,3413,26.69,081,237,11379500,ELD,27.0,1,4,12,True
ELDID,3414,0.0, , , , ,0.0,1,4,12,True
ELDID_NA2,3416,0.0,,,,,0.0,1,4,12,True
ELENR,3421,0.0,,,11278000,ELN,0.0,1,4,12,True
ELN003,3422,3.0,,,11278000,ELN,3.0,1,4,12,True
ELT000,3423,0.03,,,,ELT,0.0,1,4,12,True
EMD001,3426,1.24, , , ,EMD,1.0,1,4,12,True
EMD007,3427,6.68, , , ,EMD,7.0,1,4,12,True
ENGLB,3428,23.86, , , , ,0.0,1,4,12,True
EPARK,3429,66.93, , , , ,0.0,1,4,12,True
ESC000,3446,0.0,,,,ESC,0.0,1,4,12,True
ESL008,3450,8.41, , , ,ESL,8.0,1,4,12,True
ESTMN,3451,37.06,,,,,0.0,1,4,12,True
FBW001,3554,0.42,,,,FBW,1.0,1,4,12,True
FCS006,3555,5.64, , ,DWR  B0-2805,FCS,0.0,1,4,12,True
FCS007,3556,6.56,,,,FCS,7.0,1,4,12,True
FDC006,3557,6.0, , ,11420700,FDC,6.0,1,4,12,True
FDC011,3558,10.72,,,11414100,FDC,11.0,1,4,12,True
FMT002,3561,2.48,,,11427200,FMT,2.0,1,4,12,True
FOLSM,3562,29.39,389,374,11446220, ,0.0,1,4,12,True
FPT013,3564,12.55, , , ,FPT,13.0,1,4,12,True
FRDYC,3565,10.89,,,,FDC,0.0,1,4,12,True
FRFLD,3566,0.0, , , , ,0.0,1,4,12,True
FRMAN,3567,7.36,,,,LLC,0.0,1,4,12,True
FRMDW,3568,47.95,,,,MFA,0.0,1,4,12,True
FRNCH,3569,0.0,,,11414430,CCS,0.0,1,4,12,True
FRS016,3570,16.0,820,75,11258250,FRS,16.0,1,4,12,True
FRS020,3571,20.0,821,74,,FRS,20.0,1,4,12,True
FRS022,3572,21.92,,,,FRS,22.0,1,4,12,True
FRS025,3573,25.17,822,73,11258250,FRS,25.0,1,4,12,True
FRS032,3574,32.0,823,72,,FRS,32.0,1,4,12,True
FRS036,3575,36.03,824,74,,FRS,36.0,1,4,12,True
FRS039,3576,40.0,825,70,,FRS,39.0,1,4,12,True
FRS045,3577,45.0,826,69,,FRS,45.0,1,4,12,True
FRS046,3578,46.4399999999999,,,,FRS,46.0,1,4,12,True
FRS048,3579,47.67,,,11258000,FRS,48.0,1,4,12,True
FSC003,3580,3.0, , , ,FSC,3.0,1,4,12,True
FSC007,3581,7.48,,,,FSC,7.0,1,4,12,True
FSC013,3582,12.56, , , ,FSC,13.0,1,4,12,True
FSC015,3583,15.0, , , ,FSC,0.0,1,4,12,True
FSC025,3584,24.67, , , ,FSC,0.0,1,4,12,True
FSC027,3585,26.26, , , ,FSC,27.0,1,4,12,True
FSL005,3586,5.0,886,52,,FSL,5.0,1,4,12,True
FSL012,3587,12.1,892,51,,FSL,12.0,1,4,12,True
FTR003,3588,3.0,340,365, ,FTR,3.0,1,4,12,True
FTR008,3589,8.0,329,363,11425000,FTR,8.0,1,4,12,True
FTR012,3590,12.42,330,356, ,FTR,12.0,1,4,12,True
FTR014,3591,13.53, , , ,FTR,14.0,1,4,12,True
FTR016,3592,15.72,318,355, ,FTR,16.0,1,4,12,True
FTR018,3593,18.37, , , ,FTR,18.0,1,4,12,True
FTR021,3594,21.26,307,354, ,FTR,21.0,1,4,12,True
FTR025,3595,25.09,295,353,A-0-5125,FTR,25.0,1,4,12,True
FTR028,3596,27.73, , , ,FTR,28.0,1,4,12,True
FTR029,3597,28.67,283,348,DWR A0-5135 (YUB),FTR,29.0,1,4,12,True
FTR030,3598,30.12, , , ,FTR,30.0,1,4,12,True
FTR031,3599,30.38, , ,11407700,FTR,31.0,1,4,12,True
FTR036,3600,36.0,246,347, ,FTR,36.0,1,4,12,True
FTR039,3601,39.36, , , ,FTR,39.0,1,4,12,True
FTR045,3602,44.81,232,346, ,FTR,45.0,1,4,12,True
FTR048,3603,48.0,208,345, ,FTR,48.0,1,4,12,True
FTR051,3604,51.0, , ,DWR A0-5165,FTR,51.0,1,4,12,True
FTR053,3605,53.0,192,344, ,FTR,53.0,1,4,12,True
FTR059,3606,59.16,177,343, ,FTR,59.0,1,4,12,True
FTR063,3607,63.0,161,342, ,FTR,63.0,1,4,12,True
FTR067,3608,67.0, , ,11407000,FTR,67.0,1,4,12,True
FTR068,3609,67.59,162,341,11406825,FTR,68.0,1,4,12,True
FTR072,3610,71.7, , , ,FTR,72.0,1,4,12,True
FTR074,3611,74.0, , ,11405200,FTR,74.0,1,4,12,True
GCC007,3626,7.0, , , ,GCC,7.0,1,4,12,True
GCC010,3627,10.0,139,304, ,GCC,10.0,1,4,12,True
GCC015,3628,15.0,154,305, ,GCC,15.0,1,4,12,True
GCC022,3629,22.0,169,306, ,GCC,22.0,1,4,12,True
GCC027,3630,27.0,183,307, ,GCC,27.0,1,4,12,True
GCC032,3631,32.0,198,308, ,GCC,32.0,1,4,12,True
GCC036,3632,36.03,211,309, ,GCC,36.0,1,4,12,True
GCC039,3633,39.0,216,310, ,GCC,39.0,1,4,12,True
GCC042,3634,42.0,227,311, ,GCC,42.0,1,4,12,True
GCC046,3635,46.0,236,312, ,GCC,46.0,1,4,12,True
GCC050,3636,50.0,250,313, ,GCC,50.0,1,4,12,True
GCC056,3637,55.57,258,314, ,GCC,56.0,1,4,12,True
GCC060,3638,60.0,266,315, ,GCC,60.0,1,4,12,True
GCC065,3639,65.0,267,316, ,GCC,65.0,1,4,12,True
GDPUD,3643,0.0,,,,,0.0,1,4,12,True
GERLE,3646,1.19,,,11429600,GRL,1.0,1,4,12,True
GFT003,3647,3.0,,,11403700,NFF,3.0,1,4,12,True
GRL010,3720,10.1099999999999,,,11429500,GRL,10.0,1,4,12,True
GRSVL,3721,0.0,,,,,0.0,1,4,12,True
GRT003,3722,3.0,,,11404240,GRT,3.0,1,4,12,True
GRZ012,3724,12.0,,,11263050,GRZ,12.0,1,4,12,True
GZL007,3726,7.0,,,11404300,GZL,7.0,1,4,12,True
GZL008,3727,8.0,,,11404300,GZL,8.0,1,4,12,True
GZL009,3728,9.0,,,11404240,GZL,9.0,1,4,12,True
HHOLE,3744,30.94,,,,,0.0,1,4,12,True
HKC002,3745,2.46, , ,11405220,HKC,2.0,1,4,12,True
HNSLY,3747,0.0,,,,,0.0,1,4,12,True
HON004,3748,3.74, , , ,HON,4.0,1,4,12,True
HON021,3749,20.5, , , ,HON,21.0,1,4,12,True
HTCHY,3752,0.0,,,11276500,TUO,0.0,1,4,12,True
HTWWTP,3753,0.0,,,,,0.0,1,4,12,True
ICEHS,3810,13.14,,,,,0.0,1,4,12,True
IHT002,3811,1.88,,,11440900,IHT,2.0,1,4,12,True
INDVL,3812,13.0, , , ,NFC,13.0,1,4,12,True
ING008,3813,7.85,,,,ING,8.0,1,4,12,True
JBC000,4102,0.0, , ,11406910,JBC,0.0,1,4,12,True
JBC002,4103,1.81, , , ,JBC,2.0,1,4,12,True
JBC004,4104,4.07, , , ,JBC,4.0,1,4,12,True
JBC008,4105,7.89, , , ,JBC,8.0,1,4,12,True
JBP006,4106,6.0,,,11253500,JBP,6.0,1,4,12,True
JBT004,4107,4.39,,,11441780,JBT,4.0,1,4,12,True
JCK002,4108,2.18, , , ,JCK,2.0,1,4,12,True
JKSMD,4109,46.524,,,,,0.0,1,4,12,True
JLIND,4110,0.0,,,,,0.0,1,4,12,True
JNKSN,4111,3.94,,,,,0.0,1,4,12,True
JWB001,4112,1.0,,,11278500,JWB,1.0,1,4,12,True
JWS004,4113,3.53,,,11292860,JWS,4.0,1,4,12,True
KLR005,4122,5.0, , , ,KLR,5.0,1,4,12,True
KLR006,4123,6.47, , ,11390900 / DWR  A0-2940,KLR,6.0,1,4,12,True
KSWCK,4128,299.39, , , , ,0.0,1,4,12,True
LBC001,4139,1.0, , , ,LBC,1.0,1,4,12,True
LBC010,4140,10.0, , , ,LBC,10.0,1,4,12,True
LBC030,4141,30.03, , , ,LBC,30.0,1,4,12,True
LBC032,4143,31.94, , , ,LBC,32.0,1,4,12,True
LBC038,4144,37.85, , , ,LBC,38.0,1,4,12,True
LBC040,4145,39.68, , , ,LBC,39.0,1,4,12,True
LBC043,4146,42.62, , , ,LBC,43.0,1,4,12,True
LBC049,4148,49.0, , , , ,0.0,1,4,12,True
LBEAR,4149,5.73,,,,BRV,0.0,1,4,12,True
LBN008,4150,7.94,,,,LBN,8.0,1,4,12,True
LBN012,4151,11.74,,,,LBN,12.0,1,4,12,True
LBN025,4152,25.0,,,,LBN,25.0,1,4,12,True
LBR002,4153,2.16, , ,11421725,LBR,2.0,1,4,12,True
LBUCK,4154,0.0,,,11403510,BUCK,0.0,1,4,12,True
LCA001,4155,1.0,,,11278200,LCA,1.0,1,4,12,True
LCBRF,4156,0.0,,,,,0.0,1,4,12,True
LCC016,4157,22.0, , , ,LCC,16.0,1,4,12,True
LCC024,4158,23.8, , , ,LCC,24.0,1,4,12,True
LCC026,4159,26.0, , , ,LCC,26.0,1,4,12,True
LCC029,4160,29.0, , , ,LCC,29.0,1,4,12,True
LCC038,4161,37.76, , , ,LCC,38.0,1,4,12,True
LCCWD,4162,0.0,,,,,0.0,1,4,12,True
LCWWTP,4163,0.0, , , , ,0.0,1,4,12,True
LDC007,4164,7.43, , , ,LDC,7.0,1,4,12,True
LDC021,4165,20.54, , , ,LDC,20.0,1,4,12,True
LDC029,4166,28.89, , , ,LDC,29.0,1,4,12,True
LGRSV,4167,38.66, , ,11395030, ,0.0,1,4,12,True
LJC010,4168,14.44,,,,LJC,10.0,1,4,12,True
LJC022,4169,22.48,,,,LJC,22.0,1,4,12,True
LKPNE,4170,0.0,,,,,0.0,1,4,12,True
LKVLY,4171,16.26, , , , ,16.0,1,4,12,True
LLC007,4172,7.3,,,11391400,LLC,7.0,1,4,12,True
LLOYD,4173,0.0,,,11277300,CHY,0.0,1,4,12,True
LLT000,4174,0.0,,,11429340,LLT,0.0,1,4,12,True
LNG012,4175,11.6999999999999,,,11433100,LNG,12.0,1,4,12,True
LOONL,4176,10.46,,,,,0.0,1,4,12,True
LOSVQ,4177,0.0, , , , ,0.0,1,4,12,True
LPC000,4178,0.0,840,,,LPC,0.0,1,4,12,True
LPC007,4179,6.63,,,,LPC,7.0,1,4,12,True
LRB003,4180,2.9,,,11428400,LRB,3.0,1,4,12,True
LRB004,4181,2.97,,,,LRB,4.0,1,4,12,True
LRB005,4182,4.635,,,,LRB,5.0,1,4,12,True
LRT000,4183,0.0, , ,11408870,LRT,0.0,1,4,12,True
LST003,4184,3.36, , ,11396000 / 11396090,LST,3.0,1,4,12,True
LST004,4185,3.8, , ,11396000,LST,4.0,1,4,12,True
LST007,4186,7.76, , ,11413250,LST,1.0,1,4,12,True
LVC001,4187,1.45, , ,11426190,LVC,1.0,1,4,12,True
LVP007,4188,7.05, , , ,LVP,7.0,1,4,12,True
LWSTN,4189,112.29, , , , ,0.0,1,4,12,True
LYONS,4190,19.2399999999999,,,,,0.0,1,4,12,True
MAQ001,4270,1.32,,,,MAQ,1.0,1,4,12,True
MAQ012,4271,11.5299999999999,,,,MAQ,12.0,1,4,12,True
MAQ057,4272,57.0,,,,,57.0,1,4,12,True
MAWWTP,4273,0.0, , , , ,0.0,1,4,12,True
MBT005,4276,4.774,,,11408000,MBT,5.0,1,4,12,True
MCD002,4277,2.45,,,,MCD,2.0,1,4,12,True
MCD005,4278,5.0,,,,MCD,5.0,1,4,12,True
MCD009,4279,9.0,694,123,,MCD,9.0,1,4,12,True
MCD014,4280,14.0,695,122,,MCD,14.0,1,4,12,True
MCD018,4281,17.51,,,,MCD,18.0,1,4,12,True
MCD021,4282,21.0,696,121,,MCD,21.0,1,4,12,True
MCD028,4283,28.0799999999999,697,120,,MCD,28.0,1,4,12,True
MCD032,4284,32.1,,,,MCD,32.0,1,4,12,True
MCD033,4285,32.77,,,11271290,MCD,33.0,1,4,12,True
MCD036,4286,36.0,698,119,,MCD,36.0,1,4,12,True
MCD042,4287,42.0,699,118,,MCD,42.0,1,4,12,True
MCD046,4288,46.4399999999999,,,11271250,MCD,46.0,1,4,12,True
MCD048,4289,48.0,700,117,11271250,MCD,48.0,1,4,12,True
MCD050,4290,50.3999999999999,,,,MCD,50.0,1,4,12,True
MCD052,4291,52.17,701,116,,MCD,52.0,1,4,12,True
MCD054,4292,54.74,,,11270900,MCD,54.0,1,4,12,True
MCD055,4293,54.8999999999999,,,11270900,MCD,55.0,1,4,12,True
MCD056,4294,56.0,,,,MCD,56.0,1,4,12,True
MCD080,4295,79.51,,,11266500,MCD,80.0,1,4,12,True
MCD086,4296,85.6599999999999,,,,MCD,86.0,1,4,12,True
MCD096,4297,96.12,,,11268200,MCD,96.0,1,4,12,True
MCD102,4298,102.269999999999,,,,MCD,102.0,1,4,12,True
MCD119,4299,119.079999999999,,,11266500,MCD,119.0,1,4,12,True
MCD128,4300,128.36,,,11264500,MCD,128.0,1,4,12,True
MCLRE,4301,62.32,,,1127000,,0.0,1,4,12,True
MDC006,4303,6.17,,,,MDC,6.0,1,4,12,True
MDC019,4304,18.8299999999999,,,,MDC,19.0,1,4,12,True
MDC032,4305,32.0,,,,MDC,32.0,1,4,12,True
MDOTA,4306,202.699999999999,872,53,,,0.0,1,4,12,True
MDS003,4307,2.56,,,11289000,MDS,3.0,1,4,12,True
MDSTO,4308,15.8599999999999,644,,,,0.0,1,4,12,True
MDWWTP,4309,0.0,,,,,0.0,1,4,12,True
MELON,4310,69.2099999999999,,,11299200,,0.0,1,4,12,True
MERLC,4311,12.39, , ,11420500, ,0.0,1,4,12,True
MFA001,4312,1.423, , ,11433500,MFA,1.0,1,4,12,True
MFA023,4313,23.076, , ,11433300,MFA,23.0,1,4,12,True
MFA024,4314,24.18,,,,MFA,24.0,1,4,12,True
MFA025,4315,24.82,,,,MFA,25.0,1,4,12,True
MFA026,4316,25.73,,,,MFA,26.0,1,4,12,True
MFA035,4317,35.81,,,11427770,MFA,35.0,1,4,12,True
MFA036,4318,35.8699999999999,,,,MFA,36.0,1,4,12,True
MFA037,4319,36.24,,,,MFA,37.0,1,4,12,True
MFA038,4320,36.31,,,,MFA,38.0,1,4,12,True
MFA040,4321,40.0,,,,MFA,40.0,1,4,12,True
MFA047,4322,47.3299999999999,,,11427500,MFA,47.0,1,4,12,True
MFF019,4324,18.91, , ,11394500,MFF,19.0,1,4,12,True
MFF087,4325,87.4099999999999,,,11392100,MFF,87.0,1,4,12,True
MFF088,4326,88.4599999999999,,,,MFF,88.0,1,4,12,True
MFF095,4327,94.98,,,,MFF,95.0,1,4,12,True
MFM001,4328,1.44,,,,MFM,1.0,1,4,12,True
MFM006,4329,6.09,,,11317000,MFM,6.0,1,4,12,True
MFM007,4330,6.79,,,,MFM,7.0,1,4,12,True
MFM008,4331,8.27999999999999,,,,MFM,8.0,1,4,12,True
MFS012,4332,12.47,,,11293200,MFS,12.0,1,4,12,True
MFS013,4333,12.51,,,,MFS,13.0,1,4,12,True
MFS014,4334,13.5,,,11293000,MFS,14.0,1,4,12,True
MFS015,4335,15.32,,,,MFS,15.0,1,4,12,True
MFS016,4336,16.21,,,11292900,MFS,16.0,1,4,12,True
MFS017,4337,16.77,,,,MFS,17.0,1,4,12,True
MFS021,4338,21.62,,,,MFS,21.0,1,4,12,True
MFS022,4339,21.84,,,11292700,MFS022,22.0,1,4,12,True
MFS035,4340,35.31,,,,MFS,35.0,1,4,12,True
MFS047,4342,46.7899999999999,,,11292000,MFS,47.0,1,4,12,True
MFS048,4343,47.5399999999999,,,,MFS,48.0,1,4,12,True
MFT000,4344,0.0,,,11282000,MFT,0.0,1,4,12,True
MFT003,4345,3.3,,,11433060,MFT,3.0,1,4,12,True
MFT004,4346,4.12,,,,MFT,4.0,1,4,12,True
MFT011,4347,10.97,,,11428600,MFT,11.0,1,4,12,True
MFY005,4348,4.57, , , ,MFY,5.0,1,4,12,True
MFY012,4349,12.19, , ,11408880,MFY,12.0,1,4,12,True
MFY013,4350,12.29, , , ,MFY,13.0,1,4,12,True
MFY044,4351,44.32,,,11408550,MFY,44.0,1,4,12,True
MFY045,4352,44.38,,,11408500,MFY,45.0,1,4,12,True
MFY046,4353,45.765,,,11407900,MFY,46.0,1,4,12,True
MHILL,4354,0.0,,,,,0.0,1,4,12,True
MID021,4356,20.66,,,,MID,21.0,1,4,12,True
MIL002,4357,2.37,,,11295340,MIL,2.0,1,4,12,True
MIL003,4358,2.417,,,,MIL,3.0,1,4,12,True
MIO023,4360,0.0, , , ,MIO,0.0,1,4,12,True
MLC004,4361,4.0,087,244, ,MLC,4.0,1,4,12,True
MLC006,4362,5.68,088,243,11381500,MLC,6.0,1,4,12,True
MLRTN,4363,262.06,,,11250000,,0.0,1,4,12,True
MNRRH,4364,0.0, , ,11396330, ,0.0,1,4,12,True
MNS000,4365,0.0, , , ,MNS,0.0,1,4,12,True
MOC003,4369,3.0,,,11286000,MOC,3.0,1,4,12,True
MOK,4370,0.0, , , , ,0.0,1,4,12,True
MOK004,4371,3.64,495,198, ,MOK,4.0,1,4,12,True
MOK014,4372,14.17,494,197, ,MOK,14.0,1,4,12,True
MOK019,4373,19.03,478,196,,MOK,19.0,1,4,12,True
