short_code,name,description,comment,entity_type_id,type_id,subtype_ids,model_list,source_list,has_gis,hydrologic_region_id,network_version_id
C_LYONS,,,,2,,{},{1},{9},False,,12
C_MAMTH,,,,2,,{},{1},{9},False,,12
C_MAQ001,,,,2,,{},{1},{9},False,,12
C_MAQ012,,,,2,,{},{1},{9},False,,12
C_MBM004,,,,2,,{},{1},{9},False,,12
C_MBT005,,,,2,,{},{1},{9},False,,12
C_MCD002,,,,2,,{},{1},{9},False,,12
C_MCD005,,,,2,,{},{1},{9},False,,12
C_MCD009,,,,2,,{},{1},{9},False,,12
C_MCD014,,,,2,,{},{1},{9},False,,12
C_MCD018,,,,2,,{},{1},{9},False,,12
C_MCD021,,,,2,,{},{1},{9},False,,12
C_MCD028,,,,2,,{},{1},{9},False,,12
C_MCD032,,,,2,,{},{1},{9},False,,12
C_MCD033,,,,2,,{},{1},{9},False,,12
C_MCD036,,,,2,,{},{1},{9},False,,12
C_MCD042,,,,2,,{},{1},{9},False,,12
C_MCD046,,,,2,,{},{1},{9},False,,12
C_MCD048,,,,2,,{},{1},{9},False,,12
C_MCD050,,,,2,,{},{1},{9},False,,12
C_MCD052,,,,2,,{},{1},{9},False,,12
C_MCD054,,,,2,,{},{1},{9},False,,12
C_MCD055,,,,2,,{},{1},{9},False,,12
C_MCD056,,,,2,,{},{1},{9},False,,12
C_MCLRE,,,,2,,{},{1},{9},False,1,12
C_MCM001,,,,2,,{},{1},{9},False,,12
C_MDC006,,,,2,,{},{1},{9},False,,12
C_MDC019,,,,2,,{},{1},{9},False,,12
C_MDC032,,,,2,,{},{1},{9},False,,12
C_MDOTA,,,,2,,{},{1},{9},False,,12
C_MDS003,,,,2,,{},{1},{9},False,,12
C_MELON,,,,2,,{},{1},{9},False,,12
C_MERLC,,,,2,,{},{1},{9},False,2,12
C_MFA001,,,,2,,{},{1},{9},False,,12
C_MFA023,,,,2,,{},{1},{9},False,,12
C_MFA024,,,,2,,{},{1},{9},False,,12
C_MFA025,,,,2,,{},{1},{9},False,,12
C_MFA026,,,,2,,{},{1},{9},False,,12
C_MFA035,,,,2,,{},{1},{9},False,,12
C_MFA036,,,,2,,{},{1},{9},False,,12
C_MFA037,,,,2,,{},{1},{9},False,,12
C_MFA038,,,,2,,{},{1},{9},False,,12
C_MFA040,,,,2,,{},{1},{9},False,,12
C_MFA047,,,,2,,{},{1},{9},False,,12
C_MFB000,,,,2,,{},{1},{9},False,,12
C_MFF019,,,,2,,{},{1},{9},False,,12
C_MFF087,,,,2,,{},{1},{9},False,,12
C_MFF088,,,,2,,{},{1},{9},False,,12
C_MFF095,,,,2,,{},{1},{9},False,,12
C_MFM001,,,,2,,{},{1},{9},False,,12
C_MFM006,,,,2,,{},{1},{9},False,,12
C_MFM007,,,,2,,{},{1},{9},False,,12
C_MFM008,,,,2,,{},{1},{9},False,,12
C_MFS012,,,,2,,{},{1},{9},False,,12
C_MFS013,,,,2,,{},{1},{9},False,,12
C_MFS014,,,,2,,{},{1},{9},False,,12
C_MFS015,,,,2,,{},{1},{9},False,,12
C_MFS016,,,,2,,{},{1},{9},False,,12
C_MFS017,,,,2,,{},{1},{9},False,,12
C_MFS022,,,,2,,{},{1},{9},False,,12
C_MFS037,,,,2,,{},{1},{9},False,,12
C_MFS047,,,,2,,{},{1},{9},False,,12
C_MFT000,,,,2,,{},{1},{9},False,,12
C_MFT003,,,,2,,{},{1},{9},False,,12
C_MFT004,,,,2,,{},{1},{9},False,,12
C_MFT011,,,,2,,{},{1},{9},False,,12
C_MFY005,,,,2,,{},{1},{9},False,,12
C_MFY012,,,,2,,{},{1},{9},False,,12
C_MFY013,,,,2,,{},{1},{9},False,,12
C_MFY044,,,,2,,{},{1},{9},False,,12
C_MFY045,,,,2,,{},{1},{9},False,,12
C_MFY046,,,,2,,{},{1},{9},False,,12
C_MIL002,,,,2,,{},{1},{9},False,,12
C_MIL003,,,,2,,{},{1},{9},False,,12
C_MIO010,,,,2,,{},{1},{9},False,,12
C_MLC004,,,,2,,{},{1},{9},False,,12
C_MLC006,,,,2,,{},{1},{9},False,,12
C_MLRTN,,,,2,,{},{1},{9},False,,12
C_MNS000,,,,2,,{},{1},{9},False,,12
C_MNT000,,,,2,,{},{1},{9},False,,12
C_MNT020,,,,2,,{},{1},{9},False,,12
C_MNZNT,,,,2,,{},{1},{9},False,,12
C_MOC003,,,,2,,{},{1},{9},False,,12
C_MOK004,,,,2,,{},{1},{9},False,,12
C_MOK014,,,,2,,{},{1},{9},False,,12
C_MOK019,,,,2,,{},{1},{9},False,,12
C_MOK022,,,,2,,{},{1},{9},False,,12
C_MOK028,,,,2,,{},{1},{9},False,,12
C_MOK033,,,,2,,{},{1},{9},False,,12
C_MOK034,,,,2,,{},{1},{9},False,,12
C_MOK035,,,,2,,{},{1},{9},False,,12
C_MOK039,,,,2,,{},{1},{9},False,,12
C_MOK044,,,,2,,{},{1},{9},False,,12
C_MOK050,,,,2,,{},{1},{9},False,,12
C_MOK055,,,,2,,{},{1},{9},False,,12
C_MOK057,,,,2,,{},{1},{9},False,,12
C_MOK079,,,,2,,{},{1},{9},False,,12
C_MOK082,,,,2,,{},{1},{9},False,,12
C_MOK088,,,,2,,{},{1},{9},False,,12
C_MON004,,,,2,,{},{1},{9},False,,12
C_MON005,,,,2,,{},{1},{9},False,,12
C_MON006,,,,2,,{},{1},{9},False,,12
C_MPB007,,,,2,,{},{1},{9},False,,12
C_MPS020,,,,2,,{},{1},{9},False,,12
C_MPS038,,,,2,,{},{1},{9},False,,12
C_MRM001,,,,2,,{},{1},{9},False,,12
C_MRS000,,,,2,,{},{1},{9},False,,12
C_MSH015,,,,2,,{},{1},{9},False,,12
C_MSN004,,,,2,,{},{1},{9},False,,12
C_MSN005,,,,2,,{},{1},{9},False,,12
C_MSN009,,,,2,,{},{1},{9},False,,12
C_MSS014,,,,2,,{},{1},{9},False,,12
C_MTB001,,,,2,,{},{1},{9},False,,12
C_MTMDW,,,,2,,{},{1},{9},False,,12
C_NBA009,,,,2,,{},{1},{9},False,,12
C_NBA011,,,,2,,{},{1},{9},False,,12
C_NBA021,,,,2,,{},{1},{9},False,,12
C_NBLDB,,,,2,,{},{1},{9},False,,12
C_NCM020,,,,2,,{},{1},{9},False,,12
C_NCT001,,,,2,,{},{1},{9},False,,12
C_NFA011,,,,2,,{},{1},{9},False,,12
C_NFA016,,,,2,,{},{1},{9},False,,12
C_NFA019,,,,2,,{},{1},{9},False,,12
C_NFA022,,,,2,,{},{1},{9},False,,12
C_NFA048,,,,2,,{},{1},{9},False,,12
C_NFA054,,,,2,,{},{1},{9},False,,12
C_NFC005,,,,2,,{},{1},{9},False,,12
C_NFC013,,,,2,,{},{1},{9},False,,12
C_NFF008,,,,2,,{},{1},{9},False,,12
C_NFF020,,,,2,,{},{1},{9},False,,12
C_NFF027,,,,2,,{},{1},{9},False,,12
C_NFF028,,,,2,,{},{1},{9},False,,12
C_NFF029,,,,2,,{},{1},{9},False,,12
C_NFF030,,,,2,,{},{1},{9},False,,12
C_NFF034,,,,2,,{},{1},{9},False,,12
C_NFF035,,,,2,,{},{1},{9},False,,12
C_NFF037,,,,2,,{},{1},{9},False,,12
C_NFF038,,,,2,,{},{1},{9},False,,12
C_NFF039,,,,2,,{},{1},{9},False,,12
C_NFF045,,,,2,,{},{1},{9},False,,12
C_NFF046,,,,2,,{},{1},{9},False,,12
C_NFF048,,,,2,,{},{1},{9},False,,12
C_NFF050,,,,2,,{},{1},{9},False,,12
C_NFF057,,,,2,,{},{1},{9},False,,12
C_NFF058,,,,2,,{},{1},{9},False,,12
C_NFF059,,,,2,,{},{1},{9},False,,12
C_NFF060,,,,2,,{},{1},{9},False,,12
C_NFF069,,,,2,,{},{1},{9},False,,12
C_NFF080,,,,2,,{},{1},{9},False,,12
C_NFM006,,,,2,,{},{1},{9},False,,12
C_NFM010,,,,2,,{},{1},{9},False,,12
C_NFM012,,,,2,,{},{1},{9},False,,12
C_NFM013,,,,2,,{},{1},{9},False,,12
C_NFM024,,,,2,,{},{1},{9},False,,12
C_NFM026,,,,2,,{},{1},{9},False,,12
C_NFM029,,,,2,,{},{1},{9},False,,12
C_NFS001,,,,2,,{},{1},{9},False,,12
C_NFS003,,,,2,,{},{1},{9},False,,12
C_NFS005,,,,2,,{},{1},{9},False,,12
C_NFS006,,,,2,,{},{1},{9},False,,12
C_NFS007,,,,2,,{},{1},{9},False,,12
C_NFS008,,,,2,,{},{1},{9},False,,12
C_NFS009,,,,2,,{},{1},{9},False,,12
C_NFS027,,,,2,,{},{1},{9},False,,12
C_NFS032,,,,2,,{},{1},{9},False,,12
C_NFS033,,,,2,,{},{1},{9},False,,12
C_NFT008,,,,2,,{},{1},{9},False,,12
C_NFW006,,,,2,,{},{1},{9},False,,12
C_NFW008,,,,2,,{},{1},{9},False,,12
C_NFW009,,,,2,,{},{1},{9},False,,12
C_NFW010,,,,2,,{},{1},{9},False,,12
C_NFW012,,,,2,,{},{1},{9},False,,12
C_NFW023,,,,2,,{},{1},{9},False,,12
C_NFW026,,,,2,,{},{1},{9},False,,12
C_NFY002,,,,2,,{},{1},{9},False,,12
C_NFY017,,,,2,,{},{1},{9},False,,12
C_NFY029,,,,2,,{},{1},{9},False,,12
C_NHGAN,,,,2,,{},{1},{9},False,,12
C_NLC002,,,,2,,{},{1},{9},False,,12
C_NLC003,,,,2,,{},{1},{9},False,,12
C_NLL016,,,,2,,{},{1},{9},False,,12
C_NMA003,,,,2,,{},{1},{9},False,,12
C_NMW004,,,,2,,{},{1},{9},False,,12
C_NNA013,,,,2,,{},{1},{9},False,,12
C_NSC001,,,,2,,{},{1},{9},False,,12
C_NTOMA,,,,2,,{},{1},{9},False,,12
C_OAK001,,,,2,,{},{1},{9},False,,12
C_OGN004,,,,2,,{},{1},{9},False,,12
C_OGN005,,,,2,,{},{1},{9},False,,12
C_OMR002,,,,2,,{},{1},{9},False,3,12
C_OMR013A,,,,2,,{},{1},{9},False,3,12
C_OMR013B,,,,2,,{},{1},{9},False,3,12
C_OMR014,,,,2,,{},{1},{9},False,3,12
C_OMR018,,,,2,,{},{1},{9},False,3,12
C_OMR021,,,,2,,{},{1},{9},False,3,12
C_OMR024A,,,,2,,{},{1},{9},False,3,12
C_OMR024B,,,,2,,{},{1},{9},False,3,12
C_OMR027,,,,2,,{},{1},{9},False,3,12
C_OMR028,,,,2,,{},{1},{9},False,3,12
C_OMR039,,,,2,,{},{1},{9},False,3,12
C_OROVL,,,,2,,{},{1},{9},False,,12
C_ORP000,,,,2,,{},{1},{9},False,,12
C_ORT001,,,,2,,{},{1},{9},False,,12
C_ORT009,,,,2,,{},{1},{9},False,,12
C_ORT014,,,,2,,{},{1},{9},False,,12
C_OWN011,,,,2,,{},{1},{9},False,,12
C_OWN040,,,,2,,{},{1},{9},False,,12
C_OXB000,,,,2,,{},{1},{9},False,,12
C_OYS001,,,,2,,{},{1},{9},False,,12
C_PARDE,,,,2,,{},{1},{9},False,,12
C_PCB001,,,,2,,{},{1},{9},False,,12
C_PCRST,,,,2,,{},{1},{9},False,,12
C_PEDRO,,,,2,,{},{1},{9},False,,12
C_PHP000,,,,2,,{},{1},{9},False,,12
C_PLC006,,,,2,,{},{1},{9},False,,12
C_PLC007,,,,2,,{},{1},{9},False,,12
C_PLC009,,,,2,,{},{1},{9},False,,12
C_PLM001,,,,2,,{},{1},{9},False,,12
C_POE006,,,,2,,{},{1},{9},False,,12
C_PPH007,,,,2,,{},{1},{9},False,,12
C_PRTLF,,,,2,,{},{1},{9},False,,12
C_PSB001,,,,2,,{},{1},{9},False,,12
C_PSC003,,,,2,,{},{1},{9},False,,12
C_PSC006,,,,2,,{},{1},{9},False,,12
C_PSC013,,,,2,,{},{1},{9},False,,12
C_PSC015,,,,2,,{},{1},{9},False,,12
C_PSC017,,,,2,,{},{1},{9},False,,12
C_PSC020,,,,2,,{},{1},{9},False,,12
C_PSC024,,,,2,,{},{1},{9},False,,12
C_PTH007,,,,2,,{},{1},{9},False,,12
C_PTH011,,,,2,,{},{1},{9},False,,12
C_PTH015,,,,2,,{},{1},{9},False,,12
C_PTH020,,,,2,,{},{1},{9},False,,12
C_PTH021,,,,2,,{},{1},{9},False,,12
C_PTH024,,,,2,,{},{1},{9},False,,12
C_PTH030,,,,2,,{},{1},{9},False,,12
C_PTH070,,,,2,,{},{1},{9},False,,12
C_PTM000,,,,2,,{},{1},{9},False,,12
C_PTM001,,,,2,,{},{1},{9},False,,12
C_PTM002,,,,2,,{},{1},{9},False,,12
C_PYN001,,,,2,,{},{1},{9},False,,12
C_PYR001,,,,2,,{},{1},{9},False,,12
C_PYRMD,,,,2,,{},{1},{9},False,,12
C_QNT005,,,,2,,{},{1},{9},False,,12
C_RCK001,,,,2,,{},{1},{9},False,,12
C_RCT007,,,,2,,{},{1},{9},False,,12
C_RD1500,,,,2,,{},{1},{9},False,,12
C_RDNGR,,,,2,,{},{1},{9},False,,12
C_RLIEF,,,,2,,{},{1},{9},False,,12
C_RLLNS,,,,2,,{},{1},{9},False,,12
C_RLT007,,,,2,,{},{1},{9},False,,12
C_RPT004,,,,2,,{},{1},{9},False,,12
C_RRT000,,,,2,,{},{1},{9},False,,12
C_RSL001A,,,,2,,{},{1},{9},False,,12
C_RSL001B,,,,2,,{},{1},{9},False,,12
C_RSS001,,,,2,,{},{1},{9},False,,12
C_RUB001,,,,2,,{},{1},{9},False,,12
C_RUB002,,,,2,,{},{1},{9},False,,12
C_RUB004,,,,2,,{},{1},{9},False,,12
C_RUB005,,,,2,,{},{1},{9},False,,12
C_RUB023,,,,2,,{},{1},{9},False,,12
C_RUB031,,,,2,,{},{1},{9},False,,12
C_RUB041,,,,2,,{},{1},{9},False,,12
C_RUB044,,,,2,,{},{1},{9},False,,12
C_RUB047,,,,2,,{},{1},{9},False,,12
C_RVC000,,,,2,,{},{1},{9},False,,12
C_RVPHB,,,,2,,{},{1},{9},False,,12
C_SAC000,,,,2,,{},{1},{9},False,1,12
C_SAC003,,,,2,,{},{1},{9},False,1,12
C_SAC007,,,,2,,{},{1},{9},False,1,12
C_SAC011,,,,2,,{},{1},{9},False,1,12
C_SAC017,,,,2,,{},{1},{9},False,1,12
C_SAC022,,,,2,,{},{1},{9},False,1,12
C_SAC029A,,,,2,,{},{1},{9},False,1,12
C_SAC029B,,,,2,,{},{1},{9},False,1,12
C_SAC030,,,,2,,{},{1},{9},False,1,12
C_SAC036,,,,2,,{},{1},{9},False,1,12
C_SAC041,,,,2,,{},{1},{9},False,1,12
C_SAC048,,,,2,,{},{1},{9},False,1,12
C_SAC049,,,,2,,{},{1},{9},False,1,12
C_SAC050,,,,2,,{},{1},{9},False,1,12
C_SAC053,,,,2,,{},{1},{9},False,1,12
C_SAC057,,,,2,,{},{1},{9},False,1,12
C_SAC061,,,,2,,{},{1},{9},False,1,12
C_SAC062,,,,2,,{},{1},{9},False,1,12
C_SAC063,,,,2,,{},{1},{9},False,1,12
C_SAC064,,,,2,,{},{1},{9},False,1,12
C_SAC065,,,,2,,{},{1},{9},False,1,12
C_SAC066,,,,2,,{},{1},{9},False,1,12
C_SAC074,,,,2,,{},{1},{9},False,1,12
C_SAC075,,,,2,,{},{1},{9},False,1,12
C_SAC077,,,,2,,{},{1},{9},False,1,12
C_SAC078,,,,2,,{},{1},{9},False,1,12
C_SAC081,,,,2,,{},{1},{9},False,1,12
C_SAC082,,,,2,,{},{1},{9},False,1,12
C_SAC083,,,,2,,{},{1},{9},False,1,12
C_SAC085,,,,2,,{},{1},{9},False,1,12
C_SAC091,,,,2,,{},{1},{9},False,1,12
C_SAC092,,,,2,,{},{1},{9},False,1,12
C_SAC093,,,,2,,{},{1},{9},False,1,12
C_SAC097,,,,2,,{},{1},{9},False,1,12
C_SAC099,,,,2,,{},{1},{9},False,1,12
C_SAC106,,,,2,,{},{1},{9},False,1,12
C_SAC109,,,,2,,{},{1},{9},False,1,12
C_SAC115,,,,2,,{},{1},{9},False,1,12
C_SAC120,,,,2,,{},{1},{9},False,1,12
C_SAC121,,,,2,,{},{1},{9},False,1,12
C_SAC122,,,,2,,{},{1},{9},False,1,12
C_SAC129,,,,2,,{},{1},{9},False,1,12
C_SAC134,,,,2,,{},{1},{9},False,1,12
C_SAC136,,,,2,,{},{1},{9},False,1,12
C_SAC141,,,,2,,{},{1},{9},False,1,12
C_SAC146,,,,2,,{},{1},{9},False,1,12
C_SAC148,,,,2,,{},{1},{9},False,1,12
C_SAC154,,,,2,,{},{1},{9},False,1,12
C_SAC159,,,,2,,{},{1},{9},False,1,12
C_SAC162,,,,2,,{},{1},{9},False,1,12
C_SAC168,,,,2,,{},{1},{9},False,1,12
C_SAC169,,,,2,,{},{1},{9},False,1,12
C_SAC174,,,,2,,{},{1},{9},False,1,12
C_SAC178,,,,2,,{},{1},{9},False,1,12
C_SAC182,,,,2,,{},{1},{9},False,1,12
C_SAC185,,,,2,,{},{1},{9},False,1,12
C_SAC188,,,,2,,{},{1},{9},False,1,12
C_SAC193,,,,2,,{},{1},{9},False,1,12
C_SAC195,,,,2,,{},{1},{9},False,1,12
C_SAC196,,,,2,,{},{1},{9},False,1,12
C_SAC201,,,,2,,{},{1},{9},False,1,12
C_SAC207,,,,2,,{},{1},{9},False,1,12
C_SAC214,,,,2,,{},{1},{9},False,1,12
C_SAC217,,,,2,,{},{1},{9},False,1,12
C_SAC218,,,,2,,{},{1},{9},False,1,12
C_SAC224,,,,2,,{},{1},{9},False,1,12
C_SAC228,,,,2,,{},{1},{9},False,1,12
C_SAC229,,,,2,,{},{1},{9},False,1,12
C_SAC232,,,,2,,{},{1},{9},False,1,12
C_SAC240,,,,2,,{},{1},{9},False,1,12
C_SAC247,,,,2,,{},{1},{9},False,1,12
C_SAC250,,,,2,,{},{1},{9},False,1,12
C_SAC254,,,,2,,{},{1},{9},False,1,12
C_SAC257,,,,2,,{},{1},{9},False,1,12
C_SAC259,,,,2,,{},{1},{9},False,1,12
C_SAC265,,,,2,,{},{1},{9},False,1,12
C_SAC269,,,,2,,{},{1},{9},False,1,12
C_SAC271,,,,2,,{},{1},{9},False,1,12
C_SAC273,,,,2,,{},{1},{9},False,1,12
C_SAC275,,,,2,,{},{1},{9},False,1,12
C_SAC277,,,,2,,{},{1},{9},False,1,12
C_SAC281,,,,2,,{},{1},{9},False,1,12
C_SAC287,,,,2,,{},{1},{9},False,1,12
C_SAC289,,,,2,,{},{1},{9},False,1,12
C_SAC294,,,,2,,{},{1},{9},False,1,12
C_SAC296,,,,2,,{},{1},{9},False,1,12
C_SAC299,,,,2,,{},{1},{9},False,1,12
C_SAC301,,,,2,,{},{1},{9},False,1,12
C_SAL006,,,,2,,{},{1},{9},False,,12
C_SAL017,,,,2,,{},{1},{9},False,,12
C_SBA000,,,,2,,{},{1},{9},False,5,12
C_SBA009,,,,2,,{},{1},{9},False,5,12
C_SBA016,,,,2,,{},{1},{9},False,5,12
C_SBA019,,,,2,,{},{1},{9},False,5,12
C_SBA020,,,,2,,{},{1},{9},False,5,12
C_SBA029,,,,2,,{},{1},{9},False,5,12
C_SBA036,,,,2,,{},{1},{9},False,5,12
C_SBP012,,,,2,,{},{1},{9},False,,12
C_SBP014,,,,2,,{},{1},{9},False,,12
C_SBP018,,,,2,,{},{1},{9},False,,12
C_SBP021,,,,2,,{},{1},{9},False,,12
C_SBP024,,,,2,,{},{1},{9},False,,12
C_SBP028,,,,2,,{},{1},{9},False,,12
C_SBP031,,,,2,,{},{1},{9},False,,12
C_SCOTF,,,,2,,{},{1},{9},False,,12
C_SCR002,,,,2,,{},{1},{9},False,,12
C_SCT000,,,,2,,{},{1},{9},False,,12
C_SCT001,,,,2,,{},{1},{9},False,,12
C_SCW004,,,,2,,{},{1},{9},False,,12
C_SCW008,,,,2,,{},{1},{9},False,,12
C_SDC001,,,,2,,{},{1},{9},False,,12
C_SDS001,,,,2,,{},{1},{9},False,,12
C_SDT000,,,,2,,{},{1},{9},False,,12
C_SFA011,,,,2,,{},{1},{9},False,,12
C_SFA017,,,,2,,{},{1},{9},False,,12
C_SFA030,,,,2,,{},{1},{9},False,,12
C_SFA032,,,,2,,{},{1},{9},False,,12
C_SFA035,,,,2,,{},{1},{9},False,,12
C_SFA039,,,,2,,{},{1},{9},False,,12
C_SFA040,,,,2,,{},{1},{9},False,,12
C_SFA044,,,,2,,{},{1},{9},False,,12
C_SFA045,,,,2,,{},{1},{9},False,,12
C_SFA046,,,,2,,{},{1},{9},False,,12
C_SFA048,,,,2,,{},{1},{9},False,,12
C_SFA059,,,,2,,{},{1},{9},False,,12
C_SFA063,,,,2,,{},{1},{9},False,,12
C_SFA065,,,,2,,{},{1},{9},False,,12
C_SFA066,,,,2,,{},{1},{9},False,,12
C_SFA067,,,,2,,{},{1},{9},False,,12
C_SFA076,,,,2,,{},{1},{9},False,,12
C_SFA079,,,,2,,{},{1},{9},False,,12
C_SFA085,,,,2,,{},{1},{9},False,,12
C_SFD003,,,,2,,{},{1},{9},False,,12
C_SFF002,,,,2,,{},{1},{9},False,,12
C_SFF008,,,,2,,{},{1},{9},False,,12
C_SFF011,,,,2,,{},{1},{9},False,,12
C_SFF018,,,,2,,{},{1},{9},False,,12
C_SFF019,,,,2,,{},{1},{9},False,,12
C_SFF020,,,,2,,{},{1},{9},False,,12
C_SFF028,,,,2,,{},{1},{9},False,,12
C_SFF029,,,,2,,{},{1},{9},False,,12
C_SFF039,,,,2,,{},{1},{9},False,,12
C_SFM003,,,,2,,{},{1},{9},False,,12
C_SFM005,,,,2,,{},{1},{9},False,,12
C_SFR004,,,,2,,{},{1},{9},False,,12
C_SFR005,,,,2,,{},{1},{9},False,,12
C_SFR006,,,,2,,{},{1},{9},False,,12
C_SFS018,,,,2,,{},{1},{9},False,,12
C_SFS026,,,,2,,{},{1},{9},False,,12
C_SFS030,,,,2,,{},{1},{9},False,,12
C_SFS033,,,,2,,{},{1},{9},False,,12
C_SFT000,,,,2,,{},{1},{9},False,,12
C_SFT002,,,,2,,{},{1},{9},False,,12
C_SFT003,,,,2,,{},{1},{9},False,,12
C_SFW000,,,,2,,{},{1},{9},False,,12
C_SFW001,,,,2,,{},{1},{9},False,,12
C_SFW005,,,,2,,{},{1},{9},False,,12
C_SFW006,,,,2,,{},{1},{9},False,,12
C_SFY007,,,,2,,{},{1},{9},False,,12
C_SFY033,,,,2,,{},{1},{9},False,,12
C_SFY040,,,,2,,{},{1},{9},False,,12
C_SFY041,,,,2,,{},{1},{9},False,,12
C_SFY043,,,,2,,{},{1},{9},False,,12
C_SFY044,,,,2,,{},{1},{9},False,,12
C_SFY048,,,,2,,{},{1},{9},False,,12
C_SGRGE,,,,2,,{},{1},{9},False,,12
C_SHSTA,,,,2,,{},{1},{9},False,,12
C_SHVER,,,,2,,{},{1},{9},False,,12
C_SILVR,,,,2,,{},{1},{9},False,,12
C_SJR006,,,,2,,{},{1},{9},False,2,12
C_SJR009,,,,2,,{},{1},{9},False,2,12
C_SJR013,,,,2,,{},{1},{9},False,2,12
C_SJR022,,,,2,,{},{1},{9},False,2,12
C_SJR023,,,,2,,{},{1},{9},False,2,12
C_SJR026,,,,2,,{},{1},{9},False,2,12
C_SJR028,,,,2,,{},{1},{9},False,2,12
C_SJR033,,,,2,,{},{1},{9},False,2,12
C_SJR038,,,,2,,{},{1},{9},False,2,12
C_SJR042,,,,2,,{},{1},{9},False,2,12
C_SJR043,,,,2,,{},{1},{9},False,2,12
C_SJR048,,,,2,,{},{1},{9},False,2,12
C_SJR053a,,,,2,,{},{1},{9},False,2,12
C_SJR053b,,,,2,,{},{1},{9},False,2,12
C_SJR056,,,,2,,{},{1},{9},False,2,12
C_SJR062,,,,2,,{},{1},{9},False,2,12
C_SJR070,,,,2,,{},{1},{9},False,2,12
C_SJR072,,,,2,,{},{1},{9},False,2,12
C_SJR075,,,,2,,{},{1},{9},False,2,12
C_SJR081,,,,2,,{},{1},{9},False,2,12
C_SJR082,,,,2,,{},{1},{9},False,2,12
C_SJR087,,,,2,,{},{1},{9},False,2,12
C_SJR090,,,,2,,{},{1},{9},False,2,12
C_SJR091,,,,2,,{},{1},{9},False,2,12
C_SJR096,,,,2,,{},{1},{9},False,2,12
C_SJR101,,,,2,,{},{1},{9},False,2,12
C_SJR102,,,,2,,{},{1},{9},False,2,12
C_SJR105,,,,2,,{},{1},{9},False,2,12
C_SJR106,,,,2,,{},{1},{9},False,2,12
C_SJR111,,,,2,,{},{1},{9},False,2,12
C_SJR114,,,,2,,{},{1},{9},False,2,12
C_SJR115,,,,2,,{},{1},{9},False,2,12
C_SJR116,,,,2,,{},{1},{9},False,2,12
C_SJR117,,,,2,,{},{1},{9},False,2,12
C_SJR119,,,,2,,{},{1},{9},False,2,12
C_SJR123,,,,2,,{},{1},{9},False,2,12
C_SJR127,,,,2,,{},{1},{9},False,2,12
C_SJR131,,,,2,,{},{1},{9},False,2,12
C_SJR134,,,,2,,{},{1},{9},False,2,12
C_SJR141,,,,2,,{},{1},{9},False,2,12
C_SJR145,,,,2,,{},{1},{9},False,2,12
C_SJR152,,,,2,,{},{1},{9},False,2,12
C_SJR157,,,,2,,{},{1},{9},False,2,12
C_SJR166,,,,2,,{},{1},{9},False,2,12
C_SJR173,,,,2,,{},{1},{9},False,2,12
C_SJR179,,,,2,,{},{1},{9},False,2,12
C_SJR180,,,,2,,{},{1},{9},False,2,12
C_SJR185,,,,2,,{},{1},{9},False,2,12
C_SJR192,,,,2,,{},{1},{9},False,2,12
C_SJR195,,,,2,,{},{1},{9},False,2,12
C_SJR198,,,,2,,{},{1},{9},False,2,12
C_SJR200,,,,2,,{},{1},{9},False,2,12
C_SJR201,,,,2,,{},{1},{9},False,2,12
C_SJR205,,,,2,,{},{1},{9},False,2,12
C_SJR213,,,,2,,{},{1},{9},False,2,12
C_SJR214,,,,2,,{},{1},{9},False,2,12
C_SJR221,,,,2,,{},{1},{9},False,2,12
C_SJR225,,,,2,,{},{1},{9},False,2,12
C_SJR227,,,,2,,{},{1},{9},False,2,12
C_SJR235,,,,2,,{},{1},{9},False,2,12
C_SJR242,,,,2,,{},{1},{9},False,2,12
C_SJR249,,,,2,,{},{1},{9},False,2,12
C_SJR256,,,,2,,{},{1},{9},False,2,12
C_SJR258,,,,2,,{},{1},{9},False,2,12
C_SJR263,,,,2,,{},{1},{9},False,2,12
C_SJR265,,,,2,,{},{1},{9},False,2,12
C_SJR278,,,,2,,{},{1},{9},False,2,12
C_SJR279,,,,2,,{},{1},{9},False,2,12
C_SJR280,,,,2,,{},{1},{9},False,2,12
C_SJR287,,,,2,,{},{1},{9},False,2,12
C_SJR289,,,,2,,{},{1},{9},False,2,12
C_SJR290,,,,2,,{},{1},{9},False,2,12
C_SJR295,,,,2,,{},{1},{9},False,2,12
C_SJR296,,,,2,,{},{1},{9},False,2,12
C_SJR300,,,,2,,{},{1},{9},False,2,12
C_SJR303,,,,2,,{},{1},{9},False,2,12
C_SJR305,,,,2,,{},{1},{9},False,2,12
C_SJR306,,,,2,,{},{1},{9},False,2,12
C_SJR307,,,,2,,{},{1},{9},False,2,12
C_SJR308,,,,2,,{},{1},{9},False,2,12
C_SJR310,,,,2,,{},{1},{9},False,2,12
C_SJR312,,,,2,,{},{1},{9},False,2,12
C_SJR313,,,,2,,{},{1},{9},False,2,12
C_SJR318,,,,2,,{},{1},{9},False,2,12
C_SJR324,,,,2,,{},{1},{9},False,2,12
C_SLC002,,,,2,,{},{1},{9},False,,12
C_SLC003,,,,2,,{},{1},{9},False,,12
C_SLD002,,,,2,,{},{1},{9},False,,12
C_SLD027,,,,2,,{},{1},{9},False,,12
C_SLF009,,,,2,,{},{1},{9},False,,12
C_SLF010,,,,2,,{},{1},{9},False,,12
