from_element_id,to_element_id,from_element_code,to_element_code,created_by,connection_type,source_id
1327,7044,D_WEC005_11_SA1,11_SA1 Western Canal WD,2,diversion,5
7044,1402,11_SA1 Western Canal WD,R_11_SA1_CRK005,2,operational,5
5367,1474,14_NA Browns Valley ID,R_14_NA_RFS14,2,operational,5
1881,5367,D_FDC006_14_NA,14_NA Browns Valley ID,2,diversion,5
2129,5367,D_YUB013_14_NA,14_NA Browns Valley ID,2,diversion,5
1228,504,D_SAC122_19_SA,SAC122,2,diversion,5
1078,6043,D_TCC081_07S_PA,"07S_PA 4-M WD, Colusa County WD, Cortina WD, Davis WD, Dunnigan WD, Glenn Valley WD, Holthouse WD (part), La Grande WD, Myers-Marsh MWC, Westside WD",2,diversion,5
291,6117,D_SAC083_21_SA,"21_SA Conaway Conservancy Group (RD 2035), Sacramento River Ranch LLC, Misc. Settlement Contractors",2,diversion,5
1225,6286,D_WTPRSV_26N_PU1,26N_PU1 City of Roseville,2,diversion,5
1576,1595,SAC091,C_SAC091,2,operational,5
2383,3820,D_WTPBTB_21_PU,21_PU City of West Sacramento,2,diversion,5
2709,627,SR_09_BSL001,BSL001,2,storage_return,5
2751,627,SR_10_BSL001,BSL001,2,storage_return,5
589,627,SR_11_BSL001,BSL001,2,storage_return,5
402,627,SR_17N_BSL001,BSL001,2,storage_return,5
502,2212,SR_09_SAC141,SAC141,2,storage_return,5
3921,1819,SG274_SAC193_51,SAC193,2,operational,5
373,1030,MTC000,D_MTC000_09_SA1,2,operational,5
6927,2716,SG370_SAC078_65,SAC078,2,operational,5
2377,596,SR_06_SAC185,SAC185,2,storage_return,5
2166,596,SR_07N_SAC185,SAC185,2,storage_return,5
1559,596,SR_08N_SAC185,SAC185,2,storage_return,5
2467,5735,C_TRN111,Trinity River Outflow,2,operational,5
116,1974,R_03_PU1_KSWCK,KSWCK,2,return,5
1910,1974,C_SAC301,KSWCK,2,operational,5
2602,5096,D_SAC294_03_PA,03_PA Bella Vista WD,2,diversion,5
840,1439,I_OROVL,OROVL,2,operational,5
331,1129,C_SFF008,SFF002,2,operational,5
1828,167,I_SFF008,SFF008,2,operational,5
1658,1045,SFF011,C_SFF011,2,operational,5
671,247,C_SFF028,SFF020,2,operational,5
341,2837,C_SFF029,SFF028,2,operational,5
2837,671,SFF028,C_SFF028,2,operational,5
4494,2153,South Fork Feather River,I_LGRSV,2,operational,5
2231,341,SFF029,C_SFF029,2,operational,5
239,664,C_LGRSV,SFF039,2,operational,5
1931,219,C_SFT000,LST007,2,operational,5
756,1129,C_MFF019,SFF002,2,operational,5
554,155,C_NFF008,FTR074,2,operational,5
2313,2379,WBF015,C_WBF015,2,operational,5
1994,1439,C_FTR074,OROVL,2,operational,5
1295,727,WBF006,C_WBF006,2,operational,5
2313,4264,WBF015,D_WBF015_MIO010,2,operational,5
2379,1295,C_WBF015,WBF006,2,operational,5
4264,5445,D_WBF015_MIO010,MIO010,2,diversion,5
2643,1367,MIO023,D_MIO023_12_NU1,2,operational,5
194,2657,BTC060,C_BTC060,2,operational,5
2657,2157,C_BTC060,BTC048,2,operational,5
2157,1437,BTC048,C_BTC048,2,operational,5
1107,506,TTC002,C_TTC002,2,operational,5
104,995,D_WBF030_HKC002,HKC002,2,diversion,5
2596,6409,C_SFA030,SFA017,2,operational,5
1126,1430,STH007,C_STH007,2,operational,5
60,1227,MRM001,C_MRM001,2,operational,5
1427,821,I_FOLSM,FOLSM,2,operational,5
74,2204,STH005,D_STH005_MRM001,2,operational,5
542,597,SCR002,C_SCR002,2,operational,5
597,882,C_SCR002,DCK012,2,operational,5
2033,6785,D_FOLSM_WTPRSV,WTP RSV,2,diversion,5
2075,882,R_DCWWTP_DCK012,DCK012,2,return,5
6144,625,"26N_NU1 Sacramento Suburban WD (Northridge, North Highlands) Cal. Am. WC (Antelope, Lincoln Oaks) Rio Linda Elverta CWD (Rio Linda, Elverta)",R_26N_NU1_SRWWTP,2,operational,5
2769,1755,R_26N_NA_EMD007,EMD007,2,return,5
5783,1739,24_NA3 Placer County WA Zone 1,R_24_NA3_SCR002,2,operational,5
1739,542,R_24_NA3_SCR002,SCR002,2,return,5
390,2407,I_MFA023,MFA023,2,operational,5
248,2120,C_MFA023,MFA001,2,operational,5
1618,2120,I_MFA001,MFA001,2,operational,5
1790,1335,C_CYN009,NFA048,2,operational,5
4558,2098,Local Inflow to South Fork Yuba River,I_SFY007,2,operational,5
2098,1424,I_SFY007,SFY007,2,operational,5
1064,355,C_YUB030,ENGLB,2,operational,5
1783,2132,SLT008,C_SLT008,2,operational,5
2132,1635,C_SLT008,NFY017,2,operational,5
163,976,SLT009,C_SLT009,2,operational,5
976,1783,C_SLT009,SLT008,2,operational,5
1276,2944,I_NFY029,NFY029,2,operational,5
2944,106,NFY029,C_NFY029,2,operational,5
106,1635,C_NFY029,NFY017,2,operational,5
1300,412,I_NBLDB,NBLDB,2,operational,5
712,5344,D_SAC162_09_SA2,"09_SA2 RD 1004, Carter MWC, Jack Baber, Misc. Settlement Contractors",2,diversion,5
2872,1197,I_EPARK,EPARK,2,operational,5
1197,1442,EPARK,D_EPARK_SCKWD,2,operational,5
6733,89,S_EPARK,C_EPARK,2,operational,5
1485,1617,D_TCC036_07N_PA,TCC036,2,diversion,5
3637,1178,SG261_SAC207_48,SAC207,2,operational,5
1723,2372,CHWWTP,R_CHWWTP_SAC195,2,operational,5
421,1268,BRR011,C_BRR011,2,operational,5
1208,2550,I_LWSTN,LWSTN,2,operational,5
5701,560,S_SHSTA,C_SHSTA,2,operational,5
664,279,SFF039,C_SFF039,2,operational,5
712,2818,D_SAC162_09_SA2,SAC162,2,diversion,5
2498,557,CRK005,D_CRK005_17N_NR,2,operational,5
1569,301,C_OGN004,OGN004,2,operational,5
1796,301,C_OGN005,OGN004,2,operational,5
1424,370,SFY007,C_SFY007,2,operational,5
2188,569,YUB039,C_YUB039,2,operational,5
409,1064,YUB030,C_YUB030,2,operational,5
1699,1796,OGN005,C_OGN005,2,operational,5
1699,2500,OGN005,D_OGN005_CMT000,2,operational,5
5258,1276,North Fork Yuba River and Small Watersheds,I_NFY029,2,operational,5
2465,290,DRM001,C_DRM001,2,operational,5
2121,230,C_CLRLK,CLRLK,2,operational,5
979,2199,C_CCH083,CCH083,2,operational,5
1529,100,AMR020,C_AMR020,2,operational,5
2407,248,MFA023,C_MFA023,2,operational,5
2120,2879,MFA001,C_MFA001,2,operational,5
2517,1790,CYN009,C_CYN009,2,operational,5
811,2596,SFA030,C_SFA030,2,operational,5
1014,2197,CWD004,C_CWD004,2,operational,5
1376,2702,CWD009,C_CWD009,2,operational,5
706,1383,CWD003,C_CWD003,2,operational,5
5278,2265,North and Middle Forks Cottonwood Creek,I_CWD018,2,operational,5
1661,439,SAC247,C_SAC247,2,operational,5
1850,1233,THM026,C_THM026,2,operational,5
2897,980,THM021,C_THM021,2,operational,5
2586,1165,THM017,C_THM017,2,operational,5
3959,322,Cow Creek,I_COW014,2,operational,5
219,102,LST007,C_LST007,2,operational,5
2524,1816,NTOMA,C_NTOMA,2,operational,5
2078,1761,D_LWSTN_CCT011,CCT011,2,diversion,5
2391,5602,D_LCC024_09_NA,"09_NA Llano Seco Rancho, Dayton MWC, Non-District",2,diversion,5
1563,1243,C_YBP011,YBP011,2,operational,5
826,2592,C_YBP002,YBP002,2,operational,5
5658,1190,WTP CMT,D_WTPCMT_SUISN,2,operational,5
4313,850,09_PR Upper Butte Wildlife Area and Sacramento River NWR - Llano Seco Units,R_09_PR_LCC016,2,operational,5
401,306,R_26N_NU3_SRWWTP,SRWWTP,2,return,5
6235,2850,S_TRNTY,C_TRNTY,2,operational,5
2380,4099,D_BCN005_03_NA,03_NA Non-District,2,diversion,5
2958,4099,D_BTL006_03_NA,03_NA Non-District,2,diversion,5
1668,269,C_ELD012,ELD012,2,operational,5
2748,1059,C_ELD022,ELD017,2,operational,5
279,2231,C_SFF039,SFF029,2,operational,5
6583,2708,S_ENGLB,C_ENGLB,2,operational,5
270,303,HON021,C_HON021,2,operational,5
3924,165,Honcut Creek,I_HON021,2,operational,5
165,270,I_HON021,HON021,2,operational,5
2749,1007,R_JBC008_FTR048,FTR048,2,return,5
2754,1472,TAB000,C_TAB000,2,operational,5
418,1902,C_BTC043,BTC041,2,operational,5
5006,1285,10_NU1 CalWater (Chico),R_10_NU1_CHWWTP,2,operational,5
2198,4956,R_07N_NA_CBD044,07N_NA Non-District,2,return,5
2498,829,CRK005,C_CRK005,2,operational,5
1343,4997,D_BGD000_17N_PR,17N_PR Gray Lodge WA,2,diversion,5
148,1958,C_JBC008,SEC009,2,operational,5
1549,1053,YUB002,C_YUB002,2,operational,5
163,2628,SLT009,D_SLT009_SCT000,2,operational,5
1016,338,I_DER001,DER001,2,operational,5
2022,1612,DRM002,C_DRM002,2,operational,5
1079,5801,SYC002,D_SYC002_BRR074,2,operational,5
697,1604,C_BRR060,RLLNS,2,operational,5
2190,1690,DRM008,C_DRM008,2,operational,5
2356,1216,DRM003,C_DRM003,2,operational,5
5516,1170,"24_NU1 Placer County WA (City of Auburn, Bowman, Ophir, Newcastle)",R_24_NU1_ABN027,2,operational,5
4024,2469,Inflow to Lake Valley Reservoir,I_LKVLY,2,operational,5
2507,3554,D_WTPFBN_26N_NU4,WTP FBN,2,diversion,5
2269,209,SAC063,C_SAC063,2,operational,5
591,2434,SAC062,C_SAC062,2,operational,5
87,555,SAC057,C_SAC057,2,operational,5
2366,2025,SAC050,C_SAC050,2,operational,5
2770,2330,SAC049,C_SAC049,2,operational,5
6911,2649,SG384_SAC048_67,SAC048,2,operational,5
2875,203,YBP007,C_YBP007,2,operational,5
203,2592,C_YBP007,YBP002,2,operational,5
2428,454,BRR074,C_BRR074,2,operational,5
4312,1618,Local Inflow to Middle Fork American River,I_MFA001,2,operational,5
768,5384,D_WTPVNY_26S_PU5,26S_PU5 Elk Grove WSC (East Elk Grove),2,diversion,5
186,2478,R_08N_SA2_CBD049,CBD049,2,return,5
5096,1462,03_PA Bella Vista WD,R_03_PA_SAC287,2,operational,5
393,4625,D_SAC109_08S_SA3,"08S_SA3 RD 108, River Garden Farms, Misc. Settlement Contractors",2,diversion,5
2464,4625,D_SAC121_08S_SA3,"08S_SA3 RD 108, River Garden Farms, Misc. Settlement Contractors",2,diversion,5
2745,2854,C_ORP000,TRNSF,2,operational,5
1128,2745,ORP000,C_ORP000,2,operational,5
1248,2840,C_CCC004,CCC007,2,operational,5
56,1319,I_LOSVQ,LOSVQ,2,operational,5
217,544,C_TRNSF,LVP007,2,operational,5
2854,217,TRNSF,C_TRNSF,2,operational,5
8,1476,OMR021,D_OMR021_ORP000,2,operational,5
156,1128,D_VCT002_ORP000,ORP000,2,diversion,5
8,223,OMR021,C_OMR021,2,operational,5
188,5940,OMR024,C_OMR024B,2,operational,5
861,267,C_OMR018,OMR014,2,operational,5
2067,861,OMR018,C_OMR018,2,operational,5
2020,899,D_RSL004_CCC004,CCC004,2,diversion,5
4008,1980,C_RSL001A,RSL004,2,operational,5
2051,2840,C_LVP007,CCC007,2,operational,5
267,825,OMR014,C_OMR014,2,operational,5
825,2191,C_OMR014,OMR013,2,operational,5
1077,4012,D_CCC019_CCWD,Contra Costa Water District,2,diversion,5
654,1560,R_17S_SA_SAC085,SAC085,2,return,5
1718,71,AMR007,C_AMR007,2,operational,5
871,2677,AMR009,C_AMR009,2,operational,5
2630,2333,BTC012,C_BTC012,2,operational,5
602,2630,C_LCC016,BTC012,2,operational,5
1256,143,SR_10_BTC017,BTC017,2,storage_return,5
1177,143,SR_09_BTC017,BTC017,2,storage_return,5
2818,1425,SAC162,C_SAC162,2,operational,5
985,1024,SAC168,C_SAC168,2,operational,5
2107,1100,SAC174,C_SAC174,2,operational,5
1538,412,C_CMT000,NBLDB,2,operational,5
1732,2221,C_FTR014,FTR012,2,operational,5
3738,2769,26N_NA Non-District,R_26N_NA_EMD007,2,operational,5
1219,1126,C_STH005,STH007,2,operational,5
74,1219,STH005,C_STH005,2,operational,5
2386,409,C_YUB034,YUB030,2,operational,5
2324,491,D_SBP012_DWRPS1,DWRPS1,2,diversion,5
491,2147,DWRPS1,D_DWRPS1_16_NA2,2,operational,5
1431,491,R_16_NA2_DWRPS1,DWRPS1,2,return,5
2048,491,R_16_SA_DWRPS1,DWRPS1,2,return,5
4542,1431,16_NA2 Non-district,R_16_NA2_DWRPS1,2,operational,5
5732,1944,SG336_SBP024_58,SBP024,2,operational,5
5200,2350,"11_NA Sutter Butte MWC, Non-District",R_11_NA_DWRPS2,2,operational,5
2350,1002,R_11_NA_DWRPS2,DWRPS2,2,return,5
6643,2015,16_PA Feather WD,R_16_PA_DWRPS2,2,operational,5
1887,343,FTR021,D_FTR021_16_SA,2,operational,5
494,4981,D_FTR018_16_SA,"16_SA Garden Highway MWC, Tudor ID, Oswald MWC, Misc. FRSA Diverters",2,diversion,5
2015,1002,R_16_PA_DWRPS2,DWRPS2,2,return,5
2825,1002,R_11_SA4_DWRPS2,DWRPS2,2,return,5
1002,251,DWRPS2,R_DWRPS2_SBP021,2,operational,5
6660,784,Trinity River,I_TRNTY,2,operational,5
2419,2647,SAC146,C_SAC146,2,operational,5
2212,1482,SAC141,C_SAC141,2,operational,5
51,2534,SAC129,C_SAC129,2,operational,5
2474,2108,SAC134,C_SAC134,2,operational,5
1949,663,SAC136,C_SAC136,2,operational,5
2652,138,R_15N_SA_FTR031,FTR031,2,return,5
2009,590,RFS14,R_RFS14_JCK002,2,operational,5
1963,762,I_LDC029,LDC029,2,operational,5
1416,1081,R_04_NU1_SAC240,SAC240,2,return,5
1081,2714,SAC240,D_SAC240_TCC001,2,operational,5
1662,1441,D_SAC224_04_NA,SAC224,2,diversion,5
2191,4203,OMR013,C_OMR013B,2,operational,5
1980,2020,RSL004,D_RSL004_CCC004,2,operational,5
2038,4008,RSL001,C_RSL001A,2,operational,5
899,1248,CCC004,C_CCC004,2,operational,5
2489,188,C_OMR027,OMR024,2,operational,5
5940,878,C_OMR024B,VCT002,2,operational,5
85,5746,D_FOLSM_WTPEDH,WTP EDH,2,diversion,5
6181,2795,C_WLW005,YBP023,2,operational,5
2674,1617,C_TCC031,TCC036,2,operational,5
2105,2436,FSC027,D_FSC027_MAQ012,2,operational,5
1731,2046,FSC025,C_FSC025,2,operational,5
2738,63,FSC015,C_FSC015,2,operational,5
5585,2269,SG373_SAC063_65,SAC063,2,operational,5
132,774,SR_17S_SSL001,SSL001,2,storage_return,5
1501,34,SAC099,D_SAC099_19_SA,2,operational,5
1302,1943,SAC115,D_SAC115_19_SA,2,operational,5
2287,2920,SAC092,C_SAC092,2,operational,5
1956,1984,SPT003,C_SPT003,2,operational,5
2550,2078,LWSTN,D_LWSTN_CCT011,2,operational,5
1761,15,CCT011,C_CCT011,2,operational,5
1392,233,D_WKYTN_SPT003,WKYTN,2,diversion,5
2372,687,R_CHWWTP_SAC195,SAC195,2,return,5
1949,1667,SAC136,D_SAC136_18_SA,2,operational,5
2912,2730,SAC188,C_SAC188,2,operational,5
5344,65,"09_SA2 RD 1004, Carter MWC, Jack Baber, Misc. Settlement Contractors",R_09_SA2_BTC007,2,operational,5
1763,1231,SP_SAC148_BTC003,BTC003,2,operational,5
970,966,SR_08N_SAC154,SAC154,2,storage_return,5
4902,1606,SG284_BTC036_52,BTC036,2,operational,5
5413,620,SG285_BTC032_52,BTC032,2,operational,5
6785,1225,WTP RSV,D_WTPRSV_26N_PU1,2,operational,5
4111,1427,Lake Folsom Local Inflow,I_FOLSM,2,operational,5
3,2524,SR_26S_NTOMA,NTOMA,2,storage_return,5
5746,5871,WTP EDH,D_WTPEDH_ELDID_NU3,2,operational,5
2696,1910,SAC301,C_SAC301,2,operational,5
6678,904,SG206_SAC294_32,SAC294,2,operational,5
2866,240,D_SAC296_02_SA,SAC296,2,diversion,5
963,2931,R_CCWWTP_SAC287,SAC287,2,return,5
2602,904,D_SAC294_03_PA,SAC294,2,diversion,5
731,484,SAC271,C_SAC271,2,operational,5
4782,240,SG205_SAC296_32,SAC296,2,operational,5
6141,863,S_KSWCK,C_KSWCK,2,operational,5
699,4256,BLKBT,E_BLKBT,2,operational,5
690,6151,BRYSA,E_BRYSA,2,operational,5
2843,4066,CMBIE,E_CMBIE,2,operational,5
1197,3667,EPARK,E_EPARK,2,operational,5
2595,3546,INDVL,E_INDVL,2,operational,5
2620,4532,LGRSV,E_LGRSV,2,operational,5
879,6229,MERLC,E_MERLC,2,operational,5
412,6244,NBLDB,E_NBLDB,2,operational,5
2524,6133,NTOMA,E_NTOMA,2,operational,5
1439,5896,OROVL,E_OROVL,2,operational,5
1604,4209,RLLNS,E_RLLNS,2,operational,5
1097,5321,SGRGE,E_SGRGE,2,operational,5
256,4972,SHSTA,E_SHSTA,2,operational,5
2528,4455,SLYCK,E_SLYCK,2,operational,5
1291,5960,THRMA,E_THRMA,2,operational,5
6650,1183,SG223_SAC265_37,SAC265,2,operational,5
4508,1698,SG217_SAC269_34,SAC269,2,operational,5
1929,2499,PYN001,C_PYN001,2,operational,5
6578,2853,SG237_ELD027_42,ELD027,2,operational,5
6492,1147,SG238_ELD022_42,ELD022,2,operational,5
4448,1059,SG239_ELD017_42,ELD017,2,operational,5
6430,269,SG240_ELD012_42,ELD012,2,operational,5
3537,1633,SG233_ANT010_40,ANT010,2,operational,5
6749,741,SG243_MLC006_43,MLC006,2,operational,5
6828,2724,SG244_MLC004_43,MLC004,2,operational,5
1635,349,NFY017,C_NFY017,2,operational,5
5168,2194,Local Inflow to Rollins Reservoir,I_RLLNS,2,operational,5
5582,2569,Local Inflow to Combie Reservoir,I_CMBIE,2,operational,5
2226,459,MNS000,C_MNS000,2,operational,5
5698,2703,Little Chico Creek,I_LCC038,2,operational,5
2110,334,C_GCC065,GCC065,2,operational,5
233,3556,WKYTN,E_WKYTN,2,operational,5
2340,3851,TRNTY,E_TRNTY,2,operational,5
417,1991,C_CLR011,CLR009,2,operational,5
2715,5602,D_MTC000_09_NA,"09_NA Llano Seco Rancho, Dayton MWC, Non-District",2,diversion,5
373,2512,MTC000,D_MTC000_09_PR,2,operational,5
1303,373,D_SAC196_MTC000,MTC000,2,diversion,5
908,1303,SAC196,D_SAC196_MTC000,2,operational,5
373,2715,MTC000,D_MTC000_09_NA,2,operational,5
154,757,TCC022,C_TCC022,2,operational,5
2694,908,SR_05_SAC196,SAC196,2,storage_return,5
908,2623,SAC196,C_SAC196,2,operational,5
687,2086,SAC195,C_SAC195,2,operational,5
1285,1723,R_10_NU1_CHWWTP,CHWWTP,2,return,5
4732,1033,Local Inflow: Paige Boulder and Andrews Creek,I_CLR011,2,operational,5
1819,2374,SAC193,SP_SAC193_BTC003,2,operational,5
1157,1090,D_CBC001_CCK036,CCK036,2,diversion,5
137,1335,C_NFA054,NFA048,2,operational,5
6819,2502,D_CYN010_TWL005,TWL005,2,diversion,5
922,6819,CYN010,D_CYN010_TWL005,2,operational,5
922,683,CYN010,C_CYN010,2,operational,5
112,2356,C_LVC001,DRM003,2,operational,5
492,112,LVC001,C_LVC001,2,operational,5
2912,1946,SAC188,SP_SAC188_BTC003,2,operational,5
2364,2619,SP_SAC159_BTC003,SAC159,2,operational,5
2494,1763,SAC148,SP_SAC148_BTC003,2,operational,5
226,2254,DRM009,C_DRM009,2,operational,5
2669,1341,DRM011,C_DRM011,2,operational,5
422,2016,D_SPLDG_DRM000,DRM000,2,diversion,5
339,2453,BCC014,C_BCC014,2,operational,5
2453,480,C_BCC014,BCC012,2,operational,5
5092,2240,Big Chico Creek,I_BCC014,2,operational,5
2240,339,I_BCC014,BCC014,2,operational,5
5898,2139,Minor North-East Streams,I_MNS000,2,operational,5
2139,2226,I_MNS000,MNS000,2,operational,5
2975,259,BRR017,D_BRR017_23_NA,2,operational,5
948,2368,C_CBC000,CBC000,2,operational,5
948,512,C_CBC000,CBC001,2,operational,5
391,2221,C_BRR004,FTR012,2,operational,5
1952,1695,LBC001,C_LBC001,2,operational,5
407,595,LBC010,C_LBC010,2,operational,5
2858,2634,BEC000,C_BEC000,2,operational,5
1264,40,BEC021,C_BEC021,2,operational,5
2254,2669,C_DRM009,DRM011,2,operational,5
821,3579,FOLSM,E_FOLSM,2,operational,5
273,652,YUB023,C_YUB023,2,operational,5
883,1184,YUB024,C_YUB024,2,operational,5
2589,423,YUB014,C_YUB014,2,operational,5
1044,867,YUB013,C_YUB013,2,operational,5
3791,1258,Local Inflow to Englebright Reservoir,I_ENGLB,2,operational,5
164,421,SR_23_BRR011,BRR011,2,storage_return,5
2205,599,WSE004,D_WSE004_24_NA1,2,operational,5
1987,742,LBC040,C_LBC040,2,operational,5
2821,2326,STH001,C_STH001,2,operational,5
6621,1266,Local Inflow to Camp Far West Reservoir,I_CMPFW,2,operational,5
1213,426,BRR031,C_BRR031,2,operational,5
814,2345,C_BRR028,BRR028,2,operational,5
2642,1582,BRR023,C_BRR023,2,operational,5
2975,2862,BRR017,C_BRR017,2,operational,5
737,391,BRR004,C_BRR004,2,operational,5
1705,2104,C_BEC022,BEC024,2,operational,5
2587,1450,C_CBD044,CBD044,2,operational,5
4625,609,"08S_SA3 RD 108, River Garden Farms, Misc. Settlement Contractors",R_08S_SA3_RFS8S,2,operational,5
5386,2822,SG326_CBD018_56,CBD018,2,operational,5
5587,2907,SG210_SAC277_32,SAC277,2,operational,5
6265,1656,SG216_SAC275_34,SAC275,2,operational,5
2616,1773,SAC178,SP_SAC178_BTC003,2,operational,5
1773,1231,SP_SAC178_BTC003,BTC003,2,operational,5
2698,1097,I_SGRGE,SGRGE,2,operational,5
1839,72,CSL005,D_CSL005_25_NA,2,operational,5
2918,2701,RFS25,R_RFS25_CSL005,2,operational,5
2701,1839,R_RFS25_CSL005,CSL005,2,return,5
4613,4473,CSL004,C_CSL004B,2,operational,5
826,1839,C_YBP002,CSL005,2,operational,5
901,1321,R_RFS18_SBP021,RFS18,2,return,5
1270,1791,BSL000,D_BSL000_SAC141,2,operational,5
627,4478,BSL001,C_BSL001A,2,operational,5
627,315,BSL001,D_BSL001_18_NA,2,operational,5
4798,1560,SG331_SAC085_57,SAC085,2,operational,5
604,2492,SP_SAC083_YBP037,YBP037,2,operational,5
1943,4177,D_SAC115_19_SA,"19_SA Sutter MWC (part), Pelger MWC, Bardis et al., Misc. Settlement Contractors",2,diversion,5
34,4177,D_SAC099_19_SA,"19_SA Sutter MWC (part), Pelger MWC, Bardis et al., Misc. Settlement Contractors",2,diversion,5
2812,774,C_RD1500,SSL001,2,operational,5
813,66,R_19_SA_RD1500,RD1500,2,return,5
4177,813,"19_SA Sutter MWC (part), Pelger MWC, Bardis et al., Misc. Settlement Contractors",R_19_SA_RD1500,2,operational,5
1228,4177,D_SAC122_19_SA,"19_SA Sutter MWC (part), Pelger MWC, Bardis et al., Misc. Settlement Contractors",2,diversion,5
2385,2216,FTR008,C_FTR008,2,operational,5
346,2385,C_FTR012,FTR008,2,operational,5
2145,2250,STH000,C_STH000,2,operational,5
3604,2953,22_SA2 Misc. FRSA Diverters,R_22_SA2_SAC083,2,operational,5
2802,3604,D_FTR003_22_SA2,22_SA2 Misc. FRSA Diverters,2,diversion,5
917,291,SAC083,D_SAC083_21_SA,2,operational,5
478,538,C_KLR005,KLR005,2,operational,5
1879,1811,C_KLR006,YBP034,2,operational,5
6214,538,D_CBD000_KLR005,KLR005,2,diversion,5
538,1318,KLR005,D_KLR005_21_PA,2,operational,5
472,2303,FTR068,D_FTR068_THRMF,2,operational,5
1683,1762,WEC005,D_WEC005_BTC032,2,operational,5
143,1906,BTC017,C_BTC017,2,operational,5
4824,877,SG290_BTC007_52,BTC007,2,operational,5
877,1093,BTC007,C_BTC007,2,operational,5
920,2498,D_BTC012_CRK005,CRK005,2,diversion,5
2630,1900,BTC012,D_BTC012_09_SA2,2,operational,5
351,1528,R_17S_PR_SBP021,SBP021,2,return,5
251,1528,R_DWRPS2_SBP021,SBP021,2,return,5
1528,99,SBP021,D_SBP021_DWRPS2,2,operational,5
99,1002,D_SBP021_DWRPS2,DWRPS2,2,diversion,5
5546,1528,SG337_SBP021_58,SBP021,2,operational,5
1470,928,R_DWRPS1_SBP012,SBP012,2,return,5
491,1470,DWRPS1,R_DWRPS1_SBP012,2,operational,5
928,2324,SBP012,D_SBP012_DWRPS1,2,operational,5
280,6643,D_FTR021_16_PA,16_PA Feather WD,2,diversion,5
624,927,R_24_NA2_ABN000,ABN000,2,return,5
1029,1406,SR_13_RFS13,RFS13,2,storage_return,5
2544,1658,I_SFF011,SFF011,2,operational,5
185,1295,I_WBF006,WBF006,2,operational,5
4941,121,Philbrook Creek,I_RVPHB,2,operational,5
385,39,WBF030,C_WBF030,2,operational,5
39,2313,C_WBF030,WBF015,2,operational,5
1856,821,C_NFA011,FOLSM,2,operational,5
6192,401,26N_NU3 City of Sacramento North of River,R_26N_NU3_SRWWTP,2,operational,5
1260,1755,C_DCK012,EMD007,2,operational,5
1755,271,EMD007,C_EMD007,2,operational,5
109,2498,R_17N_PR_CRK005,CRK005,2,return,5
4997,109,17N_PR Gray Lodge WA,R_17N_PR_CRK005,2,operational,5
2245,1597,RFS11,R_RFS11_WWC006,2,operational,5
2403,4997,D_JBC002_17N_PR,17N_PR Gray Lodge WA,2,diversion,5
2946,2498,R_11_SA2_CRK005,CRK005,2,return,5
2546,1343,BGD000,D_BGD000_17N_PR,2,operational,5
1896,2498,C_BGD000,CRK005,2,operational,5
2536,1987,D_WSE003_LBC040,LBC040,2,diversion,5
2121,2199,C_CLRLK,CCH083,2,operational,5
979,972,C_CCH083,CCH075,2,operational,5
231,972,C_CCH075,CCH075,2,operational,5
231,2200,C_CCH075,CCH058,2,operational,5
202,1364,C_INDVL,NFC013,2,operational,5
2425,1364,C_NFC013,NFC013,2,operational,5
2425,793,C_NFC013,NFC005,2,operational,5
1169,2868,I_CCH053,CCH053,2,operational,5
790,613,SR_20_CCH032,CCH032,2,storage_return,5
594,2008,C_CCH030,CCH023,2,operational,5
1640,2785,CCH017,C_CCH017,2,operational,5
938,1640,C_CCH023,CCH017,2,operational,5
2785,558,C_CCH017,CCH012,2,operational,5
1547,2982,C_CCH012,CCH006,2,operational,5
1387,374,CCH003,C_CCH003,2,operational,5
798,1387,C_CCH006,CCH003,2,operational,5
374,1766,C_CCH003,YBP032,2,operational,5
6844,6226,R_20_NA2_WLW000,WLW000,2,return,5
4612,4027,20_NA1 Yolo County FCWCD,R_20_NA1_WLW000,2,operational,5
3689,1086,SG397_YBP026_68,YBP026,2,operational,5
2795,196,YBP023,D_YBP023_21_SA,2,operational,5
690,111,BRYSA,C_BRYSA,2,operational,5
111,1041,C_BRYSA,PTH030,2,operational,5
2614,1740,C_PTH030,PTH024,2,operational,5
159,875,C_PTH024,PTH021,2,operational,5
875,13,PTH021,C_PTH021,2,operational,5
13,126,C_PTH021,PTH020,2,operational,5
2577,769,C_PTH020,PTH015,2,operational,5
2980,1734,C_PTH015,PTH011,2,operational,5
2798,114,C_PTH011,PTH007,2,operational,5
388,114,C_PTH007,PTH007,2,operational,5
5765,2014,SG407_YBP016_70,YBP016,2,operational,5
5426,2433,SG408_YBP014_70,YBP014,2,operational,5
6268,1243,SG409_YBP011_70,YBP011,2,operational,5
2163,2487,PSC003,D_PSC003_25_PA1,2,operational,5
7045,2358,25_PA1 Solano ID (North),R_25_PA1_RFS25,2,operational,5
1740,1785,PTH024,D_PTH024_PSC003,2,operational,5
2163,14,PSC003,D_PSC003_20_PA,2,operational,5
5805,1069,20_PA UC Davis,R_20_PA_PTH011,2,operational,5
4833,1337,25_PA2 Maine Prarie WD,R_25_PA2_CSL005,2,operational,5
1337,1839,R_25_PA2_CSL005,CSL005,2,return,5
1440,6467,D_PSC015_CSPSO,Solano State Prison,2,diversion,5
