short_code,river,arc_id,arc_type_id,name,description,type,sub_type,from_node_id,to_node_id,hydrologic_region_id,shape_length,model_source_id,source_id,is_reversible,flow_capacity,parent_arc_id,integration_status_id,network_version_id,is_active,connectivity_status,has_gis
C_MCLRE,MCD,C_MCLRE,8.0,Merced River,,CH,ST,,,2,10170.5082292683,1,4,,,,1,12,True,connected,True
R_02_PU_CCWWTP,,R_02_PU_CCWWTP,,Unlabeled Return Flow,,RT,,,,1,10844.2503471098,1,4,,,,1,12,True,connected,True
R_02_SU_CCWWTP,,R_02_SU_CCWWTP,,Unlabeled Return Flow,,RT,,,,1,8747.77434711002,1,4,,,,1,12,True,connected,True
D_WKYTN_SPT003,,D_WKYTN_SPT003,10.0,,,D,,,,1,8414.28827509472,1,4,,,,1,12,True,connected,True
R_02_PA_SAC273,,R_02_PA_SAC273,,,,RT,,,,1,31789.3129009586,1,4,,,,1,12,True,connected,True
R_03_PU1_KSWCK,,R_03_PU1_KSWCK,,,,RT,,,,1,12565.9686999992,1,4,,,,1,12,True,connected,True
D_SAC296_WTPFTH,,D_SAC296_WTPFTH,10.0,,,D,,,,1,2558.21490340871,1,4,,,,1,12,True,connected,True
D_WTPBLV_03_PU2,,D_WTPBLV_03_PU2,10.0,,,D,,,,1,12592.3685999988,1,4,,,,1,12,True,connected,True
R_03_SU_SWWWTP,,R_03_SU_SWWWTP,,Unlabeled Return Flow,,RT,,,,1,28807.5225212028,1,4,,,,1,12,True,connected,True
R_03_PU2_SWWWTP,,R_03_PU2_SWWWTP,,Unlabeled Return Flow,,RT,,,,1,19196.856432134,1,4,,,,1,12,True,connected,True
R_SWWWTP_SAC281,,R_SWWWTP_SAC281,,,,RT,,,,1,844.478500001132,1,4,,,,1,12,True,connected,True
R_03_PA_SAC287,,R_03_PA_SAC287,,,,RT,,,,1,11115.8402887691,1,4,,,,1,12,True,connected,True
D_SAC294_03_PA,,D_SAC294_03_PA,10.0,,,D,,,,1,7528.73629999906,1,4,,,,1,12,True,connected,True
D_SAC289_03_SA,,D_SAC289_03_SA,10.0,,,D,,,,1,8093.81579999905,1,4,,,,1,12,True,connected,True
D_COW014_03_NA,,D_COW014_03_NA,10.0,,,D,,,,1,8498.62663242648,1,4,,,,1,12,True,connected,True
R_03_PU3_SWWWTP,,R_03_PU3_SWWWTP,,Unlabeled Return Flow,,RT,,,,1,29454.6830195342,1,4,,,,1,12,True,connected,True
C_BCN010,BCN,C_BCN010,8.0,Bear Creek (North),,CH,ST,,,1,8046.70391393193,1,4,,,,1,12,True,connected,True
D_BTL006_03_NA,,D_BTL006_03_NA,10.0,,,D,,,,1,11089.0959278861,1,4,,,,1,12,True,connected,True
R_03_NA_SAC269,,R_03_NA_SAC269,,Unlabeled Return Flow,,RT,,,,1,17757.6290153161,1,4,,,,1,12,True,connected,True
R_03_SA_SAC281,,R_03_SA_SAC281,,Unlabeled Return Flow,,RT,,,,1,3597.63852883994,1,4,,,,1,12,True,connected,True
D_SAC296_02_SA,,D_SAC296_02_SA,10.0,,,D,,,,1,30599.0202105357,1,4,,,,1,12,True,connected,True
C_BCN005,BCN,C_BCN005,8.0,Bear Creek (North),,CH,ST,,,1,8046.73608660723,1,4,,,,1,12,True,connected,True
D_CWD009_02_NA,,D_CWD009_02_NA,10.0,,,D,,,,1,6272.78029999975,1,4,,,,1,12,True,connected,True
R_02_NA_CWD004,,R_02_NA_CWD004,,,,RT,,,,1,6623.6166000003,1,4,,,,1,12,True,connected,True
R_02_SA_SAC273,,R_02_SA_SAC273,,,,RT,,,,1,4932.99880000018,1,4,,,,1,12,True,connected,True
I_SCW008,,I_SCW008,18.0,,,IN,LI,,,1,7499.99994832436,1,4,,,,1,12,True,connected,True
I_TRNTY,,I_TRNTY,18.0,,,IN,LI,,,1,7500.0,1,4,,,,1,12,True,connected,True
I_SHSTA,,I_SHSTA,18.0,,,IN,LI,,,1,7499.99999057782,1,4,,,,1,12,True,connected,True
I_CLR011,,I_CLR011,18.0,,,IN,LI,,,1,7499.99999240529,1,4,,,,1,12,True,connected,True
I_COW014,,I_COW014,18.0,,,IN,LI,,,1,7499.99990852888,1,4,,,,1,12,True,connected,True
I_BCN010,,I_BCN010,18.0,,,IN,LI,,,1,7500.00001214331,1,4,,,,1,12,True,connected,True
I_BTL006,,I_BTL006,18.0,,,IN,LI,,,1,7499.99999296668,1,4,,,,1,12,True,connected,True
I_PYN001,,I_PYN001,18.0,,,IN,LI,,,1,7500.00002760164,1,4,,,,1,12,True,connected,True
I_ANT011,,I_ANT011,18.0,,,IN,LI,,,1,7499.99994068026,1,4,,,,1,12,True,connected,True
I_ELD027,,I_ELD027,18.0,,,IN,LI,,,1,7499.99993414466,1,4,,,,1,12,True,connected,True
I_THM028,,I_THM028,18.0,,,IN,LI,,,1,7500.0000124589,1,4,,,,1,12,True,connected,True
I_MLC006,,I_MLC006,18.0,,,IN,LI,,,1,7499.99996890575,1,4,,,,1,12,True,connected,True
I_DRC012,,I_DRC012,18.0,,,IN,LI,,,1,7499.99999899586,1,4,,,,1,12,True,connected,True
I_BCC014,,I_BCC014,18.0,,,IN,LI,,,1,7499.99996034908,1,4,,,,1,12,True,connected,True
I_BTC060,,I_BTC060,18.0,,,IN,LI,,,1,7500.00005451113,1,4,,,,1,12,True,connected,True
D_ANT010_05_NA,,D_ANT010_05_NA,10.0,,,D,,,,1,30145.3538999995,1,4,,,,1,12,True,connected,True
D_DRC010_05_NA,,D_DRC010_05_NA,10.0,,,D,,,,1,5708.98860000074,1,4,,,,1,12,True,connected,True
D_MLC006_05_NA,,D_MLC006_05_NA,10.0,,,D,,,,1,6793.39684602262,1,4,,,,1,12,True,connected,True
D_TCC001_CCL005,CCL,D_TCC001_CCL005,11.0,Corning Canal,,D,CL,,,1,8046.72006259662,1,4,,,,1,12,True,connected,True
D_SAC224_04_NA,,D_SAC224_04_NA,10.0,,,D,,,,1,9627.7621545817,1,4,,,,1,12,True,connected,True
D_ELD012_04_NA,,D_ELD012_04_NA,10.0,,,D,,,,1,19636.8902664242,1,4,,,,1,12,True,connected,True
D_THM012_04_NA,,D_THM012_04_NA,10.0,,,D,,,,1,15318.6111000003,1,4,,,,1,12,True,connected,True
D_CCL005_04_PA1,,D_CCL005_04_PA1,10.0,,,D,,,,1,12745.4526000014,1,4,,,,1,12,True,connected,True
R_04_PA1_THM005,,R_04_PA1_THM005,,,,RT,,,,1,3948.48119999934,1,4,,,,1,12,True,connected,True
R_04_PA2_SAC207,,R_04_PA2_SAC207,,Unlabeled Return Flow,,RT,,,,1,15554.62306151,1,4,,,,1,12,True,connected,True
R_04_NA_SAC207,,R_04_NA_SAC207,,Unlabeled Return Flow,,RT,,,,1,21486.1345615101,1,4,,,,1,12,True,connected,True
R_05_NA_SAC201,,R_05_NA_SAC201,,,,RT,,,,1,28428.8747508357,1,4,,,,1,12,True,connected,True
I_BLKBT,,I_BLKBT,18.0,,,IN,LI,,,1,7500.00002762269,1,4,,,,1,12,True,connected,True
I_SGRGE,,I_SGRGE,18.0,,,IN,LI,,,1,7500.00002951294,1,4,,,,1,12,True,connected,True
I_EPARK,,I_EPARK,18.0,,,IN,LI,,,1,7499.99997172656,1,4,,,,1,12,True,connected,True
D_STN026_06_PA,,D_STN026_06_PA,10.0,,,D,,,,1,13677.0888311613,1,4,,,,1,12,True,connected,True
D_STN021_06_PA,,D_STN021_06_PA,10.0,,,D,,,,1,9210.3166845105,1,4,,,,1,12,True,connected,True
D_TCC036_07N_PA,,D_TCC036_07N_PA,10.0,,,D,,,,1,15726.317999999,1,4,,,,1,12,True,connected,True
R_07N_NA_CBD044,,R_07N_NA_CBD044,,Unlabeled Return Flow,,RT,,,,1,43258.493393442,1,4,,,,1,12,True,connected,True
R_07N_PA_CBD044,,R_07N_PA_CBD044,,,,RT,,,,1,40151.8916756438,1,4,,,,1,12,True,connected,True
D_BTC045_ESL008,,D_BTC045_ESL008,10.0,,,D,,,,1,13531.2960612411,1,4,,,,1,12,True,connected,True
D_MTC000_09_SA1,,D_MTC000_09_SA1,10.0,,,D,,,,1,4013.48487439032,1,4,,,,1,12,True,connected,True
D_MTC000_09_NA,,D_MTC000_09_NA,10.0,,,D,,,,1,13152.0876335088,1,4,,,,1,12,True,connected,True
R_09_SA2_BTC007,,R_09_SA2_BTC007,,Unlabeled Return Flow,,RT,,,,1,4518.55246871295,1,4,,,,1,12,True,connected,True
R_09_PR_LCC016,,R_09_PR_LCC016,,,,RT,,,,1,5839.59057434325,1,4,,,,1,12,True,connected,True
R_09_NA_LCC016,,R_09_NA_LCC016,,Unlabeled Return Flow,,RT,,,,1,8755.14534477296,1,4,,,,1,12,True,connected,True
C_ESL008,ESL,C_ESL008,8.0,Edgar Slough/Cherokee Creek,,CH,ST,,,1,8413.71819016049,1,4,,,,1,12,True,connected,True
R_16_NA1_DWRPS2,,R_16_NA1_DWRPS2,,,,RT,,,,1,10774.2839881888,1,4,,,,1,12,True,connected,True
C_THRMA,,C_THRMA,8.0,Conceptual Thermalito Afterbay,,CH,ST,,,1,5255.02972069653,1,4,,,,1,12,True,connected,True
C_TAB000,TAB,C_TAB000,8.0,Thermalito Afterbay Outlet,,CH,ST,,,1,417.126957127597,1,4,,,,1,12,True,connected,True
SP_SAC188_BTC003,,SP_SAC188_BTC003,,,,SP,,,,1,47473.8837299438,1,4,,,,1,12,True,connected,True
SP_SAC159_BTC003,,SP_SAC159_BTC003,,,,SP,,,,1,18255.9684000006,1,4,,,,1,12,True,connected,True
SP_SAC148_BTC003,,SP_SAC148_BTC003,,,,SP,,,,1,5147.56230000034,1,4,,,,1,12,True,connected,True
D_SAC162_09_SA2,,D_SAC162_09_SA2,10.0,,,D,,,,1,11510.5718999999,1,4,,,,1,12,True,connected,True
D_BTC043_10_NA,,D_BTC043_10_NA,10.0,,,D,,,,1,11552.5273866021,1,4,,,,1,12,True,connected,True
R_10_NA_BTC032,,R_10_NA_BTC032,,,,RT,,,,1,10671.8400935383,1,4,,,,1,12,True,connected,True
I_OROVL,,I_OROVL,18.0,,,IN,LI,,,1,7499.99999412525,1,4,,,,1,12,True,connected,True
C_FTR074,FTR,C_FTR074,8.0,Feather River,,CH,ST,,,1,2615.07590233993,1,4,,,,1,12,True,connected,True
R_13_NU1_ORWWTP,,R_13_NU1_ORWWTP,,,,RT,,,,1,4500.0,1,4,,,,1,12,True,connected,True
R_07N_NU_CBD049,,R_07N_NU_CBD049,,,,RT,,,,1,30949.3817000007,1,4,,,,1,12,True,connected,True
R_ORWWTP_FTR063,,R_ORWWTP_FTR063,,,,RT,,,,1,1450.49656375555,1,4,,,,1,12,True,connected,True
R_RFS13_HON004,,R_RFS13_HON004,,,,RT,,,,1,14278.7583365627,1,4,,,,1,12,True,connected,True
R_12_NU1_ORWWTP,,R_12_NU1_ORWWTP,,,,RT,,,,1,2665.5171592721,1,4,,,,1,12,True,connected,True
D_THRMF_11_NU1,,D_THRMF_11_NU1,10.0,,,D,,,,1,2442.57380000036,1,4,,,,1,12,True,connected,True
D_FTR068_THRMF,,D_FTR068_THRMF,10.0,Thermalito Forebay/Power Canal,,D,,,,1,7668.32731472269,1,4,,,,1,12,True,connected,True
R_11_NU1_ORWWTP,,R_11_NU1_ORWWTP,,,,RT,,,,1,6046.02070000023,1,4,,,,1,12,True,connected,True
I_HON021,,I_HON021,18.0,,,IN,LI,,,1,7499.99994718767,1,4,,,,1,12,True,connected,True
I_MERLC,,I_MERLC,18.0,,,IN,LI,,,1,7500.0000853124,1,4,,,,1,12,True,connected,True
I_ENGLB,,I_ENGLB,18.0,,,IN,LI,,,1,7500.00006803214,1,4,,,,1,12,True,connected,True
I_CMPFW,,I_CMPFW,18.0,,,IN,LI,,,1,7500.00000654412,1,4,,,,1,12,True,connected,True
D_BGD000_17N_PR,,D_BGD000_17N_PR,10.0,,,D,,,,1,13602.4237602485,1,4,,,,1,12,True,connected,True
R_17N_PR_CRK005,,R_17N_PR_CRK005,,,,RT,,,,1,5000.0,1,4,,,,1,12,True,connected,True
SR_11_BTC017,,SR_11_BTC017,,,,SR,,,,1,2499.9998477507,1,4,,,,1,12,True,connected,True
C_CRK005,CRK,C_CRK005,1.0,Cherokee Canal,,CH,,,,1,15516.4733000007,1,4,,,,1,12,True,connected,True
D_BTC012_CRK005,,D_BTC012_CRK005,10.0,,,D,,,,1,1642.76419750955,1,4,,,,1,12,True,connected,True
D_CRK005_17N_NR,,D_CRK005_17N_NR,10.0,,,D,,,,1,1463.55985762698,1,4,,,,1,12,True,connected,True
R_11_SA1_CRK005,,R_11_SA1_CRK005,,,,RT,,,,1,25341.7063685553,1,4,,,,1,12,True,connected,True
D_BTC036_10_NA,,D_BTC036_10_NA,10.0,,,D,,,,1,4500.0,1,4,,,,1,12,True,connected,True
D_WTPJJO_50_PU,,D_WTPJJO_50_PU,10.0,,,D,,,,2,8045.36310000159,1,4,,,,1,12,True,connected,True
D_DMC034_71_PA2,,D_DMC034_71_PA2,10.0,,,D,,,,2,3637.50899999961,1,4,,,,1,12,True,connected,True
D_DMC030_71_PA1,,D_DMC030_71_PA1,10.0,,,D,,,,2,2594.89690782078,1,4,,,,1,12,True,connected,True
D_SJR082_71_PA2,,D_SJR082_71_PA2,10.0,,,D,,,,2,9227.99789999984,1,4,,,,1,12,True,connected,True
D_CHW017_64_PA2,,D_CHW017_64_PA2,10.0,,,D,,,,2,3592.75720000081,1,4,,,,1,12,True,connected,True
C_MPS038,MPS,C_MPS038,8.0,Mariposa Creek,,CH,ST,,,2,61155.8160323555,1,4,,,,1,12,True,connected,True
C_OWN040,OWN,C_OWN040,8.0,Owens Creek,,CH,ST,,,2,45606.3223230962,1,4,,,,1,12,True,connected,True
C_EBP042,EBP,C_EBP042,2.0,Eastside Bypass,,CH,BP,,,2,2013.56359814413,1,4,,,,1,12,True,connected,True
D_MCD042_63_NA2,,D_MCD042_63_NA2,10.0,,,D,,,,2,12543.6781317079,1,4,,,,1,12,True,connected,True
C_MCD036,MCD,C_MCD036,8.0,Merced River,,CH,ST,,,2,5192.78887251395,1,4,,,,1,12,True,connected,True
C_LOSVQ,,C_LOSVQ,4.0,,,CH,CL,,,1,19898.329278658,1,4,,,,1,12,True,connected,True
I_LOSVQ,,I_LOSVQ,18.0,,,IN,LI,,,1,7500.00005812433,1,4,,,,1,12,True,connected,True
D_PSC033_VJB000,,D_PSC033_VJB000,10.0,,,D,,,,1,1622.42490000091,1,4,,,,1,12,True,connected,True
R_71_PA8_RFS71A,,R_71_PA8_RFS71A,,,,RT,,,,2,2600.0,1,4,,,,1,12,True,connected,True
D_CAA012_71_PU1,,D_CAA012_71_PU1,10.0,,,D,,,,2,601.229300000705,1,4,,,,1,12,True,connected,True
D_DMC016_WTPJJO,,D_DMC016_WTPJJO,10.0,,,D,,,,2,952.551099999808,1,4,,,,1,12,True,connected,True
R_71_PA2_SJR075,,R_71_PA2_SJR075,,,,RT,,,,2,11676.1345794942,1,4,,,,1,12,True,connected,True
D_RFS13_12_NA,,D_RFS13_12_NA,10.0,,,D,,,,1,10043.3472999996,1,4,,,,1,12,True,connected,True
D_FTR059_12_SA,,D_FTR059_12_SA,10.0,,,D,,,,1,9062.62149999849,1,4,,,,1,12,True,connected,True
R_12_NA_HON004,,R_12_NA_HON004,,,,RT,,,,1,7031.05250000022,1,4,,,,1,12,True,connected,True
C_ORT001,ORT,C_ORT001,8.0,Orestimba Creek,,CH,ST,,,2,2118.90725820487,1,4,,,,1,12,True,connected,True
C_LBN012,LBN,C_LBN012,8.0,Los Banos Creek,,CH,ST,,,2,6111.68082107333,1,4,,,,1,12,True,connected,True
D_SAC159_08N_SA1,,D_SAC159_08N_SA1,10.0,,,D,,,,1,5702.02669669749,1,4,,,,1,12,True,connected,True
SR_71_SJR075,,SR_71_SJR075,,,,SR,,,,2,2500.00011310988,1,4,,,,1,12,True,connected,True
SR_61_SJR075,,SR_61_SJR075,,,,SR,,,,2,2500.00011599759,1,4,,,,1,12,True,connected,True
C_ESTMN,CHW,C_ESTMN,8.0,Chowchilla River,,CH,ST,,,2,662.437312209226,1,4,,,,1,12,True,connected,True
D_SAC240_05_NA,,D_SAC240_05_NA,10.0,,,D,,,,1,32710.5269373337,1,4,,,,1,12,True,connected,True
D_FOLSM_26S_NU4,,D_FOLSM_26S_NU4,10.0,,,D,,,,1,12866.4896797668,1,4,,,,1,12,True,connected,True
D_RFS64_64_NA2,,D_RFS64_64_NA2,10.0,,,D,,,,2,7623.67784415857,1,4,,,,1,12,True,connected,True
R_RFS64_EBP022,,R_RFS64_EBP022,,,,RT,,,,2,5390.7229000004,1,4,,,,1,12,True,connected,True
C_DCM019,DCM,C_DCM019,8.0,Dry Creek (Merced),,CH,ST,,,2,30498.3511300413,1,4,,,,1,12,True,connected,True
D_MOK050_60N_NA5,,D_MOK050_60N_NA5,10.0,,,D,,,,2,4638.25123751581,1,4,,,,1,12,True,connected,True
C_TRNSF,,C_TRNSF,4.0,Los Vaqueros Pipeline,,CH,CL,,,1,11362.0542383403,1,4,,,,1,12,True,connected,True
SR_60S_SJR043,,SR_60S_SJR043,,,,SR,,,,2,2500.00006651495,1,4,,,,1,12,True,connected,True
R_RFS11_BGD000,,R_RFS11_BGD000,,,,RT,,,,1,3465.74139999971,1,4,,,,1,12,True,connected,True
D_THRMA_WEC000,,D_THRMA_WEC000,10.0,,,D,,,,1,2984.85639095493,1,4,,,,1,12,True,connected,True
D_THRMA_JBC000,,D_THRMA_JBC000,10.0,,,D,,,,1,5657.44181882213,1,4,,,,1,12,True,connected,True
C_BGD000,BGD,C_BGD000,4.0,Biggs-West Gridley Drain,,CH,CL,,,1,16349.30819676,1,4,,,,1,12,True,connected,True
D_SEC009_17S_PR,SEC,D_SEC009_17S_PR,11.0,Butte-Sutter Extension Canal,,D,CL,,,1,28877.3684108536,1,4,,,,1,12,True,connected,True
SR_21_YBP032,,SR_21_YBP032,,,,SR,,,,1,2499.99988601859,1,4,,,,1,12,True,connected,True
D_CBD028_08S_PA,,D_CBD028_08S_PA,10.0,,,D,,,,1,18772.7612849648,1,4,,,,1,12,True,connected,True
R_08S_PA_CBD012,,R_08S_PA_CBD012,,,,RT,,,,1,8368.66389999911,1,4,,,,1,12,True,connected,True
R_RFS8S_SAC097,,R_RFS8S_SAC097,,,,RT,,,,1,6663.17520000041,1,4,,,,1,12,True,connected,True
R_RFS8S_SAC093,,R_RFS8S_SAC093,,,,RT,,,,1,9450.91624950279,1,4,,,,1,12,True,connected,True
D_SAC121_08S_SA3,,D_SAC121_08S_SA3,10.0,,,D,,,,1,15220.508633683,1,4,,,,1,12,True,connected,True
D_SAC136_18_SA,,D_SAC136_18_SA,10.0,,,D,,,,1,9031.44513659392,1,4,,,,1,12,True,connected,True
D_SBP028_17S_PR,,D_SBP028_17S_PR,10.0,,,D,,,,1,9444.05077239852,1,4,,,,1,12,True,connected,True
D_SBP031_18_NA,,D_SBP031_18_NA,10.0,,,D,,,,1,4629.06044588207,1,4,,,,1,12,True,connected,True
D_BSL001_18_NA,,D_BSL001_18_NA,10.0,,,D,,,,1,14914.5701793588,1,4,,,,1,12,True,connected,True
SP_SAC122_SBP021,,SP_SAC122_SBP021,,,,SP,,,,1,7615.83683002163,1,4,,,,1,12,True,connected,True
R_18_SA_RFS18,,R_18_SA_RFS18,,,,RT,,,,1,9822.27931517514,1,4,,,,1,12,True,connected,True
R_RFS18_SAC122,,R_RFS18_SAC122,,,,RT,,,,1,3789.89693131113,1,4,,,,1,12,True,connected,True
C_SAC109,SAC,C_SAC109,8.0,Sacramento River,,CH,ST,,,1,4346.49830360606,1,4,,,,1,12,True,connected,True
R_RFS18_SBP021,,R_RFS18_SBP021,,,,RT,,,,1,5028.56830128861,1,4,,,,1,12,True,connected,True
R_17S_PR_SBP021,,R_17S_PR_SBP021,,,,RT,,,,1,3378.64241706618,1,4,,,,1,12,True,connected,True
D_SAC115_19_SA,,D_SAC115_19_SA,10.0,,,D,,,,1,15121.3323180658,1,4,,,,1,12,True,connected,True
D_SAC099_19_SA,,D_SAC099_19_SA,10.0,,,D,,,,1,6207.35869999975,1,4,,,,1,12,True,connected,True
R_17S_NA_SSL001,,R_17S_NA_SSL001,,,,RT,,,,1,12136.6131576226,1,4,,,,1,12,True,connected,True
D_SBP014_17S_NA,,D_SBP014_17S_NA,10.0,,,D,,,,1,8989.46600000001,1,4,,,,1,12,True,connected,True
R_19_SA_RD1500,,R_19_SA_RD1500,,Unlabeled Return Flow,,RT,,,,1,15700.6216486626,1,4,,,,1,12,True,connected,True
D_FDC006_14_NA,,D_FDC006_14_NA,10.0,,,D,,,,1,6602.88108876292,1,4,,,,1,12,True,connected,True
D_YUB013_14_NA,,D_YUB013_14_NA,10.0,,,D,,,,1,4643.78470000066,1,4,,,,1,12,True,connected,True
R_14_NA_RFS14,,R_14_NA_RFS14,,,,RT,,,,1,3585.42240000051,1,4,,,,1,12,True,connected,True
R_RFS14_JCK002,,R_RFS14_JCK002,,,,RT,,,,1,18763.1345972571,1,4,,,,1,12,True,connected,True
R_RFS14_YUB014,,R_RFS14_YUB014,,,,RT,,,,1,8620.48439999949,1,4,,,,1,12,True,connected,True
D_YUB011_15N_NA2,,D_YUB011_15N_NA2,10.0,,,D,,,,1,8274.88151017089,1,4,,,,1,12,True,connected,True
D_YUB003_15N_NU,,D_YUB003_15N_NU,10.0,,,D,,,,1,2077.58489999827,1,4,,,,1,12,True,connected,True
R_15N_NA2_JCK002,,R_15N_NA2_JCK002,,Unlabeled Return Flow,,RT,,,,1,7990.9313985391,1,4,,,,1,12,True,connected,True
R_15N_NA1_FTR031,,R_15N_NA1_FTR031,,Unlabeled Return Flow,,RT,,,,1,12942.4326568135,1,4,,,,1,12,True,connected,True
D_FTR031_WTPCYC,,D_FTR031_WTPCYC,10.0,,,D,,,,1,1123.65467130854,1,4,,,,1,12,True,connected,True
D_WTPCYC_16_PU,,D_WTPCYC_16_PU,10.0,,,D,,,,1,3825.45239999983,1,4,,,,1,12,True,connected,True
R_16_PU_YCWWTP,,R_16_PU_YCWWTP,,,,RT,,,,1,5706.68690000009,1,4,,,,1,12,True,connected,True
R_YCWWTP_FTR028,,R_YCWWTP_FTR028,,,,RT,,,,1,2705.16968243478,1,4,,,,1,12,True,connected,True
SR_15N_JCK002,,SR_15N_JCK002,,,,SR,,,,1,2500.00006651493,1,4,,,,1,12,True,connected,True
SR_14_JCK002,,SR_14_JCK002,,,,SR,,,,1,2500.0000325259,1,4,,,,1,12,True,connected,True
R_11_NA_DWRPS2,,R_11_NA_DWRPS2,,,,RT,,,,1,12656.9795881899,1,4,,,,1,12,True,connected,True
R_DWRPS2_SBP021,,R_DWRPS2_SBP021,,,,RT,,,,1,1009.75463536348,1,4,,,,1,12,True,connected,True
D_DWRPS2_11_NA,,D_DWRPS2_11_NA,10.0,,,D,,,,1,9582.26925946654,1,4,,,,1,12,True,connected,True
C_YBP034,YBP,C_YBP034,2.0,Yolo Bypass,,CH,BP,,,1,4002.78981253724,1,4,,,,1,12,True,connected,True
D_FTR018_16_SA,,D_FTR018_16_SA,10.0,,,D,,,,1,6466.70908075941,1,4,,,,1,12,True,connected,True
D_FTR014_16_SA,,D_FTR014_16_SA,10.0,,,D,,,,1,2096.5828999998,1,4,,,,1,12,True,connected,True
D_DWRPS1_16_NA2,,D_DWRPS1_16_NA2,10.0,,,D,,,,1,1313.3264000006,1,4,,,,1,12,True,connected,True
R_DWRPS1_SBP012,,R_DWRPS1_SBP012,,,,RT,,,,1,876.274099999107,1,4,,,,1,12,True,connected,True
R_16_NA2_DWRPS1,,R_16_NA2_DWRPS1,,,,RT,,,,1,3939.97920000181,1,4,,,,1,12,True,connected,True
R_16_PA_DWRPS2,,R_16_PA_DWRPS2,,Unlabeled Return Flow,,RT,,,,1,7460.78650000039,1,4,,,,1,12,True,connected,True
D_FTR021_16_PA,,D_FTR021_16_PA,10.0,,,D,,,,1,4688.16760000028,1,4,,,,1,12,True,connected,True
D_FTR028_15S_SA,,D_FTR028_15S_SA,10.0,,,D,,,,1,13333.4147044211,1,4,,,,1,12,True,connected,True
D_YUB011_15S_NA2,,D_YUB011_15S_NA2,10.0,YCWA Main Canal,,D,,,,1,19433.0145877681,1,4,,,,1,12,True,connected,True
R_15S_NU_DHC001,,R_15S_NU_DHC001,,Unlabeled Return Flow,,RT,,,,1,10869.5098000001,1,4,,,,1,12,True,connected,True
R_15S_NA2_DHC001,,R_15S_NA2_DHC001,,,,RT,,,,1,13880.6949084646,1,4,,,,1,12,True,connected,True
R_15S_SA_FTR014,,R_15S_SA_FTR014,,,,RT,,,,1,7913.97527984782,1,4,,,,1,12,True,connected,True
R_23_NA_RFS23,,R_23_NA_RFS23,,,,RT,,,,1,10556.9520992491,1,4,,,,1,12,True,connected,True
D_BRR017_23_NA,,D_BRR017_23_NA,10.0,South Sutter Canal,,D,,,,1,13134.9955363349,1,4,,,,1,12,True,connected,True
C_FSC003,FSC,C_FSC003,4.0,Folsom South Canal,,CH,CL,,,1,7216.68050290594,1,4,,,,1,12,True,connected,True
C_SAC136,SAC,C_SAC136,8.0,Sacramento River,,CH,ST,,,1,3951.84573563773,1,4,,,,1,12,True,connected,True
C_SAC196,SAC,C_SAC196,8.0,Sacramento River,,CH,ST,,,1,226.376901990536,1,4,,,,1,12,True,connected,True
R_RFS23_CCK007,,R_RFS23_CCK007,,,,RT,,,,1,6402.61449999921,1,4,,,,1,12,True,connected,True
R_RFS23_BRR004,,R_RFS23_BRR004,,,,RT,,,,1,2632.95037713325,1,4,,,,1,12,True,connected,True
D_WTPBWM_24_NU1,,D_WTPBWM_24_NU1,10.0,,,D,,,,1,5414.81407316584,1,4,,,,1,12,True,connected,True
I_RLLNS,,I_RLLNS,18.0,,,IN,LI,,,1,7500.0000274114,1,4,,,,1,12,True,connected,True
I_SPLDG,,I_SPLDG,17.0,,,IN,IM,,,1,7500.00000957101,1,4,,,,1,12,True,connected,True
I_CMBIE,,I_CMBIE,18.0,,,IN,LI,,,1,7500.00002531963,1,4,,,,1,12,True,connected,True
D_SAC077_WTPSRW,,D_SAC077_WTPSRW,15.0,,,D,PRP,,,1,2018.71870000008,1,4,,,,1,12,True,connected,True
D_CRC002_22_SA1,,D_CRC002_22_SA1,10.0,,,D,,,,1,7372.52905189896,1,4,,,,1,12,True,connected,True
D_SAC082_22_SA1,,D_SAC082_22_SA1,10.0,,,D,,,,1,7940.50729999878,1,4,,,,1,12,True,connected,True
D_SAC076_22_SA1,,D_SAC076_22_SA1,10.0,,,D,,,,1,8627.78509999905,1,4,,,,1,12,True,connected,True
R_RFS22_SAC066,,R_RFS22_SAC066,,,,RT,,,,1,7546.83928701568,1,4,,,,1,12,True,connected,True
R_22_NA_RFS22,,R_22_NA_RFS22,,Unlabeled Return Flow,,RT,,,,1,7741.92905482544,1,4,,,,1,12,True,connected,True
R_22_SA1_RFS22,,R_22_SA1_RFS22,,Unlabeled Return Flow,,RT,,,,1,9144.17941533872,1,4,,,,1,12,True,connected,True
D_WTPSRW_26N_PU1,,D_WTPSRW_26N_PU1,15.0,,,D,PRP,,,1,30170.0175521696,1,4,,,,1,12,True,connected,True
R_RFS22_EMD001,,R_RFS22_EMD001,,,,RT,,,,1,10238.6473000003,1,4,,,,1,12,True,connected,True
C_NFA016,NFA,C_NFA016,8.0,North Fork American River,,CH,ST,,,1,8023.02628830212,1,4,,,,1,12,True,connected,True
C_MRM001,MRM,C_MRM001,8.0,Shirland Canal/Mormon Ravine,,CH,ST,,,1,743.127569867598,1,4,,,,1,12,True,connected,True
C_STH007,STH,C_STH007,8.0,South Canal,,CH,ST,,,1,549.011067771326,1,4,,,,1,12,True,connected,True
