short_code,river,arc_id,arc_type_id,name,description,type,sub_type,from_node_id,to_node_id,hydrologic_region_id,shape_length,model_source_id,source_id,is_reversible,flow_capacity,parent_arc_id,integration_status_id,network_version_id,is_active,connectivity_status,has_gis
C_XCC043,XCC,C_XCC043,4.0,Main Canal,,CH,CL,,,2,16517.966617375,1,4,,,,1,12,True,connected,True
C_SJR006,SJR,C_SJR006,8.0,San Joaquin River,,CH,ST,,,1,9656.08330299599,1,4,,,,1,12,True,connected,True
C_SJR013,SJR,C_SJR013,8.0,San Joaquin River,,CH,ST,,,1,6437.24171052345,1,4,,,,1,12,True,connected,True
C_SJR022,SJR,C_SJR022,8.0,San Joaquin River,,CH,ST,,,1,13964.0376933723,1,4,,,,1,12,True,connected,True
C_OMR039,OMR,C_OMR039,8.0,Old/Middle Rivers,,CH,ST,,,1,17371.9915631465,1,4,,,,1,12,True,connected,True
C_SJR023,SJR,C_SJR023,8.0,San Joaquin River,,CH,ST,,,1,2559.39300092114,1,4,,,,1,12,True,connected,True
C_SJR026,SJR,C_SJR026,8.0,San Joaquin River,,CH,ST,,,1,4225.60309551714,1,4,,,,1,12,True,connected,True
C_MDOTA,SJR,C_MDOTA,8.0,San Joaquin River,,CH,ST,,,2,2979.25588059798,1,4,,,,1,12,True,connected,True
C_SJR028,SJR,C_SJR028,8.0,San Joaquin River,,CH,ST,,,1,3756.44744163546,1,4,,,,1,12,True,connected,True
C_SJR033,SJR,C_SJR033,8.0,San Joaquin River,,CH,ST,,,1,7028.94558915697,1,4,,,,1,12,True,connected,True
C_SJR038,SJR,C_SJR038,8.0,San Joaquin River,,CH,ST,,,1,7948.56409471224,1,4,,,,1,12,True,connected,True
C_SJR042,SJR,C_SJR042,8.0,San Joaquin River,,CH,ST,,,1,6667.04234900104,1,4,,,,1,12,True,connected,True
C_SJR043,SJR,C_SJR043,8.0,San Joaquin River,,CH,ST,,,2,2003.93538894639,1,4,,,,1,12,True,connected,True
C_SJR048,SJR,C_SJR048,8.0,San Joaquin River,,CH,ST,,,1,8173.18397911776,1,4,,,,1,12,True,connected,True
C_SJR053a,SJR,C_SJR053a,8.0,San Joaquin River,,CH,ST,,,2,8595.95583364693,1,4,,,,1,12,True,connected,True
C_SAL006,SAL,C_SAL006,8.0,Salt Slough,,CH,ST,,,2,9384.61347602712,1,4,,,,1,12,True,connected,True
C_SJR056,SJR,C_SJR056,8.0,San Joaquin River,,CH,ST,,,1,4278.82190724643,1,4,,,,1,12,True,connected,True
C_SJR062,SJR,C_SJR062,8.0,San Joaquin River,,CH,ST,,,2,9078.33622723155,1,4,,,,1,12,True,connected,True
C_SJR070,SJR,C_SJR070,8.0,San Joaquin River,,CH,ST,,,2,13155.7009321381,1,4,,,,1,12,True,connected,True
C_SJR072,SJR,C_SJR072,8.0,San Joaquin River,,CH,ST,,,2,4422.65114597568,1,4,,,,1,12,True,connected,True
C_SJR075,SJR,C_SJR075,8.0,San Joaquin River,,CH,ST,,,2,3783.50716422691,1,4,,,,1,12,True,connected,True
C_SJR081,SJR,C_SJR081,8.0,San Joaquin River,,CH,ST,,,2,10575.6954662394,1,4,,,,1,12,True,connected,True
C_SJR082,SJR,C_SJR082,8.0,San Joaquin River,,CH,ST,,,2,433.974712109888,1,4,,,,1,12,True,connected,True
C_SJR087,SJR,C_SJR087,8.0,San Joaquin River,,CH,ST,,,2,8939.27625543404,1,4,,,,1,12,True,connected,True
C_SJR090,SJR,C_SJR090,8.0,San Joaquin River,,CH,ST,,,2,4328.68900799953,1,4,,,,1,12,True,connected,True
C_LBC043,LBC,C_LBC043,4.0,Lower Boardman Canal,,CH,CL,,,1,10274.271398828,1,4,,,,1,12,True,connected,True
D_STH004_24_NA3,,D_STH004_24_NA3,10.0,,,D,,,,1,4562.35278206665,1,4,,,,1,12,True,connected,True
D_LBC049_24_NA3,,D_LBC049_24_NA3,10.0,,,D,,,,1,1611.24899999984,1,4,,,,1,12,True,connected,True
C_SJR091,SJR,C_SJR091,8.0,San Joaquin River,,CH,ST,,,2,1612.24618115692,1,4,,,,1,12,True,connected,True
C_SJR096,SJR,C_SJR096,8.0,San Joaquin River,,CH,ST,,,2,7954.73533601585,1,4,,,,1,12,True,connected,True
C_SJR101,SJR,C_SJR101,8.0,San Joaquin River,,CH,ST,,,2,7389.41988713041,1,4,,,,1,12,True,connected,True
C_SJR106,SJR,C_SJR106,8.0,San Joaquin River,,CH,ST,,,2,2791.26351665099,1,4,,,,1,12,True,connected,True
C_SJR111,SJR,C_SJR111,8.0,San Joaquin River,,CH,ST,,,2,7357.9595622524,1,4,,,,1,12,True,connected,True
C_CLV004,CLV,C_CLV004,8.0,Calaveras River,,CH,ST,,,1,6437.38886940235,1,4,,,,1,12,True,connected,True
C_CLV009,CLV,C_CLV009,8.0,Calaveras River,,CH,ST,,,2,5264.39756547744,1,4,,,,1,12,True,connected,True
C_CLV010,CLV,C_CLV010,8.0,Calaveras River,,CH,ST,,,2,1609.34716308768,1,4,,,,1,12,True,connected,True
C_CLV016,CLV,C_CLV016,8.0,Calaveras River,,CH,ST,,,2,9656.08333071342,1,4,,,,1,12,True,connected,True
C_CLV023,CLV,C_CLV023,8.0,Calaveras River,,CH,ST,,,2,11265.4304987409,1,4,,,,1,12,True,connected,True
C_CLV026,CLV,C_CLV026,8.0,Calaveras River,,CH,ST,,,2,5058.29084642185,1,4,,,,1,12,True,connected,True
C_CLV028,CLV,C_CLV028,8.0,Calaveras River,,CH,ST,,,2,2988.44525954439,1,4,,,,1,12,True,connected,True
C_CLV043,CLV,C_CLV043,8.0,Calaveras River,,CH,ST,,,2,10184.8746527571,1,4,,,,1,12,True,connected,True
C_CLV037,CLV,C_CLV037,8.0,Calaveras River,,CH,ST,,,2,3385.2579671939,1,4,,,,1,12,True,connected,True
C_NHGAN,CLV,C_NHGAN,8.0,Calaveras River,,CH,ST,,,2,1223.40247313584,1,4,,,,1,12,True,connected,True
SR_60N_MOK035,,SR_60N_MOK035,,,,SR,,,,1,2499.99980948203,1,4,,,,1,12,True,connected,True
I_ING008,,I_ING008,18.0,,,IN,LI,,,2,7500.00003038792,1,4,,,,1,12,True,connected,True
I_CHC000,,I_CHC000,18.0,,,IN,LI,,,2,7500.00003038792,1,4,,,,1,12,True,connected,True
I_SLO007,,I_SLO007,18.0,,,IN,LI,,,2,7500.00005812631,1,4,,,,1,12,True,connected,True
C_CLV044,CLV,C_CLV044,8.0,Calaveras River,,CH,ST,,,2,697.18298454936,1,4,,,,1,12,True,connected,True
C_AMADR,,C_AMADR,8.0,Jackson Creek,,CH,ST,,,2,13812.3653644228,1,4,,,,1,12,True,connected,True
C_DSC028,DSC,C_DSC028,8.0,Dry Creek/Sutter Creek,,CH,ST,,,2,2810.66457882595,1,4,,,,1,12,True,connected,True
C_SDC001,SDC,C_SDC001,4.0,Stockton Diverting Canal,,CH,CL,,,2,1390.61453970696,1,4,,,,1,12,True,connected,True
C_FCS007,FCS,C_FCS007,8.0,French Camp Slough,,CH,ST,,,2,1485.35745980945,1,4,,,,1,12,True,connected,True
C_LJC010,LJC,C_LJC010,8.0,Littlejohns Creek,,CH,ST,,,2,23234.365578864,1,4,,,,1,12,True,connected,True
C_LJC022,LJC,C_LJC022,8.0,Littlejohns Creek,,CH,ST,,,2,12945.9156417073,1,4,,,,1,12,True,connected,True
C_STS011,STS,C_STS011,8.0,Stanislaus River,,CH,ST,,,2,17702.8194188595,1,4,,,,1,12,True,connected,True
C_STS017,STS,C_STS017,8.0,Stanislaus River,,CH,ST,,,2,9443.64147185554,1,4,,,,1,12,True,connected,True
C_STS030,STS,C_STS030,8.0,Stanislaus River,,CH,ST,,,2,16093.4722087246,1,4,,,,1,12,True,connected,True
C_STS043,STS,C_STS043,8.0,Stanislaus River,,CH,ST,,,2,11265.4305619097,1,4,,,,1,12,True,connected,True
D_CAA000_50_PA2,,D_CAA000_50_PA2,10.0,,,D,,,,2,6566.1007000003,1,4,,,,1,12,True,connected,True
R_50_PA2_OMR027,,R_50_PA2_OMR027,,,,RT,,,,2,8537.16484448901,1,4,,,,1,12,True,connected,True
D_WTPJYL_JLIND,,D_WTPJYL_JLIND,10.0,,,D,,,,2,5128.72070000041,1,4,,,,1,12,True,connected,True
C_STS048,STS,C_STS048,8.0,Stanislaus River,,CH,ST,,,2,7532.83613026925,1,4,,,,1,12,True,connected,True
C_STS053,STS,C_STS053,8.0,Stanislaus River,,CH,ST,,,2,4828.04155718075,1,4,,,,1,12,True,connected,True
C_STS058,STS,C_STS058,8.0,Stanislaus River,,CH,ST,,,2,8775.19886467872,1,4,,,,1,12,True,connected,True
C_SJR114,SJR,C_SJR114,8.0,San Joaquin River,,CH,ST,,,2,5180.25724082072,1,4,,,,1,12,True,connected,True
C_SJR116,SJR,C_SJR116,8.0,San Joaquin River,,CH,ST,,,2,226.22498939084,1,4,,,,1,12,True,connected,True
C_SJR117,SJR,C_SJR117,8.0,San Joaquin River,,CH,ST,,,2,1908.80061008585,1,4,,,,1,12,True,connected,True
C_SJR119,SJR,C_SJR119,8.0,San Joaquin River,,CH,ST,,,2,3077.2257631267,1,4,,,,1,12,True,connected,True
R_RFS71C_XCC054,,R_RFS71C_XCC054,,,,RT,,,,2,2069.88356100425,1,4,,,,1,12,True,connected,True
R_71_PA6_RFS71C,,R_71_PA6_RFS71C,,,,RT,,,,2,2261.62150123392,1,4,,,,1,12,True,connected,True
C_SJR123,SJR,C_SJR123,8.0,San Joaquin River,,CH,ST,,,2,6629.06654957698,1,4,,,,1,12,True,connected,True
C_SJR127,SJR,C_SJR127,8.0,San Joaquin River,,CH,ST,,,2,5932.23399007096,1,4,,,,1,12,True,connected,True
C_SJR131,SJR,C_SJR131,8.0,San Joaquin River,,CH,ST,,,2,6503.248882581,1,4,,,,1,12,True,connected,True
C_SJR134,SJR,C_SJR134,8.0,San Joaquin River,,CH,ST,,,2,4500.7131372506,1,4,,,,1,12,True,connected,True
C_SJR141,SJR,C_SJR141,8.0,San Joaquin River,,CH,ST,,,2,11682.3915860436,1,4,,,,1,12,True,connected,True
C_SJR145,SJR,C_SJR145,8.0,San Joaquin River,,CH,ST,,,2,6979.73385858076,1,4,,,,1,12,True,connected,True
C_MSN004,MSN,C_MSN004,8.0,Mud Slough,,CH,ST,,,2,6463.74376596208,1,4,,,,1,12,True,connected,True
C_MSN009,MSN,C_MSN009,8.0,Mud Slough,,CH,ST,,,2,6452.63360436484,1,4,,,,1,12,True,connected,True
C_LBN008,LBN,C_LBN008,8.0,Los Banos Creek,,CH,ST,,,2,12781.5276868464,1,4,,,,1,12,True,connected,True
C_BANOS,LBN,C_BANOS,8.0,Los Banos Creek,,CH,ST,,,2,6368.33109527096,1,4,,,,1,12,True,connected,True
C_VLW008,VLW,C_VLW008,4.0,Volta Wasteway,,CH,CL,,,2,6608.31122435903,1,4,,,,1,12,True,connected,True
D_DMC054_NMW004,NMW,D_DMC054_NMW004,11.0,Newman Wasteway,,D,CL,,,2,6437.38885101748,1,4,,,,1,12,True,connected,True
C_GRZ012,GRZ,C_GRZ012,8.0,Garzas Creek,,CH,ST,,,2,12869.9281160329,1,4,,,,1,12,True,connected,True
C_ORT014,ORT,C_ORT014,8.0,Orestimba Creek,,CH,ST,,,2,8046.73606844219,1,4,,,,1,12,True,connected,True
D_MOK034_60N_NA5,,D_MOK034_60N_NA5,10.0,,,D,,,,2,16757.0717188219,1,4,,,,1,12,True,connected,True
D_MCD021_63_NA4,,D_MCD021_63_NA4,10.0,,,D,,,,2,18176.6754945167,1,4,,,,1,12,True,connected,True
C_DBC024,DBC,C_DBC024,8.0,Dry Creek/Berenda Creek (Conceptual Combination),,CH,ST,,,2,16306.4291578291,1,4,,,,1,12,True,connected,True
R_60N_NU1_WSWWTP,,R_60N_NU1_WSWWTP,,,,RT,,,,2,14062.9150999989,1,4,,,,1,12,True,connected,True
R_WSWWTP_SJR028,,R_WSWWTP_SJR028,,,,RT,,,,2,14967.7433000002,1,4,,,,1,12,True,connected,True
D_DMC034_WWW001,WWW,D_DMC034_WWW001,11.0,Westely Wasteway,,D,CL,,,2,1609.34725979546,1,4,,,,1,12,True,connected,True
D_MLRTN_MDC006,MDC,D_MLRTN_MDC006,10.0,Madera Canal,,D,,,,2,10292.369209367,1,4,,,,1,12,True,connected,True
C_MDC006,MDC,C_MDC006,4.0,Madera Canal,,CH,CL,,,2,20362.6010158388,1,4,,,,1,12,True,connected,True
C_BCK040,BCK,C_BCK040,8.0,Bear Creek,,CH,ST,,,2,8299.41739073684,1,4,,,,1,12,True,connected,True
C_EBP005,EBP,C_EBP005,2.0,Eastside Bypass,,CH,BP,,,2,18178.1619084111,1,4,,,,1,12,True,connected,True
C_EBP050,EBP,C_EBP050,2.0,Eastside Bypass,,CH,BP,,,2,3457.59460692883,1,4,,,,1,12,True,connected,True
C_EBP048,EBP,C_EBP048,2.0,Eastside Bypass,,CH,BP,,,2,3032.6394416796,1,4,,,,1,12,True,connected,True
C_EBP043,EBP,C_EBP043,2.0,Eastside Bypass,,CH,BP,,,2,8132.54422941252,1,4,,,,1,12,True,connected,True
C_EBP041,EBP,C_EBP041,2.0,Eastside Bypass,,CH,BP,,,2,886.307254583942,1,4,,,,1,12,True,connected,True
C_EBP033,EBP,C_EBP033,2.0,Eastside Bypass,,CH,BP,,,2,13388.5512931152,1,4,,,,1,12,True,connected,True
C_EBP032,EBP,C_EBP032,2.0,Eastside Bypass,,CH,BP,,,2,1071.25796806295,1,4,,,,1,12,True,connected,True
C_EBP030,EBP,C_EBP030,2.0,Eastside Bypass,,CH,BP,,,2,3435.89522261477,1,4,,,,1,12,True,connected,True
C_EBP022,EBP,C_EBP022,2.0,Eastside Bypass,,CH,BP,,,2,13529.9912180826,1,4,,,,1,12,True,connected,True
C_EBP019,EBP,C_EBP019,2.0,Eastside Bypass,,CH,BP,,,2,4932.44706961674,1,4,,,,1,12,True,connected,True
C_EBP016,EBP,C_EBP016,2.0,Eastside Bypass,,CH,BP,,,2,3613.86537821549,1,4,,,,1,12,True,connected,True
C_MCD052,MCD,C_MCD052,8.0,Merced River,,CH,ST,,,2,2845.76270057979,1,4,,,,1,12,True,connected,True
D_MCD050_62_NA2,,D_MCD050_62_NA2,10.0,,,D,,,,2,36631.0158820927,1,4,,,,1,12,True,connected,True
C_CHW024,CHW,C_CHW024,8.0,Chowchilla River,,CH,ST,,,2,4828.04160826174,1,4,,,,1,12,True,connected,True
C_CHW031,CHW,C_CHW031,8.0,Chowchilla River,,CH,ST,,,2,5941.77327980239,1,4,,,,1,12,True,connected,True
C_DED010,DED,C_DED010,8.0,Deadman Creek,,CH,ST,,,2,11237.5755536766,1,4,,,,1,12,True,connected,True
C_DED019,DED,C_DED019,8.0,Deadman Creek,,CH,ST,,,2,10575.013598593,1,4,,,,1,12,True,connected,True
D_CHW028_BRS018,BRS,D_CHW028_BRS018,16.0,Berenda Slough,,D,ST,,,2,7281.5569625667,1,4,,,,1,12,True,connected,True
D_CHW028_ASL013,ASL,D_CHW028_ASL013,16.0,Ash Slough,,D,ST,,,2,14869.8272891659,1,4,,,,1,12,True,connected,True
D_MID021_DED012,,D_MID021_DED012,10.0,,,D,,,,2,28660.8782573924,1,4,,,,1,12,True,connected,True
C_MOK079,MOK,C_MOK079,8.0,Mokelumne River,,CH,ST,,,2,15093.3341926824,1,4,,,,1,12,True,connected,True
C_SJR152,SJR,C_SJR152,8.0,San Joaquin River,,CH,ST,,,2,10723.0855004231,1,4,,,,1,12,True,connected,True
C_SJR157,SJR,C_SJR157,8.0,San Joaquin River,,CH,ST,,,2,8046.73612960084,1,4,,,,1,12,True,connected,True
C_SJR166,SJR,C_SJR166,8.0,San Joaquin River,,CH,ST,,,2,15195.0836575284,1,4,,,,1,12,True,connected,True
R_26S_PU4_SRWWTP,,R_26S_PU4_SRWWTP,,,,RT,,,,1,3887.45472839043,1,4,,,,1,12,True,connected,True
R_26S_PU5_SRWWTP,,R_26S_PU5_SRWWTP,,,,RT,,,,1,12966.8460793539,1,4,,,,1,12,True,connected,True
R_26S_PU2_SRWWTP,,R_26S_PU2_SRWWTP,,,,RT,,,,1,31126.7273618304,1,4,,,,1,12,True,connected,True
R_26N_PU3_SRWWTP,,R_26N_PU3_SRWWTP,,,,RT,,,,1,47726.7609310156,1,4,,,,1,12,True,connected,True
R_26N_PU2_SRWWTP,,R_26N_PU2_SRWWTP,,,,RT,,,,1,43001.1950552809,1,4,,,,1,12,True,connected,True
R_26N_NU2_SRWWTP,,R_26N_NU2_SRWWTP,,,,RT,,,,1,29574.6053063528,1,4,,,,1,12,True,connected,True
R_DCWWTP_DCK012,,R_DCWWTP_DCK012,,,,RT,,,,1,349.196299999952,1,4,,,,1,12,True,connected,True
D_STH005_MRM001,STH,D_STH005_MRM001,11.0,South Canal,,D,CL,,,1,2090.88481863563,1,4,,,,1,12,True,connected,True
C_FRS022,FRS,C_FRS022,8.0,Fresno River,,CH,ST,,,2,3345.19837246349,1,4,,,,1,12,True,connected,True
C_DPC008,DPC,C_DPC008,8.0,Del Puerto Creek,,CH,ST,,,2,12874.7777607944,1,4,,,,1,12,True,connected,True
SR_03_COW003,,SR_03_COW003,,,,SR,,,,1,2499.99998244052,1,4,,,,1,12,True,connected,True
C_BRR011,BRR,C_BRR011,8.0,Bear River,,CH,ST,,,1,12068.2414286733,1,4,,,,1,12,True,connected,True
C_YUB003,YUB,C_YUB003,8.0,Yuba River,,CH,ST,,,1,1709.98867444803,1,4,,,,1,12,True,connected,True
C_JCK002,JCK,C_JCK002,8.0,Jack Slough,,CH,ST,,,1,3510.60323527851,1,4,,,,1,12,True,connected,True
C_SLT009,SLT,C_SLT009,8.0,Slate Creek,,CH,ST,,,1,154.5484990822,1,4,,,,1,12,True,connected,True
C_SFT000,SFT,C_SFT000,4.0,Conceptual South Fork Tunnel,,CH,CL,,,1,4396.32349658171,1,4,,,,1,12,True,connected,True
D_SLT009_SCT000,SCT,D_SLT009_SCT000,11.0,Slate Creek Tunnel,,D,CL,,,1,72.0953908568976,1,4,,,,1,12,True,connected,True
D_SFF029_SFT000,SFT,D_SFF029_SFT000,10.0,South Fork Tunnel,,D,,,,1,153.330343153667,1,4,,,,1,12,True,connected,True
C_SAC011,SAC,C_SAC011,8.0,Sacramento River,,CH,ST,,,1,6437.41137178985,1,4,,,,1,12,True,connected,True
C_OMR013b,OMR,C_OMR013b,8.0,Rock Slough,,CH,ST,,,1,1715.85759224027,1,4,,,,1,12,True,connected,True
C_RSL001b,RSL,C_RSL001b,8.0,Indian Slough,,CH,ST,,,1,11420.308807511,1,4,,,,1,12,True,connected,True
C_OMR021,OMR,C_OMR021,8.0,Old/Middle Rivers,,CH,ST,,,1,4236.08382201781,1,4,,,,1,12,True,connected,True
SR_15S_BRR004,,SR_15S_BRR004,,,,SR,,,,1,2500.00015223333,1,4,,,,1,12,True,connected,True
C_DRM011,DRM,C_DRM011,4.0,Drum Canal,,CH,CL,,,1,60.5065472399295,1,4,,,,1,12,True,connected,True
C_TWL005,TWL,C_TWL005,4.0,Towle Canal,,CH,CL,,,1,1581.799245933,1,4,,,,1,12,True,connected,True
C_LWSTN,TRN,C_LWSTN,8.0,Trinity River,,CH,ST,,,1,2003.55865665765,1,4,,,,1,12,True,connected,True
C_CLR025,CLR,C_CLR025,8.0,Clear Creek,,CH,ST,,,1,11600.3439828818,1,4,,,,1,12,True,connected,True
C_CCT011,CCT,C_CCT011,4.0,Clear Creek Tunnel Outfall,,CH,CL,,,1,126.974539596145,1,4,,,,1,12,True,connected,True
C_SAC301,SAC,C_SAC301,8.0,Sacramento River,,CH,ST,,,1,2235.4516967813,1,4,,,,1,12,True,connected,True
C_SPT003,SPT,C_SPT003,8.0,Spring Creek Power Conduit,,CH,ST,,,1,1398.34070855997,1,4,,,,1,12,True,connected,True
D_WKYTN_02_PU,,D_WKYTN_02_PU,10.0,,,D,,,,1,17674.9392896152,1,4,,,,1,12,True,connected,True
C_DED025,DED,C_DED025,8.0,Deadman Creek,,CH,ST,,,2,9656.08332612555,1,4,,,,1,12,True,connected,True
C_DED032,DED,C_DED032,8.0,Deadman Creek,,CH,ST,,,2,11265.4305152653,1,4,,,,1,12,True,connected,True
C_DED035,DED,C_DED035,8.0,Deadman Creek,,CH,ST,,,2,4828.04165761101,1,4,,,,1,12,True,connected,True
C_DED038,DED,C_DED038,8.0,Deadman Creek,,CH,ST,,,2,4828.04163007137,1,4,,,,1,12,True,connected,True
C_DED044,DED,C_DED044,8.0,Deadman Creek,,CH,ST,,,2,9656.08332240146,1,4,,,,1,12,True,connected,True
C_BCK006,BCK,C_BCK006,8.0,Bear Creek,,CH,ST,,,2,9656.08334951595,1,4,,,,1,12,True,connected,True
C_BCK010,BCK,C_BCK010,8.0,Bear Creek,,CH,ST,,,2,6437.38887249026,1,4,,,,1,12,True,connected,True
C_BCK017,BCK,C_BCK017,8.0,Bear Creek,,CH,ST,,,2,11265.4304687753,1,4,,,,1,12,True,connected,True
C_BCK024,BCK,C_BCK024,8.0,Bear Creek,,CH,ST,,,2,11265.4305578534,1,4,,,,1,12,True,connected,True
C_BCK031,BCK,C_BCK031,8.0,Bear Creek,,CH,ST,,,2,11265.4304733647,1,4,,,,1,12,True,connected,True
C_BCK033,BCK,C_BCK033,8.0,Bear Creek,,CH,ST,,,2,3844.97112821405,1,4,,,,1,12,True,connected,True
C_STS060,STS,C_STS060,8.0,Stanislaus River,,CH,ST,,,2,2587.82413538541,1,4,,,,1,12,True,connected,True
R_61_NU2_MAWWTP,,R_61_NU2_MAWWTP,,,,RT,,,,2,3995.72339999955,1,4,,,,1,12,True,connected,True
D_WTPDGT_61_NU2,,D_WTPDGT_61_NU2,10.0,,,D,,,,2,31449.5531469646,1,4,,,,1,12,True,connected,True
R_MAWWTP_SJR056,,R_MAWWTP_SJR056,,,,RT,,,,2,4433.09162485663,1,4,,,,1,12,True,connected,True
R_50_PU_TCWWTP,,R_50_PU_TCWWTP,,,,RT,,,,2,2904.03809999861,1,4,,,,1,12,True,connected,True
D_STS030_61_NA4,,D_STS030_61_NA4,10.0,,,D,,,,2,1683.79040000029,1,4,,,,1,12,True,connected,True
R_61_NA4_SJR072,,R_61_NA4_SJR072,,,,RT,,,,2,25774.4819315873,1,4,,,,1,12,True,connected,True
R_61_PA2_RFS61B,,R_61_PA2_RFS61B,,,,RT,,,,2,3764.05900000036,1,4,,,,1,12,True,connected,True
R_61_NA2_RFS61D,,R_61_NA2_RFS61D,,,,RT,,,,2,6038.28799999971,1,4,,,,1,12,True,connected,True
D_CAA095_72_PU,,D_CAA095_72_PU,10.0,,,D,,,,2,24585.9674298794,1,4,,,,1,12,True,connected,True
R_RFS61D_TUO017,,R_RFS61D_TUO017,,,,RT,,,,2,6021.85620000027,1,4,,,,1,12,True,connected,True
D_MDSTO_61_NA2,,D_MDSTO_61_NA2,10.0,,,D,,,,2,22878.5573375376,1,4,,,,1,12,True,connected,True
D_MDSTO_WTPMOD,,D_MDSTO_WTPMOD,10.0,,,D,,,,2,412.993200000376,1,4,,,,1,12,True,connected,True
D_WTPMOD_61_NU1,,D_WTPMOD_61_NU1,10.0,,,D,,,,2,29864.0820000004,1,4,,,,1,12,True,connected,True
R_61_NU1_MOWWTP,,R_61_NU1_MOWWTP,,,,RT,,,,2,4489.1099999994,1,4,,,,1,12,True,connected,True
R_RFS61D_RFS61A,,R_RFS61D_RFS61A,,,,RT,,,,2,17470.6116263527,1,4,,,,1,12,True,connected,True
R_RFS61A_SJR072,,R_RFS61A_SJR072,,,,RT,,,,2,6208.07861643509,1,4,,,,1,12,True,connected,True
R_61_NA3_TUO003,,R_61_NA3_TUO003,,,,RT,,,,2,3627.21775349469,1,4,,,,1,12,True,connected,True
D_WTPBUK_03_PU3,,D_WTPBUK_03_PU3,10.0,,,D,,,,1,9152.49269999936,1,4,,,,1,12,True,connected,True
D_WTPFTH_03_SU,,D_WTPFTH_03_SU,10.0,,,D,,,,1,2541.6660999991,1,4,,,,1,12,True,connected,True
D_BCN005_03_NA,,D_BCN005_03_NA,10.0,,,D,,,,1,4983.89479999989,1,4,,,,1,12,True,connected,True
R_RFS61B_TUO017,,R_RFS61B_TUO017,,,,RT,,,,2,19776.8365773577,1,4,,,,1,12,True,connected,True
D_SJR081_61_NA5,,D_SJR081_61_NA5,10.0,,,D,,,,2,2591.35190000013,1,4,,,,1,12,True,connected,True
R_61_NA5_RFS61A,,R_61_NA5_RFS61A,,,,RT,,,,2,3172.85500000045,1,4,,,,1,12,True,connected,True
R_RFS61A_SJR075,,R_RFS61A_SJR075,,,,RT,,,,2,5499.81046840553,1,4,,,,1,12,True,connected,True
D_TUO017_62_NA4,,D_TUO017_62_NA4,10.0,,,D,,,,2,16302.4776999988,1,4,,,,1,12,True,connected,True
R_RFS62_SJR082,,R_RFS62_SJR082,,,,RT,,,,2,32798.4770827966,1,4,,,,1,12,True,connected,True
D_TRLCH_62_NA3,,D_TRLCH_62_NA3,10.0,,,D,,,,2,20551.9020140179,1,4,,,,1,12,True,connected,True
R_MOWWTP_TUO010,,R_MOWWTP_TUO010,,,,RT,,,,2,7778.73820000049,1,4,,,,1,12,True,connected,True
C_OAK001,OAK,C_OAK001,4.0,Oakdale South Main Canal,,CH,CL,,,2,31441.3167167098,1,4,,,,1,12,True,connected,True
D_OAK020_61_PA2,,D_OAK020_61_PA2,10.0,,,D,,,,2,5338.25349999964,1,4,,,,1,12,True,connected,True
R_62_NA5_SJR082,,R_62_NA5_SJR082,,,,RT,,,,2,13502.805448045,1,4,,,,1,12,True,connected,True
D_MCD052_MID021,MID,D_MCD052_MID021,10.0,Main Canal,,D,,,,2,33243.5402009514,1,4,,,,1,12,True,connected,True
D_CLR009_02_NA,,D_CLR009_02_NA,10.0,,,D,,,,1,28746.4516879916,1,4,,,,1,12,True,connected,True
C_SCW008,SCW,C_SCW008,8.0,South Fork Cottonwood Creek,,CH,ST,,,1,12588.8664294363,1,4,,,,1,12,True,connected,True
D_TCC111_07S_PA,,D_TCC111_07S_PA,10.0,,,D,,,,1,30734.8755604428,1,4,,,,1,12,True,connected,True
D_RFS61D_61_NA5,,D_RFS61D_61_NA5,10.0,,,D,,,,2,18784.8511987968,1,4,,,,1,12,True,connected,True
D_RFS61B_61_NA2,,D_RFS61B_61_NA2,10.0,,,D,,,,2,6886.05535123383,1,4,,,,1,12,True,connected,True
D_MCD055_62_NA6,,D_MCD055_62_NA6,10.0,,,D,,,,2,24200.1207078015,1,4,,,,1,12,True,connected,True
R_62_NA6_MCD028,,R_62_NA6_MCD028,,,,RT,,,,2,15868.1767263445,1,4,,,,1,12,True,connected,True
D_MID021_63_NA3,,D_MID021_63_NA3,10.0,,,D,,,,2,12198.8470000001,1,4,,,,1,12,True,connected,True
D_MID021_63_NA4,,D_MID021_63_NA4,10.0,,,D,,,,2,41016.4452445528,1,4,,,,1,12,True,connected,True
R_63_NA4_SJR117,,R_63_NA4_SJR117,,,,RT,,,,2,7873.45136288513,1,4,,,,1,12,True,connected,True
D_MCD002_63_NA4,,D_MCD002_63_NA4,10.0,,,D,,,,2,7805.42464508586,1,4,,,,1,12,True,connected,True
D_SJR114_62_NA5,,D_SJR114_62_NA5,10.0,,,D,,,,2,27428.8215648314,1,4,,,,1,12,True,connected,True
R_63_NA2_MCD028,,R_63_NA2_MCD028,,,,RT,,,,2,5549.75450000074,1,4,,,,1,12,True,connected,True
R_RFS62_MCD021,,R_RFS62_MCD021,,,,RT,,,,2,19731.9334778548,1,4,,,,1,12,True,connected,True
D_DMC007_CAA009,,D_DMC007_CAA009,10.0,,,D,,,,2,179.048580712998,1,4,,,,1,12,True,connected,True
D_CAA009_DMC007,,D_CAA009_DMC007,10.0,,,D,,,,2,179.048580712998,1,4,,,,1,12,True,connected,True
