polygon_code,DU_ID,Type,WDNAME,Urb_Name,Mod_Name,Sub_Name,Comments,Join_ID,Acres_WD,geom_wkt,GIS_Acres,Shape_Length,Shape_Area
02_PU_U001,02_PU,Federal,SHASTA CO SA #25 - KESWICK C.S.D.,Keswick,Shasta Co S.A. #25 - Keswick C.S.D., , ,2_PU,0.0,"MULTIPOLYGON (((-122.450426569945 40.6573230182154,-122.450414002014 40.6573229581069,-122.450401434082 40.657322897997,-122.449759690758 40.6573245994752,-122.448232368814 40.6574884752236,-122.447598042364 40.6576656152244,-122.447339582847 40.6577580732905,-122.447335490772 40.6577586969196,-122.445368480846 40.6580690727421,-122.445266379682 40.6580775910276,-122.4442541627 40.6581632537033,-122.443805880552 40.6582011888571,-122.442442111421 40.6580729900999,-122.441511736476 40.6579288557165,-122.440949870055 40.6578360470191,-122.440832544533 40.6578084524579,-122.440749057978 40.65773174195,-122.440532191689 40.6574063827426,-122.440479411439 40.6573337795237,-122.440148619115 40.6565754372682,-122.439669809395 40.6554830496879,-122.439669515499 40.6554823848399,-122.439126142879 40.6535032888943,-122.438908513565 40.6519482310515,-122.439125858406 40.6512421028263,-122.440662304427 40.6484658564972,-122.442711049051 40.6451380339737,-122.444351551199 40.6412766859423,-122.444967765717 40.6402346340153,-122.44556645661 40.6396114064084,-122.448005699851 40.6379834989837,-122.449290868695 40.6370121879449,-122.450011021921 40.6363489694818,-122.450427785162 40.6358194415473,-122.45064480381 40.6354015666872,-122.450749343479 40.634911087545,-122.45092267729 40.6341416600652,-122.450835509992 40.6313395253683,-122.451096296451 40.6304489001437,-122.451565118868 40.6301448293501,-122.452042237774 40.6298182732134,-122.452623964202 40.629352578419,-122.452901765339 40.6289980457473,-122.453179825484 40.6284318123458,-122.453301186171 40.628139603126,-122.45337060563 40.6278741756796,-122.453422572281 40.6274825405497,-122.453208587633 40.6265944143131,-122.453209138989 40.6265936513643,-122.453205554438 40.6265801207421,-122.453272833991 40.6264858471749,-122.453249624007 40.6263415954229,-122.453110834956 40.6260526554956,-122.452742289633 40.6253031749422,-122.452280606813 40.624557755375,-122.451978736095 40.6240608361953,-122.45183563493 40.6238484486248,-122.451736652339 40.6237533857679,-122.451665491203 40.6236899861416,-122.451296943362 40.6234855353658,-122.450361894234 40.6228865037013,-122.448518235497 40.6213552149534,-122.446837281039 40.6207120482666,-122.446837066448 40.620711966343,-122.446104644989 40.6188488068068,-122.446063281718 40.618732442633,-122.446063001746 40.6187308929586,-122.44584733588 40.6174686183635,-122.445693951306 40.6163597925074,-122.445589228261 40.6157106529091,-122.445449155206 40.6150478283284,-122.445446101576 40.614881150176,-122.445445145933 40.6148180840596,-122.445442859665 40.6147092453087,-122.445418853466 40.6134087201352,-122.445540570738 40.6123597787449,-122.445571980919 40.6120246753509,-122.445601340152 40.6117114416555,-122.445678886507 40.6110001202137,-122.445748308919 40.6101085840527,-122.446061270869 40.6086236371256,-122.446121590833 40.6079392543481,-122.446148050709 40.6075970503591,-122.446060657068 40.6069975468901,-122.446010879658 40.6067630785271,-122.445861543953 40.6060596760223,-122.445609897793 40.6054008296586,-122.445288557223 40.6047731741671,-122.44499287855 40.6043483394113,-122.444715194578 40.603892057366,-122.444463307061 40.6032647389302,-122.444263879073 40.6025475797742,-122.443977849784 40.6014065889932,-122.443751454516 40.600824432583,-122.443378511023 40.6002776023075,-122.44295344591 40.5998701566213,-122.442501613699 40.599485103777,-122.442041995136 40.5990594697405,-122.441755275884 40.5988058402836,-122.440886572803 40.5981038730468,-122.440885390476 40.5981026549973,-122.440808358079 40.5980392191632,-122.440498613022 40.5977133990788,-122.440410688329 40.5976273886931,-122.440319698 40.597554876083,-122.440122792318 40.5974277967071,-122.440034643938 40.5973688117642,-122.439861301244 40.5972508558003,-122.439588407149 40.5970243089811,-122.439425295436 40.5969199150646,-122.439417106259 40.59691471688,-122.43866486818 40.5963044349173,-122.437736150383 40.5957143415311,-122.439758168014 40.5939043873898,-122.435868707741 40.5938854561381,-122.435896953111 40.5938478496632,-122.436844178187 40.5936010920108,-122.437166190265 40.5935170773862,-122.445689229358 40.5934366949738,-122.452589841908 40.5935822329635,-122.458954889149 40.5937383632104,-122.465914444966 40.5939104078179,-122.465898040488 40.5973607369076,-122.46586876214 40.6034461026059,-122.465868151783 40.603522674582,-122.465796460296 40.6083465959693,-122.46584599487 40.6083423203158,-122.477603229079 40.6072069542338,-122.485168822065 40.6064796940604,-122.485088462994 40.6094387511953,-122.484992838127 40.6139022197389,-122.480242813231 40.6141737170643,-122.480269683389 40.6152819282628,-122.479206107005 40.6157050554665,-122.479579020829 40.6165896057796,-122.479250041251 40.6172773001287,-122.478366037237 40.6174084419681,-122.477377744011 40.6176472099944,-122.476592284846 40.6178373420209,-122.477362657052 40.6183498327216,-122.477357066174 40.6185930472697,-122.47690089135 40.6187216089014,-122.476342433276 40.6188902453097,-122.476232091381 40.6189212754596,-122.476098950974 40.6189386887795,-122.475763247637 40.618968696066,-122.474915140232 40.6190414159265,-122.474815087008 40.619833740463,-122.475258306382 40.6205114197774,-122.475509759306 40.621710740123,-122.477292281682 40.6215927025699,-122.480895799732 40.6213477075511,-122.483013899144 40.6203527263637,-122.484863786689 40.6202123505959,-122.484723000396 40.6248738034792,-122.484691663942 40.6259075597957,-122.484610095026 40.6285984567461,-122.484457369885 40.6363408701492,-122.484338598587 40.6434122674239,-122.484222384408 40.6503395260503,-122.484186778019 40.6538077577239,-122.484149113019 40.6578300182828,-122.478929592076 40.6579867458617,-122.474363366729 40.6580831535242,-122.474349391208 40.6597677340476,-122.474355698955 40.6613172749802,-122.471460724679 40.6613536013097,-122.470258458632 40.661357097876,-122.469409665758 40.6614477908111,-122.468870101368 40.6615173790516,-122.46718359522 40.6616987896487,-122.466166743321 40.6618157091365,-122.466149287165 40.6611309603775,-122.464807882928 40.6611517746184,-122.464833056284 40.6584672715916,-122.463917177089 40.6584450029176,-122.46218589688 40.6584099223433,-122.461680489029 40.658371530829,-122.460618554357 40.6583080155758,-122.45988466208 40.6582730519715,-122.457064477905 40.6582192802401,-122.455955013694 40.6581825242222,-122.455730736373 40.658122909559,-122.453930362794 40.6576774786587,-122.4514419013 40.6572062296364,-122.451234118724 40.6572097461438,-122.450622006692 40.6572924176104,-122.450426569945 40.6573230182154)))",5230.45086925,26113.5036206318,21166968.3600455
03_PU3_U001,03_PU3,Settlement,CITY OF REDDING - BUCKEYE - 5272,Redding,City of Redding - Buckeye - 5272, , ,3_PU3,0.0,"MULTIPOLYGON (((-122.406384499027 40.6805276814742,-122.402196999491 40.6806006582578,-122.402275602179 40.6659348113231,-122.39408052308 40.6659281121229,-122.392231198513 40.6513602062234,-122.389423743036 40.6512462920521,-122.388359614356 40.6512001187239,-122.38621489382 40.651130175867,-122.38431482218 40.651066003937,-122.384227592248 40.6510655388266,-122.383607542636 40.6510442114802,-122.379901953007 40.650925266206,-122.377560657755 40.6508496018037,-122.376119539543 40.6508012817072,-122.375373129348 40.6507747226471,-122.374200545292 40.6507863887668,-122.373011697878 40.6507979549025,-122.372824630752 40.6508014426281,-122.361433696765 40.6509912315861,-122.361303548677 40.6509950150306,-122.354984066864 40.6510950048149,-122.354990326394 40.6509824304516,-122.354865518931 40.6444503646171,-122.354713926054 40.6364812375576,-122.356465688553 40.6364729990534,-122.357403487355 40.6342530492276,-122.358279983199 40.6334876720667,-122.358974601869 40.6336536898743,-122.35946924622 40.6327825813784,-122.357542455168 40.6324790878242,-122.35662212084 40.6307307571713,-122.35573148659 40.6292033003965,-122.355702404394 40.6291535898247,-122.354365252694 40.6273398513525,-122.3542520377 40.6249023329606,-122.353828248411 40.6073201485971,-122.362412141653 40.6073363227762,-122.374209465087 40.6073557989888,-122.377665256358 40.6072978981279,-122.393202694006 40.6070247279974,-122.392925032222 40.6146041461549,-122.411749890501 40.6140664468057,-122.425559852335 40.6140548809393,-122.42557113603 40.6108388045638,-122.430772446722 40.610833023402,-122.430791313865 40.6069548330644,-122.446010879658 40.6067630785271,-122.446060657068 40.6069975468901,-122.446148050709 40.6075970503591,-122.446121590833 40.6079392543481,-122.446061270869 40.6086236371256,-122.445748308919 40.6101085840527,-122.445678886507 40.6110001202137,-122.445601340152 40.6117114416555,-122.445571980919 40.6120246753509,-122.445540570738 40.6123597787449,-122.445418853466 40.6134087201352,-122.445442859665 40.6147092453087,-122.445445145933 40.6148180840596,-122.445446101576 40.614881150176,-122.445449155206 40.6150478283284,-122.445479747905 40.6169758704041,-122.445662238722 40.6176028628221,-122.446063001746 40.6187308929586,-122.446063281718 40.618732442633,-122.446104644989 40.6188488068068,-122.446837066448 40.620711966343,-122.446837281039 40.6207120482666,-122.446851760971 40.620748152601,-122.447050805645 40.6210734252298,-122.447066569137 40.6210990607504,-122.447328614175 40.621525197944,-122.447762665304 40.6221173543163,-122.448561233423 40.6228644019832,-122.449360262585 40.6235573932542,-122.449881026096 40.6237625747536,-122.450471033195 40.6239951107079,-122.451096292153 40.6243449264445,-122.451634878939 40.6247213532133,-122.452164012821 40.6250797145074,-122.452815239852 40.625780988768,-122.453205554438 40.6265801207421,-122.453209138989 40.6265936513643,-122.453208587633 40.6265944143131,-122.453422572281 40.6274825405497,-122.45337060563 40.6278741756796,-122.453301186171 40.628139603126,-122.453179825484 40.6284318123458,-122.452901765339 40.6289980457473,-122.452623964202 40.629352578419,-122.452042237774 40.6298182732134,-122.451565118868 40.6301448293501,-122.451096296451 40.6304489001437,-122.450835509992 40.6313395253683,-122.45092267729 40.6341416600652,-122.450749343479 40.634911087545,-122.45064480381 40.6354015666872,-122.450427785162 40.6358194415473,-122.450011021921 40.6363489694818,-122.449290868695 40.6370121879449,-122.448005699851 40.6379834989837,-122.44556645661 40.6396114064084,-122.444967765717 40.6402346340153,-122.444351551199 40.6412766859423,-122.442711049051 40.6451380339737,-122.440662304427 40.6484658564972,-122.439125858406 40.6512421028263,-122.438908513565 40.6519482310515,-122.439126142879 40.6535032888943,-122.439669515499 40.6554823848399,-122.439669809395 40.6554830496879,-122.439994090251 40.6566647751462,-122.440479411439 40.6573337795237,-122.440532191689 40.6574063827426,-122.440749057978 40.65773174195,-122.440832544533 40.6578084524579,-122.440940395802 40.6579080716246,-122.441321969755 40.6580765818293,-122.44174716497 40.6582453018423,-122.441871110233 40.6582529190201,-122.442224540878 40.6582746369858,-122.443257633409 40.65824809437,-122.443805880552 40.6582011888571,-122.4442541627 40.6581632537033,-122.445266379682 40.6580775910276,-122.445368480846 40.6580690727421,-122.445561895949 40.658052193341,-122.446591504931 40.6579623339959,-122.447138237602 40.6578298228917,-122.447316156563 40.6577656689172,-122.447335490772 40.6577586969196,-122.447339582847 40.6577580732905,-122.447598042364 40.6576656152244,-122.448232368814 40.6574884752236,-122.449759690758 40.6573245994752,-122.450401434082 40.657322897997,-122.450414002014 40.6573229581069,-122.450426569945 40.6573230182154,-122.451035761563 40.6573259172618,-122.451167329506 40.6573394588339,-122.452641733399 40.6574911987396,-122.454751017512 40.6579516226109,-122.454907152602 40.6580131166437,-122.45676521026 40.6587448859553,-122.458475374784 40.6596538016233,-122.458866197885 40.6600565260891,-122.459178706642 40.6602696977805,-122.459482404089 40.6606584982426,-122.459565274933 40.6607777937505,-122.459580640214 40.6607999129594,-122.459812032008 40.6611330027785,-122.459994991189 40.6614581756086,-122.46011621012 40.6617380153896,-122.460203200816 40.6620447209107,-122.460307319648 40.6624280807062,-122.460367853214 40.6628067327596,-122.460376667118 40.6631806389021,-122.46038545568 40.6633743685651,-122.460350402982 40.6635949196027,-122.460359277082 40.6638697293299,-122.460341860488 40.6641038758661,-122.460307401388 40.6643424481272,-122.460298250518 40.6644685275103,-122.460263851196 40.6646080033921,-122.460142517553 40.6648912124341,-122.460046421037 40.6650709384567,-122.459942310704 40.6653272016912,-122.459450193005 40.6653333685424,-122.44921285065 40.6654611732085,-122.436504383014 40.6656250412573,-122.425566419146 40.6657467881819,-122.421324789948 40.6657811876249,-122.416286635464 40.6658218450031,-122.411451147683 40.6658603487076,-122.41145152663 40.6804365212787,-122.406384499027 40.6805276814742)))",11046.2852365,36948.5291549786,44702909.1646082
07N_NU_U001,07N_NU,Private,CALIFORNIA WATER SERVICE CO. (Willows),Willows,California Water Service Co. (Willows), , ,7N_NU,0.0,"MULTIPOLYGON (((-122.185799046547 39.5357825004373,-122.185798814201 39.5322826478736,-122.18579877016 39.5316179237235,-122.183176815897 39.5316272869583,-122.183080419367 39.531627630591,-122.183159096962 39.531429953635,-122.183176799728 39.5313910396709,-122.183236729208 39.5312593006767,-122.183297712187 39.5309578791246,-122.183315404922 39.5305029753927,-122.18318503221 39.5243749484253,-122.184463576175 39.5243716724899,-122.18600579903 39.5243677023843,-122.18595386909 39.5228986333901,-122.184417741176 39.5229169451397,-122.183097944429 39.5229326624349,-122.18314145922 39.5226941915189,-122.183202359121 39.5225234203781,-122.183315314243 39.522253899582,-122.183427689835 39.5220339325507,-122.183653235595 39.5217742131804,-122.183931434935 39.5215509049234,-122.184521389718 39.5210324371384,-122.184559902457 39.5209999075877,-122.187229717696 39.5187447235294,-122.188740192461 39.5174712807824,-122.188918269132 39.5173079123772,-122.18901799836 39.517216420068,-122.189374123838 39.5168539797551,-122.189599532171 39.5165401841118,-122.189782468792 39.5161269771768,-122.190563360663 39.5145600885396,-122.191674258163 39.5123692595263,-122.191778749843 39.5121357138087,-122.191900528628 39.5119788767844,-122.19203923125 39.5118672092123,-122.192247516588 39.511774046522,-122.192438454108 39.5117348259747,-122.1927771761 39.5116786097409,-122.192768186681 39.5095025148844,-122.193030106542 39.509501265127,-122.193726361505 39.5094979416152,-122.200077246963 39.5094674315936,-122.205945533277 39.5094175535786,-122.206492975027 39.5100565309163,-122.207291323553 39.5109450050423,-122.207448459628 39.5111280301623,-122.208193991776 39.5119963733856,-122.208784441029 39.5127572742706,-122.209270690096 39.5132831912325,-122.209843599465 39.5139899047625,-122.210347006716 39.5145429644285,-122.210859211545 39.5151546506909,-122.211588425307 39.515929994862,-122.212230985012 39.5167182626968,-122.212708186993 39.5174062926171,-122.213151038799 39.5181751823232,-122.21343755108 39.5188168654854,-122.213662862593 39.5193409978839,-122.214084019399 39.5193321006552,-122.216571288427 39.5192795383933,-122.216657837133 39.5209605772989,-122.218628779269 39.5228705470934,-122.218671100612 39.5237950139503,-122.218680770066 39.5240062168774,-122.218667567625 39.5240062878894,-122.217696180628 39.524011524637,-122.21421861863 39.5240302047367,-122.214253891834 39.5260623059645,-122.212265881414 39.5261164306827,-122.212291679409 39.5316850744343,-122.212324571238 39.5387766762785,-122.202672343662 39.5388031302998,-122.202669500768 39.5441899569516,-122.193776768723 39.5442270582523,-122.193446452377 39.5391180703069,-122.188359361659 39.5389516798092,-122.185898412107 39.5388012680032,-122.185799046547 39.5357825004373)))",1913.82626259,13131.0938739553,7745011.08214364
11_NU1_U001,11_NU1,Private,CALIFORNIA WATER SERVICE CO. (Oroville),Oroville,California Water Service Co. (Oroville), , ,11_NU1,0.0,"MULTIPOLYGON (((-121.548656627877 39.5198251479737,-121.548936863716 39.519158661194,-121.549995977514 39.5184015252788,-121.550252762594 39.5185367992038,-121.551949324164 39.519430515813,-121.552235352562 39.5200467666037,-121.553138313585 39.5205760967864,-121.55334656204 39.5205967106783,-121.553392896104 39.5206062978441,-121.553763484459 39.5206874978802,-121.553928637427 39.5207526245782,-121.554240897435 39.5209817636,-121.554484082701 39.5212460822253,-121.554679593004 39.5214602518938,-121.554744248778 39.5215331367238,-121.554944122164 39.5217473601853,-121.555117328787 39.5218801607597,-121.55571689364 39.5223155955161,-121.558711545497 39.5241593122567,-121.558694015763 39.5257448675174,-121.556445666449 39.5279559486665,-121.554483717054 39.5266611293692,-121.554544978745 39.5264771854841,-121.553867674085 39.5260723118098,-121.553615644303 39.5263034353235,-121.553016910183 39.5259671114135,-121.552070834331 39.526144532677,-121.552140313565 39.5250056256961,-121.552105715378 39.5248159832098,-121.551732426706 39.5245139965889,-121.551758155438 39.5240457946504,-121.551836212854 39.5238935958934,-121.551723323064 39.5237975826196,-121.551506600488 39.5237993857442,-121.551124783774 39.5234882811624,-121.551107296673 39.522965479327,-121.550473668266 39.5228404430989,-121.550074132992 39.522542629391,-121.550056897497 39.5224973637063,-121.550056542975 39.5223396832514,-121.550134929289 39.5221018942335,-121.550239273491 39.5219094806304,-121.550898562269 39.5209401146514,-121.550603845691 39.520427367996,-121.549318802382 39.5213483744115,-121.54908461862 39.5213859948966,-121.548780675583 39.5213867028828,-121.548537300121 39.5213070761895,-121.54840727693 39.5211612900515,-121.548355174682 39.5210795488485,-121.548347064194 39.5205613677693,-121.548656627877 39.5198251479737)))",101.397715293,3350.70541051747,410343.636724416
12_NU1_U001,12_NU1,Private,CALIFORNIA WATER SERVICE CO. (Oroville),Oroville,California Water Service Co. (Oroville), , ,12_NU1,0.0,"MULTIPOLYGON (((-121.540022357052 39.5188083390403,-121.540113742396 39.5185654846231,-121.540150660339 39.512856642338,-121.539941781965 39.5125296355083,-121.539943895741 39.5122030045557,-121.540160150454 39.5113889062137,-121.540167534187 39.5102469141392,-121.539956554155 39.5102460956774,-121.54016858964 39.5100837094481,-121.540172809424 39.5094311114115,-121.539962884819 39.5092675306184,-121.540067149458 39.4931439215991,-121.54012640635 39.4931398145609,-121.540125987067 39.4920135539284,-121.54112746061 39.4920488766797,-121.541126839431 39.4921452311585,-121.541518616804 39.4921467472181,-121.54154410695 39.4926808756873,-121.541541243391 39.4931252084063,-121.541565315879 39.4931253018365,-121.541566656353 39.4931533978438,-121.544089207843 39.4931350381437,-121.545752389869 39.4931414248183,-121.54574852417 39.4931229319249,-121.546567131044 39.493116950735,-121.546531981675 39.4924317479312,-121.549127652169 39.4924191411683,-121.549596806322 39.4915421227231,-121.549973106761 39.4916897454683,-121.549974138044 39.4915265388709,-121.550185809186 39.4913641329302,-121.55039673276 39.4913649330292,-121.550400855553 39.4907123309694,-121.550611949031 39.4905501427905,-121.550614011104 39.4902237304473,-121.550825675703 39.4900613234288,-121.550827731825 39.4897355751762,-121.551038364375 39.4897363735193,-121.551040421615 39.4894104044934,-121.549355937579 39.4894040110652,-121.549402420308 39.4820637173814,-121.552560427462 39.4820756825661,-121.552773542191 39.481587077316,-121.552774567552 39.4814238705519,-121.552986487877 39.4812612381136,-121.552987509832 39.4810984746783,-121.553199138823 39.4809365052747,-121.553411219852 39.4806113273571,-121.553623136251 39.4804486938142,-121.553624159696 39.4802854870513,-121.55404741268 39.4799608815816,-121.554257444637 39.4799616714942,-121.554469356213 39.4797992581259,-121.55467995974 39.4798000495464,-121.554891011706 39.4796376315925,-121.554892030483 39.4794748681694,-121.555104673987 39.4791490237147,-121.55552718217 39.4789873988014,-121.555949846318 39.4786627835075,-121.555950864454 39.4784995776846,-121.556163336797 39.4783376060376,-121.556374382948 39.4781749638343,-121.556377431525 39.4776857869883,-121.556591074863 39.4771976189725,-121.556807036465 39.4763823745969,-121.556810082326 39.4758931967548,-121.557024164232 39.4752413765176,-121.557068955134 39.475172826116,-121.557168906395 39.475197424444,-121.557192059049 39.4752022166879,-121.557435099541 39.4752908304472,-121.557599779063 39.4753739658379,-121.557938245411 39.4754862873828,-121.558172611122 39.4756784079754,-121.558389915955 39.4758522953388,-121.558615902934 39.476098370916,-121.558798357507 39.476235785616,-121.559041125111 39.4763379073732,-121.559275640556 39.4764174008313,-121.559553481492 39.4764749067426,-121.559779222075 39.4764867150543,-121.560837675947 39.4764637888403,-121.56671485351 39.4762796456952,-121.567748210012 39.4763464483998,-121.568502874928 39.4764323344489,-121.571506920764 39.4771360515334,-121.572027230371 39.4772055180051,-121.572348591788 39.4772319916192,-121.576116228021 39.4771971321756,-121.576160005873 39.4779364965823,-121.575985776424 39.4785695725148,-121.576003403889 39.4819801075562,-121.576306927351 39.4822766544296,-121.57619418823 39.4855234089401,-121.576159373243 39.4883341269547,-121.576125366013 39.4938118345335,-121.576072752149 39.4972800653131,-121.576090726998 39.4973253361479,-121.576325045724 39.4978462861155,-121.576437519533 39.4981404918313,-121.57439736906 39.4980974553967,-121.57443215362 39.4984582841466,-121.574632452729 39.500145624931,-121.573581777911 39.5050297283071,-121.572895638248 39.5053096243806,-121.572591726849 39.5087207227539,-121.569709937927 39.5104602671971,-121.569727570974 39.5106992521752,-121.567826009567 39.5112885109668,-121.567861182734 39.5119827215686,-121.568069529357 39.5119267245461,-121.568407858759 39.5126922476657,-121.562948049154 39.5143818020218,-121.558694005904 39.5154103074805,-121.553355466299 39.5162449537834,-121.552999261363 39.516312597627,-121.54858976516 39.5173568146242,-121.547634666656 39.5181467734416,-121.547340030031 39.5189224608827,-121.540022357052 39.5188083390403)))",2760.36735374,15380.457821467,11170855.0370391
