short_code,source_mask,geopackage_source_id,xml_source_id,has_spatial_data,has_connectivity_data,schematic_type,name,type,sub_type,shape_length,hydrologic_region_id,network_version_id,is_active,created_by
C_CAA024,3,4.0,5.0,True,True,arc,California Aqueduct,CH,CL,35470.6385194384,2.0,12,True,2
D_GCC065_08S_PA,3,4.0,5.0,True,True,arc,,D,,26417.6057427674,1.0,12,True,2
SR_26S_NTOMA,3,4.0,5.0,True,True,arc,,SR,,2499.99994791735,1.0,12,True,2
SLV016,3,4.0,5.0,True,True,node,SLV016,CH,STM,,1.0,12,True,2
C_DMC024,3,4.0,5.0,True,True,arc,Delta-Mendota Canal,CH,CL,8684.20930349855,2.0,12,True,2
SR_23_ABN000,3,4.0,5.0,True,True,arc,,SR,,2500.00003252676,1.0,12,True,2
C_MOK028,3,4.0,5.0,True,True,arc,Mokelumne River,CH,ST,10174.6427803222,2.0,12,True,2
OMR021,3,4.0,5.0,True,True,node,OMR021,CH,STM,,1.0,12,True,2
C_RLLNS,3,4.0,5.0,True,True,arc,Bear River,CH,ST,204.326154112888,1.0,12,True,2
C_GCC007,3,4.0,5.0,True,True,arc,Glenn Colusa Canal,CH,CL,4828.03195601187,1.0,12,True,2
I_THM028,3,4.0,5.0,True,True,arc,,IN,LI,7500.0000124589,1.0,12,True,2
C_CSM035,3,4.0,5.0,True,True,arc,Cosumnes River,CH,ST,3344.50155152495,2.0,12,True,2
C_PTH021,3,4.0,5.0,True,True,arc,Putah Creek,CH,ST,2382.12822580229,1.0,12,True,2
D_PSC003_20_PA,3,4.0,5.0,True,True,arc,,D,,19003.5794999991,1.0,12,True,2
C_CCT011,3,4.0,5.0,True,True,arc,Clear Creek Tunnel Outfall,CH,CL,126.974539596145,1.0,12,True,2
C_NLL016,3,4.0,5.0,True,True,arc,North Channel Little Last Chance Creek,CH,ST,25315.6110836308,1.0,12,True,2
D_STN004_GCC007,3,4.0,5.0,True,True,arc,,D,HIS,1984.51320000086,1.0,12,True,2
LBC043,3,4.0,5.0,True,True,node,LBC043,CH,CNL,,1.0,12,True,2
SFA035,3,4.0,5.0,True,True,node,SFA035,CH,STM,,1.0,12,True,2
SR_72_MSN004,3,4.0,5.0,True,True,arc,,SR,,2500.00005999017,2.0,12,True,2
C_SAC299,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,4634.64143187482,1.0,12,True,2
CT_YOLO,3,4.0,5.0,True,True,arc,,CT,,7500.00000251896,1.0,12,True,2
C_FTR030,3,4.0,5.0,True,True,arc,Feather River,CH,ST,2341.12752007736,1.0,12,True,2
72_NA2,3,4.0,5.0,True,True,node,72_NA2,NP,A,,2.0,12,True,2
C_ORT001,3,4.0,5.0,True,True,arc,Orestimba Creek,CH,ST,2118.90725820487,2.0,12,True,2
R_72_PR2_MSN004,3,4.0,5.0,True,True,arc,,RT,,2114.20360000059,2.0,12,True,2
C_SSJ004,3,4.0,5.0,True,True,arc,"South San Joaquin Main Canal, etc",CH,CL,21666.5070092077,2.0,12,True,2
C_NFF028,3,4.0,5.0,True,True,arc,North Fork Feather River,CH,ST,2226.1417527107,1.0,12,True,2
D_ELD012_04_NA,3,4.0,5.0,True,True,arc,,D,,19636.8902664242,1.0,12,True,2
SAC017,3,4.0,5.0,True,True,node,SAC017,CH,STM,,1.0,12,True,2
SR_20_PTH021,3,4.0,5.0,True,True,arc,,SR,,2499.99997840724,1.0,12,True,2
SLTSP,3,4.0,5.0,True,True,node,SLTSP,STR,,,2.0,12,True,2
D_CHW017_64_PA2,3,4.0,5.0,True,True,arc,,D,,3592.75720000081,2.0,12,True,2
D_SAC099_19_SA,3,4.0,5.0,True,True,arc,,D,,6207.35869999975,1.0,12,True,2
CT_NICOLAUS,3,4.0,5.0,True,True,arc,,CT,,7500.00000818407,1.0,12,True,2
I_AMADR,3,4.0,5.0,True,True,arc,,IN,LI,7500.00005812631,2.0,12,True,2
SFA032,3,4.0,5.0,True,True,node,SFA032,CH,CNL,,1.0,12,True,2
R_11_PR_BTC017,3,4.0,5.0,True,True,arc,,RT,,6668.1733724216,1.0,12,True,2
C_WBF030,3,4.0,5.0,True,True,arc,West Branch Feather River,CH,ST,22687.9425896466,1.0,12,True,2
C_BEC021,3,4.0,5.0,True,True,arc,Bear River Canal,CH,CL,1571.98555594397,1.0,12,True,2
MOK035,3,4.0,5.0,True,True,node,MOK035,CH,STM,,2.0,12,True,2
C_SLV014,3,4.0,5.0,True,True,arc,Silver Creek,CH,ST,13805.0434665177,1.0,12,True,2
SAC257,3,4.0,5.0,True,True,node,SAC257,CH,SG,,1.0,12,True,2
TUR001,3,4.0,5.0,True,True,node,TUR001,CH,SG,,2.0,12,True,2
SAC228,3,4.0,5.0,True,True,node,SAC228,CH,STM,,1.0,12,True,2
C_ABN014,3,4.0,5.0,True,True,arc,Auburn Ravine,CH,ST,5814.27280242971,1.0,12,True,2
C_FSL012,3,4.0,5.0,True,True,arc,Fresno Slough,CH,ST,11426.9880267386,2.0,12,True,2
C_SAC115,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,9692.91718001249,1.0,12,True,2
I_FSL012,3,4.0,5.0,True,True,arc,,IN,IM,7500.00005812499,2.0,12,True,2
I_CLV026,3,4.0,5.0,True,True,arc,,IN,LI,7499.99997548784,2.0,12,True,2
SAC129,3,4.0,5.0,True,True,node,SAC129,CH,STM,,1.0,12,True,2
SR_03_SAC265,3,4.0,5.0,True,True,arc,,SR,,2499.99998243928,1.0,12,True,2
C_PLM001,3,4.0,5.0,True,True,arc,Plum Creek (S. Fk. American),CH,ST,2194.25001766948,1.0,12,True,2
NLC003,3,4.0,5.0,True,True,node,NLC003,CH,STM,,1.0,12,True,2
D_NBLDB_CGT005,3,4.0,5.0,True,True,arc,Colgate Tunnel/Penstock,D,NS,7939.45804504859,1.0,12,True,2
I_LOSVQ,3,4.0,5.0,True,True,arc,,IN,LI,7500.00005812433,1.0,12,True,2
D_WTPFOL_26S_PU1,3,4.0,5.0,True,True,arc,,D,,2594.56369999982,1.0,12,True,2
SR_64_EBP050,3,4.0,5.0,True,True,arc,,SR,,2500.00009999983,2.0,12,True,2
C_SAC081,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,5080.6451550226,1.0,12,True,2
MRM001,3,4.0,5.0,True,True,node,MRM001,CH,SG,,1.0,12,True,2
C_WLF017,3,4.0,5.0,True,True,arc,Wolf Creek,CH,ST,5672.71435393928,1.0,12,True,2
D_XCC033_72_PR2,3,4.0,5.0,True,True,arc,San Luis Canal,D,,34739.6787529786,2.0,12,True,2
C_FSC015,3,4.0,5.0,True,True,arc,Folsom South Canal,CH,CL,15559.7802311437,2.0,12,True,2
SJR115,3,4.0,5.0,True,True,node,SJR115,CH,SG,,2.0,12,True,2
R_09_SA2_BTC007,3,4.0,5.0,True,True,arc,Unlabeled Return Flow,RT,,4518.55246871295,1.0,12,True,2
RD1500,3,4.0,5.0,True,True,node,RD1500,PS,SG,,1.0,12,True,2
C_ABN024,3,4.0,5.0,True,True,arc,Auburn Ravine,CH,ST,15301.284302082,1.0,12,True,2
ESL008,3,4.0,5.0,True,True,node,ESL008,CH,CNL,,1.0,12,True,2
CLV004,3,4.0,5.0,True,True,node,CLV004,CH,STM,,2.0,12,True,2
FRS025,3,4.0,5.0,True,True,node,FRS025,CH,SG,,2.0,12,True,2
C_AMR007,3,4.0,5.0,True,True,arc,American River,CH,ST,1222.80349061754,1.0,12,True,2
D_CSL005_25_NA,3,4.0,5.0,True,True,arc,,D,,14318.1996000018,1.0,12,True,2
C_BTC018,3,4.0,5.0,True,True,arc,Butte Creek,CH,ST,2049.3266582552,1.0,12,True,2
STH005,3,4.0,5.0,True,True,node,STH005,CH,CNL,,1.0,12,True,2
D_WSE004_24_NU3,3,4.0,5.0,True,True,arc,,D,,2510.86760000046,1.0,12,True,2
C_GCC032,3,4.0,5.0,True,True,arc,Glenn Colusa Canal,CH,CL,6488.12156132075,1.0,12,True,2
D_WTPTAB_TVAFB,3,4.0,5.0,True,True,arc,,D,,2867.71389999986,1.0,12,True,2
SAC030,3,4.0,5.0,True,True,node,SAC030,CH,STM,,1.0,12,True,2
D_WTPFMH_VLLJO,3,4.0,5.0,True,True,arc,,D,,2500.0,1.0,12,True,2
I_STS059,3,4.0,5.0,True,True,arc,,IN,LI,7500.0,2.0,12,True,2
C_SAC041,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,8046.71999659973,1.0,12,True,2
C_SAC169,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,1978.91851410553,1.0,12,True,2
CLV010,3,4.0,5.0,True,True,node,CLV010,CH,STM,,2.0,12,True,2
D_ABN006_23_NA,3,4.0,5.0,True,True,arc,,D,,12100.910086662,1.0,12,True,2
D_FOLSM_WTPEDH,3,4.0,5.0,True,True,arc,,D,,7748.6062000012,1.0,12,True,2
C_NFF045,3,4.0,5.0,True,True,arc,North Fork Feather River,CH,ST,10583.192740067,1.0,12,True,2
SAC057,3,4.0,5.0,True,True,node,SAC057,CH,STM,,1.0,12,True,2
FCS007,3,4.0,5.0,True,True,node,FCS007,CH,STM,,2.0,12,True,2
C_EPARK,3,4.0,5.0,True,True,arc,Stony Creek,CH,ST,28848.3841021399,1.0,12,True,2
SR_71_SJR117,3,4.0,5.0,True,True,arc,,SR,,2499.99994791732,2.0,12,True,2
GCC032,3,4.0,5.0,True,True,node,GCC032,CH,CNL,,1.0,12,True,2
C_SFA059,3,4.0,5.0,True,True,arc,South Fork American River,CH,ST,16804.2336212966,1.0,12,True,2
RUB002,3,4.0,5.0,True,True,node,RUB002,CH,SG,,1.0,12,True,2
BSC000,3,4.0,5.0,True,True,node,BSC000,CH,SG,,1.0,12,True,2
FSL005,3,4.0,5.0,True,True,node,FSL005,CH,STM,,2.0,12,True,2
DCC008,3,4.0,5.0,True,True,node,DCC008,CH,SG,,1.0,12,True,2
C_LCC029,3,4.0,5.0,True,True,arc,Little Chico Creek,CH,ST,8046.81786419032,1.0,12,True,2
PSC013,3,4.0,5.0,True,True,node,PSC013,CH,CNL,,1.0,12,True,2
D_SBP021_DWRPS2,3,4.0,5.0,True,True,arc,,D,,714.316202689667,1.0,12,True,2
C_AMR020,3,4.0,5.0,True,True,arc,American River,CH,ST,5511.65792080827,1.0,12,True,2
R_71_PA8_RFS71A,3,4.0,5.0,True,True,arc,,RT,,2600.0,2.0,12,True,2
C_LST007,3,4.0,5.0,True,True,arc,Lost Creek,CH,ST,3857.24366667779,1.0,12,True,2
C_NFA022,3,4.0,5.0,True,True,arc,North Fork American River,CH,ST,3465.65787236794,1.0,12,True,2
D_WBF030_HKC002,3,4.0,5.0,True,True,arc,Hendricks Canal,D,,3954.05257961615,1.0,12,True,2
SR_63_EBP030,3,4.0,5.0,True,True,arc,,SR,,2500.00013495719,2.0,12,True,2
C_NFY029,3,4.0,5.0,True,True,arc,North Yuba River,CH,ST,18381.8869117568,1.0,12,True,2
C_DSC012,3,4.0,5.0,True,True,arc,Dry Creek/Sutter Creek,CH,ST,6437.45426626339,2.0,12,True,2
C_THM028,3,4.0,5.0,True,True,arc,Thomes Creek,CH,ST,2890.19239920237,1.0,12,True,2
R_17N_PR_CRK005,3,4.0,5.0,True,True,arc,,RT,,5000.0,1.0,12,True,2
CAA143,3,4.0,5.0,True,True,node,CAA143,CH,CNL,,2.0,12,True,2
C_BRYSA,3,4.0,5.0,True,True,arc,Putah Creek,CH,ST,2203.35740828648,1.0,12,True,2
C_LVC001,3,4.0,5.0,True,True,arc,Lake Valley Canal,CH,CL,2340.65572544793,1.0,12,True,2
D_MDC032_64_PA1,3,4.0,5.0,True,True,arc,,D,,22985.8463935829,2.0,12,True,2
PTH007,3,4.0,5.0,True,True,node,PTH007,CH,STM,,1.0,12,True,2
SJR075,3,4.0,5.0,True,True,node,SJR075,CH,SG,,2.0,12,True,2
R_03_PU1_KSWCK,3,4.0,5.0,True,True,arc,,RT,,12565.9686999992,1.0,12,True,2
D_FSC015_60N_NA2,3,4.0,5.0,True,True,arc,,D,,20083.3579000002,2.0,12,True,2
C_NFA016,3,4.0,5.0,True,True,arc,North Fork American River,CH,ST,8023.02628830212,1.0,12,True,2
C_SAC097,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,6734.12662747326,1.0,12,True,2
R_EDWWTP_DEE020,3,4.0,5.0,True,True,arc,,RT,,14457.4566234133,2.0,12,True,2
I_RVPHB,3,4.0,5.0,True,True,arc,,IN,LI,7499.99996034908,1.0,12,True,2
SP_SAC122_SBP021,3,4.0,5.0,True,True,arc,,SP,,7615.83683002163,1.0,12,True,2
D_CGT005_14_NA,3,4.0,5.0,True,True,arc,Browns Valley Ditch,D,,58370.0398990802,1.0,12,True,2
D_DRC010_05_NA,3,4.0,5.0,True,True,arc,,D,,5708.98860000074,1.0,12,True,2
ABN010,3,4.0,5.0,True,True,node,ABN010,CH,STM,,1.0,12,True,2
PTH020,3,4.0,5.0,True,True,node,PTH020,CH,STM,,1.0,12,True,2
R_21_PA_YBP032,3,4.0,5.0,True,True,arc,,RT,,2730.28423905211,1.0,12,True,2
C_SJR026,3,4.0,5.0,True,True,arc,San Joaquin River,CH,ST,4225.60309551714,1.0,12,True,2
NFF050,3,4.0,5.0,True,True,node,NFF050,CH,STM,,1.0,12,True,2
C_CLV004,3,4.0,5.0,True,True,arc,Calaveras River,CH,ST,6437.38886940235,1.0,12,True,2
C_TGR001,3,4.0,5.0,True,True,arc,Tiger Creek Regulatory Canal (MokAque),CH,CL,9568.97261681194,2.0,12,True,2
SR_17S_SSL001,3,4.0,5.0,True,True,arc,,SR,,2477.95419832144,1.0,12,True,2
C_FDC006,3,4.0,5.0,True,True,arc,French Dry Creek,CH,ST,9656.06388384654,1.0,12,True,2
D_LBR002_LBC001,3,4.0,5.0,True,True,arc,Lower Boardman Canal,D,CL,2442.02608496446,1.0,12,True,2
C_EDC007,3,4.0,5.0,True,True,arc,El Dorado Canal,CH,CL,23137.9917528957,1.0,12,True,2
C_DER018,3,4.0,5.0,True,True,arc,Deer Creek,CH,ST,11239.9825031415,1.0,12,True,2
C_NFA054,3,4.0,5.0,True,True,arc,North Fork American River,CH,ST,9153.50777277063,1.0,12,True,2
FTR031,3,4.0,5.0,True,True,node,FTR031,CH,STM,,1.0,12,True,2
I_MERLC,3,4.0,5.0,True,True,arc,,IN,LI,7500.0000853124,1.0,12,True,2
SAC000,3,4.0,5.0,True,True,node,SAC000,CH,STM,,1.0,12,True,2
FTR036,3,4.0,5.0,True,True,node,FTR036,CH,STM,,1.0,12,True,2
DEE023,3,4.0,5.0,True,True,node,DEE023,CH,SG,,2.0,12,True,2
BTC017,3,4.0,5.0,True,True,node,BTC017,CH,SG,,1.0,12,True,2
D_NFA016_ABT002,3,4.0,5.0,True,True,arc,Auburn Tunnel,D,,3661.5179256991,1.0,12,True,2
C_COT033,3,4.0,5.0,True,True,arc,Cottonwood Creek,CH,ST,53860.408084945,2.0,12,True,2
C_STH004,3,4.0,5.0,True,True,arc,South Canal,CH,CL,2532.79341327048,1.0,12,True,2
BCN005,3,4.0,5.0,True,True,node,BCN005,CH,STM,,1.0,12,True,2
C_JBC008,3,4.0,5.0,True,True,arc,Joint Board Canal,CH,CL,10007.7072006181,1.0,12,True,2
SJR090,3,4.0,5.0,True,True,node,SJR090,CH,STM,,2.0,12,True,2
TGR021,3,4.0,5.0,True,True,node,TGR021,CH,SG,,2.0,12,True,2
R_11_NU1_ORWWTP,3,4.0,5.0,True,True,arc,,RT,,6046.02070000023,1.0,12,True,2
R_91_PA_FSL012,3,4.0,5.0,True,True,arc,,RT,,1796.91250519648,2.0,12,True,2
C_MRS000,3,4.0,5.0,True,True,arc,Merced River Slough,CH,ST,1840.88005917685,2.0,12,True,2
TCC022,3,4.0,5.0,True,True,node,TCC022,CH,CNL,,1.0,12,True,2
FTR074,3,4.0,5.0,True,True,node,FTR074,CH,STM,,1.0,12,True,2
D_VCT002_ORP000,3,4.0,5.0,True,True,arc,,D,,6489.94489999861,1.0,12,True,2
D_SJR090_71_NA2,3,4.0,5.0,True,True,arc,,D,,19357.0652737287,2.0,12,True,2
C_CMP014,3,4.0,5.0,True,True,arc,Camp Creek,CH,ST,13845.7908661768,2.0,12,True,2
C_PTH024,3,4.0,5.0,True,True,arc,Putah Creek,CH,ST,4750.01231595891,1.0,12,True,2
C_YBP037,3,4.0,5.0,True,True,arc,Yolo Bypass,CH,BP,4495.02960960183,1.0,12,True,2
R_62_NU_TKWWTP,3,4.0,5.0,True,True,arc,,RT,,4000.0,2.0,12,True,2
C_SFY040,3,4.0,5.0,True,True,arc,South Yuba River,CH,ST,12235.8305122111,1.0,12,True,2
SLT009,3,4.0,5.0,True,True,node,SLT009,CH,STM,,1.0,12,True,2
SR_23_BRR011,3,4.0,5.0,True,True,arc,,SR,,2500.00000177822,1.0,12,True,2
I_HON021,3,4.0,5.0,True,True,arc,,IN,LI,7499.99994718767,1.0,12,True,2
C_PSC024,3,4.0,5.0,True,True,arc,Putah South Canal,CH,CL,16084.0645279196,1.0,12,True,2
SFF008,3,4.0,5.0,True,True,node,SFF008,CH,SG,,1.0,12,True,2
SFA065,3,4.0,5.0,True,True,node,SFA065,CH,SG,,1.0,12,True,2
EDC021,3,4.0,5.0,True,True,node,EDC021,CH,CNL,,1.0,12,True,2
D_FTR028_15S_SA,3,4.0,5.0,True,True,arc,,D,,13333.4147044211,1.0,12,True,2
C_SJR072,3,4.0,5.0,True,True,arc,San Joaquin River,CH,ST,4422.65114597568,2.0,12,True,2
DD_SJR013_SJRW,3,4.0,5.0,True,True,arc,,DD,,2272.14819988552,1.0,12,True,2
C_CLV010,3,4.0,5.0,True,True,arc,Calaveras River,CH,ST,1609.34716308768,2.0,12,True,2
C_MFY005,3,4.0,5.0,True,True,arc,Middle Yuba River,CH,ST,7351.50266987405,1.0,12,True,2
D_SAC062_WTPSAC,3,4.0,5.0,True,True,arc,,D,,546.484981870191,1.0,12,True,2
CT_SMARTVILLE,3,4.0,5.0,True,True,arc,,CT,,7500.00000217662,1.0,12,True,2
C_DER002,3,4.0,5.0,True,True,arc,Deer Creek,CH,ST,2387.55735895361,1.0,12,True,2
C_MSN004,3,4.0,5.0,True,True,arc,Mud Slough,CH,ST,6463.74376596208,2.0,12,True,2
SR_26N_EMD001,3,4.0,5.0,True,True,arc,,SR,,2499.99994791732,1.0,12,True,2
R_WLDWD_DER004,3,4.0,5.0,True,True,arc,,RT,,3565.8479000004,1.0,12,True,2
SR_11_DWRPS1,3,4.0,5.0,True,True,arc,,SR,,2500.0000707959,1.0,12,True,2
CT_FREEPORT,3,4.0,5.0,True,True,arc,,CT,,7500.00005625693,1.0,12,True,2
C_RUB002,3,4.0,5.0,True,True,arc,Rubicon River,CH,ST,1029.01473063852,1.0,12,True,2
D_CLRLK_CLLPT,3,4.0,5.0,True,True,arc,,D,,15765.1556016723,1.0,12,True,2
I_WBF006,3,4.0,5.0,True,True,arc,,IN,LI,7499.99995424135,1.0,12,True,2
R_08N_SA2_CBD049,3,4.0,5.0,True,True,arc,Unlabeled Return Flow,RT,,22131.2215538325,1.0,12,True,2
C_DBC024,3,4.0,5.0,True,True,arc,Dry Creek/Berenda Creek (Conceptual Combination),CH,ST,16306.4291578291,2.0,12,True,2
OMR024,3,4.0,5.0,True,True,node,OMR024,CH,STM,,1.0,12,True,2
C_EBP050,3,4.0,5.0,True,True,arc,Eastside Bypass,CH,BP,3457.59460692883,2.0,12,True,2
D_WTPWMN_FRFLD,3,4.0,5.0,True,True,arc,,D,,2405.57370000146,1.0,12,True,2
DMC080,3,4.0,5.0,True,True,node,DMC080,CH,CNL,,2.0,12,True,2
DMC049,3,4.0,5.0,True,True,node,DMC049,CH,CNL,,2.0,12,True,2
SR_11_FTR059,3,4.0,5.0,True,True,arc,,SR,,2499.9999784081,1.0,12,True,2
BTC060,3,4.0,5.0,True,True,node,BTC060,CH,STM,,1.0,12,True,2
C_FTR068,3,4.0,5.0,True,True,arc,Feather River,CH,ST,949.864727351537,1.0,12,True,2
D_YBP023_21_SA,3,4.0,5.0,True,True,arc,,D,,6056.2185428534,1.0,12,True,2
C_PSC013,3,4.0,5.0,True,True,arc,Putah South Canal,CH,CL,3273.41301131809,1.0,12,True,2
C_ANTLP,3,4.0,5.0,True,True,arc,Indian Creek,CH,ST,64082.2410850444,1.0,12,True,2
SR_26S_SAC048,3,4.0,5.0,True,True,arc,,SR,,2499.9999603657,1.0,12,True,2
MCD018,3,4.0,5.0,True,True,node,MCD018,CH,SG,,2.0,12,True,2
R_15N_NA2_JCK002,3,4.0,5.0,True,True,arc,Unlabeled Return Flow,RT,,7990.9313985391,1.0,12,True,2
C_INDVL,3,4.0,5.0,True,True,arc,North Fork Cache Creek,CH,ST,613.481631099002,1.0,12,True,2
C_YBP007,3,4.0,5.0,True,True,arc,Yolo Bypass,CH,BP,8046.73613635105,1.0,12,True,2
C_SAC178,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,6437.37600261309,1.0,12,True,2
R_RFS8S_SAC093,3,4.0,5.0,True,True,arc,,RT,,9450.91624950279,1.0,12,True,2
DD_MOK004_MOK,3,4.0,5.0,True,True,arc,,DD,,1627.83388441986,1.0,12,True,2
YCWWTP,3,4.0,5.0,True,True,node,YCWWTP,WWTP,,,1.0,12,True,2
R_72_PA_MSS014,3,4.0,5.0,True,True,arc,,RT,,12428.2628623518,2.0,12,True,2
C_SAC063,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,625.165385534433,1.0,12,True,2
C_THRMA,3,4.0,5.0,True,True,arc,Conceptual Thermalito Afterbay,CH,ST,5255.02972069653,1.0,12,True,2
C_CAA156,3,4.0,5.0,True,True,arc,California Aqueduct,CH,CL,13104.761800835,2.0,12,True,2
I_MFY013,3,4.0,5.0,True,True,arc,,IN,LI,7500.00008203308,1.0,12,True,2
ABN026,3,4.0,5.0,True,True,node,ABN026,CH,STM,,1.0,12,True,2
SR_21_YBP023,3,4.0,5.0,True,True,arc,,SR,,2499.9999401381,1.0,12,True,2
GCC022,3,4.0,5.0,True,True,node,GCC022,CH,CNL,,1.0,12,True,2
GCC039,3,4.0,5.0,True,True,node,GCC039,CH,CNL,,1.0,12,True,2
C_TRNSF,3,4.0,5.0,True,True,arc,Los Vaqueros Pipeline,CH,CL,11362.0542383403,1.0,12,True,2
C_MCD018,3,4.0,5.0,True,True,arc,Merced River,CH,ST,5652.06837836966,2.0,12,True,2
LST007,3,4.0,5.0,True,True,node,LST007,CH,STM,,1.0,12,True,2
C_BCK017,3,4.0,5.0,True,True,arc,Bear Creek,CH,ST,11265.4304687753,2.0,12,True,2
C_HKC002,3,4.0,5.0,True,True,arc,Hendricks Canal,CH,CL,9877.6184658564,1.0,12,True,2
C_LJC022,3,4.0,5.0,True,True,arc,Littlejohns Creek,CH,ST,12945.9156417073,2.0,12,True,2
C_OMR021,3,4.0,5.0,True,True,arc,Old/Middle Rivers,CH,ST,4236.08382201781,1.0,12,True,2
D_CAA012_71_PU1,3,4.0,5.0,True,True,arc,,D,,601.229300000705,2.0,12,True,2
CLV026,3,4.0,5.0,True,True,node,CLV026,CH,STM,,2.0,12,True,2
DRM009,3,4.0,5.0,True,True,node,DRM009,CH,CNL,,1.0,12,True,2
C_MCD042,3,4.0,5.0,True,True,arc,Merced River,CH,ST,9656.08337866729,2.0,12,True,2
CLV028,3,4.0,5.0,True,True,node,CLV028,CH,STM,,2.0,12,True,2
RFS61D,3,4.0,5.0,True,True,node,RFS61D,RFS,,,2.0,12,True,2
CLRLK,3,4.0,5.0,True,True,node,CLRLK,STR,NSM,,1.0,12,True,2
C_CCH075,3,4.0,5.0,True,True,arc,Cache Creek,CH,ST,26668.5136743961,1.0,12,True,2
MFA040,3,4.0,5.0,True,True,node,MFA040,CH,STM,,1.0,12,True,2
WKYTN,3,4.0,5.0,True,True,node,WKYTN,STR,SIM,,1.0,12,True,2
MFY046,3,4.0,5.0,True,True,node,MFY046,CH,SG,,1.0,12,True,2
C_ASL013,3,4.0,5.0,True,True,arc,Ash Slough,CH,ST,20663.2532240635,2.0,12,True,2
R_RFS61C_STS030,3,4.0,5.0,True,True,arc,,RT,,2620.37449999899,2.0,12,True,2
SR_63_MCD021,3,4.0,5.0,True,True,arc,,SR,,2500.00006651625,2.0,12,True,2
C_CCS010,3,4.0,5.0,True,True,arc,Canyon Creek (South),CH,ST,1327.86656533669,1.0,12,True,2
C_LGRSV,3,4.0,5.0,True,True,arc,South Fork Feather River,CH,ST,256.005779988617,1.0,12,True,2
SAC296,3,4.0,5.0,True,True,node,SAC296,CH,STM,,1.0,12,True,2
R_RFS26N_PGWWTP,3,4.0,5.0,True,True,arc,,RT,,5239.3543000007,1.0,12,True,2
I_JNKSN,3,4.0,5.0,True,True,arc,,IN,LI,7500.00008022783,1.0,12,True,2
DMC011,3,4.0,5.0,True,True,node,DMC011,CH,CNL,,2.0,12,True,2
D_CHIPPS_CCC019,3,4.0,5.0,True,True,arc,,D,,3714.33267383944,1.0,12,True,2
SR_07S_CBD028,3,4.0,5.0,True,True,arc,,SR,,2499.99994013882,1.0,12,True,2
C_CLV035,3,4.0,5.0,True,True,arc,Calaveras River,CH,ST,11265.4305980323,2.0,12,True,2
SFF020,3,4.0,5.0,True,True,node,SFF020,CH,STM,,1.0,12,True,2
C_MFA023,3,4.0,5.0,True,True,arc,Middle Fork American River,CH,ST,34847.7831611938,1.0,12,True,2
C_SAC011,3,4.0,5.0,True,True,arc,Sacramento River,CH,ST,6437.41137178985,1.0,12,True,2
MOK014,3,4.0,5.0,True,True,node,MOK014,CH,STM,,2.0,12,True,2
R_DWRPS2_SBP021,3,4.0,5.0,True,True,arc,,RT,,1009.75463536348,1.0,12,True,2
C_CBD049,3,4.0,5.0,True,True,arc,Colusa Basin Drainage Canal,CH,CL,8046.71997819042,1.0,12,True,2
R_RFS22_EMD001,3,4.0,5.0,True,True,arc,,RT,,10238.6473000003,1.0,12,True,2
C_CCS009,3,4.0,5.0,True,True,arc,Canyon Creek (South),CH,ST,15216.837349488,1.0,12,True,2
I_MFF019,3,4.0,5.0,True,True,arc,,IN,LI,7499.99989802648,1.0,12,True,2
SHSTA,3,4.0,5.0,True,True,node,SHSTA,STR,SIM,,1.0,12,True,2
C_ORT009,3,4.0,5.0,True,True,arc,Orestimba Creek,CH,ST,12365.2177443621,2.0,12,True,2
DSC023,3,4.0,5.0,True,True,node,DSC023,CH,SG,,2.0,12,True,2
D_BRR017_23_NA,3,4.0,5.0,True,True,arc,South Sutter Canal,D,,13134.9955363349,1.0,12,True,2
C_THRMF,3,4.0,5.0,True,True,arc,Power Canal,CH,CL,2829.00486512312,1.0,12,True,2
C_NBA021,3,4.0,5.0,True,True,arc,North Bay Aqueduct,CH,CL,9656.08330538328,1.0,12,True,2
D_WDWRD_WTPDGT,3,4.0,5.0,True,True,arc,,D,,1253.44293499254,2.0,12,True,2
C_CBD028,3,4.0,5.0,True,True,arc,Colusa Basin Drainage Canal,CH,CL,8046.71998192662,1.0,12,True,2
C_CAA172,3,4.0,5.0,True,True,arc,California Aqueduct,CH,CL,1768.36935909101,2.0,12,True,2
R_PGWWTP_CRC002,3,4.0,5.0,True,True,arc,Pleasant Grove Creek/Pleasant Grove Canal,RT,ST,20399.6784717387,1.0,12,True,2
DCT050,3,4.0,5.0,True,True,node,DCT050,CH,STM,,2.0,12,True,2
OMR014,3,4.0,5.0,True,True,node,OMR014,CH,SG,,1.0,12,True,2
C_SJR115,3,4.0,5.0,True,True,arc,San Joaquin River,CH,ST,2640.25382631199,2.0,12,True,2
ELD012,3,4.0,5.0,True,True,node,ELD012,CH,STM,,1.0,12,True,2
HON021,3,4.0,5.0,True,True,node,HON021,CH,STM,,1.0,12,True,2
