id,calsim_id,name,description,reservoir_entity_id,variable_type,is_aggregate,aggregated_variable_ids,trigger_threshold,unit_id,temporal_scale_id,variable_version_id,variable_id,source_ids,created_by,updated_by
156,S_LOONLLEVEL5DV,Loon Lake Level 5,Loon Lake storage level 5 decision variable,43,storage_level,false,,,1,3,1,cd4b27d2-d89a-4602-8219-b01810d34ea2,"{1,3,4}",1,
157,S_MCLRELEVEL4DV,McClure Level 4,McClure Reservoir storage level 4 decision variable,47,storage_level,false,,,1,3,1,bc9d73ed-de6d-4fb9-abb8-b63bc00acb7f,"{1,3,4}",1,
158,S_MELONLEVEL3DV,New Melones Level 3,New Melones Lake storage level 3 decision variable,49,storage_level,false,,,1,3,1,0e78d5c9-f40f-42a2-bedd-6b92a08a9394,"{1,3,4}",1,
159,S_MELONLEVEL4DV,New Melones Level 4,New Melones Lake storage level 4 decision variable,49,storage_level,false,,,1,3,1,2ae99cec-1d1e-4eff-a72b-f26c02f83925,"{1,3,4}",1,
160,S_MLRTNLEVEL2,Millerton Level 2,Millerton Lake storage level 2,51,storage_level,false,,,1,3,1,be482057-231a-49b2-8fa3-98ea4b7b0ff9,"{1,3,4}",1,
161,S_MLRTNLEVEL3,Millerton Level 3,Millerton Lake storage level 3,51,storage_level,false,,,1,3,1,772fd1b7-04f3-4bfe-9ea0-498f2f4aaa87,"{1,3,4}",1,
162,S_MLRTNLEVEL4,Millerton Level 4,Millerton Lake storage level 4,51,storage_level,false,,,1,3,1,98ace9b6-345b-487f-9d3d-8533f7c62d96,"{1,3,4}",1,
163,S_OROVLLEVEL1DV,Oroville Level 1,Lake Oroville storage level 1 decision variable,56,storage_level,false,,,1,3,1,50decca4-0293-43f3-aa17-066c2db44f1b,"{1,3,4}",1,
164,S_OROVLLEVEL2DV,Oroville Level 2,Lake Oroville storage level 2 decision variable,56,storage_level,false,,,1,3,1,d1f2d6c6-9279-4311-ac41-a78ba52cfaa2,"{1,3,4}",1,
165,S_OROVLLEVEL3DV,Oroville Level 3,Lake Oroville storage level 3 decision variable,56,storage_level,false,,,1,3,1,e9daca00-d55c-43c7-a286-5926a36f5804,"{1,3,4}",1,
166,S_OROVLLEVEL4DV,Oroville Level 4,Lake Oroville storage level 4 decision variable,56,storage_level,false,,,1,3,1,c72343ad-f53f-44b5-b7aa-7b00741295d4,"{1,3,4}",1,
167,S_OROVLLEVEL5DV,Oroville Level 5,Lake Oroville storage level 5 decision variable,56,storage_level,false,,,1,3,1,4b4da7d9-ef18-40d6-adfe-db1d6d5c69f5,"{1,3,4}",1,
168,S_SHSTALEVEL1DV,Shasta Level 1,Shasta Lake storage level 1 decision variable,66,storage_level,false,,,1,3,1,5ef2fae7-b422-4fc7-af4c-cef03a104bea,"{1,3,4}",1,
169,S_SHSTALEVEL2DV,Shasta Level 2,Shasta Lake storage level 2 decision variable,66,storage_level,false,,,1,3,1,fd94508b-a11f-4a32-8e47-679851805718,"{1,3,4}",1,
170,S_SHSTALEVEL3DV,Shasta Level 3,Shasta Lake storage level 3 decision variable,66,storage_level,false,,,1,3,1,34ac6115-1923-4594-b136-7944db44bb7f,"{1,3,4}",1,
171,S_SHSTALEVEL4DV,Shasta Level 4,Shasta Lake storage level 4 decision variable,66,storage_level,false,,,1,3,1,533f71e9-8936-4574-85be-134eaf2532db,"{1,3,4}",1,
172,S_SHSTALEVEL5DV,Shasta Level 5,Shasta Lake storage level 5 decision variable,66,storage_level,false,,,1,3,1,4ab220cd-ce95-418f-8f68-71074ce08263,"{1,3,4}",1,
173,S_SHSTALEVEL6DV,Shasta Level 6,Shasta Lake storage level 6 decision variable,66,storage_level,false,,,1,3,1,73b50ed5-b6ca-455b-8abd-dbcf645e8d42,"{1,3,4}",1,
174,S_SILVRLEVEL1DV,Silver Lake Level 1,Silver Lake storage level 1 decision variable,67,storage_level,false,,,1,3,1,db8fc2ec-2e5a-49ba-bbb6-c79d694ac312,"{1,3,4}",1,
175,S_SILVRLEVEL2DV,Silver Lake Level 2,Silver Lake storage level 2 decision variable,67,storage_level,false,,,1,3,1,577eb0bd-cffd-40f1-b642-71dffdb331b4,"{1,3,4}",1,
176,S_SILVRLEVEL3DV,Silver Lake Level 3,Silver Lake storage level 3 decision variable,67,storage_level,false,,,1,3,1,275f07b2-2799-4012-aed1-0bdf694e4954,"{1,3,4}",1,
177,S_SILVRLEVEL4DV,Silver Lake Level 4,Silver Lake storage level 4 decision variable,67,storage_level,false,,,1,3,1,acc8cdb0-c097-4532-92d8-a3ef5e57f8f1,"{1,3,4}",1,
178,S_SILVRLEVEL5DV,Silver Lake Level 5,Silver Lake storage level 5 decision variable,67,storage_level,false,,,1,3,1,054d3241-9cc6-4fda-a442-b63b867ddd41,"{1,3,4}",1,
179,S_SLUIS_CVPLEVEL1DV,San Luis CVP Level 1,San Luis CVP storage level 1 decision variable,70,storage_level,false,,,1,3,1,7cc7a0b7-eb12-4d48-b321-576cd43cbfc0,"{1,3,4}",1,
180,S_SLUIS_CVPLEVEL2DV,San Luis CVP Level 2,San Luis CVP storage level 2 decision variable,70,storage_level,false,,,1,3,1,3feb24c4-3c8e-4ec0-a3b8-774fe7ee0d51,"{1,3,4}",1,
181,S_SLUIS_CVPLEVEL3DV,San Luis CVP Level 3,San Luis CVP storage level 3 decision variable,70,storage_level,false,,,1,3,1,0f2a757e-73ea-4112-a8c3-3d7612d9b835,"{1,3,4}",1,
182,S_SLUIS_CVPLEVEL4DV,San Luis CVP Level 4,San Luis CVP storage level 4 decision variable,70,storage_level,false,,,1,3,1,1954a022-11bf-4cf4-bfc3-1bd8903f537c,"{1,3,4}",1,
183,S_SLUIS_CVPLEVEL5DV,San Luis CVP Level 5,San Luis CVP storage level 5 decision variable,70,storage_level,false,,,1,3,1,f03abb2e-160f-4a35-8c42-c2b62dd81926,"{1,3,4}",1,
184,S_SLUIS_SWPLEVEL1DV,San Luis SWP Level 1,San Luis SWP storage level 1 decision variable,71,storage_level,false,,,1,3,1,011016ad-32e4-430f-88df-381fd2a413bb,"{1,3,4}",1,
185,S_SLUIS_SWPLEVEL2DV,San Luis SWP Level 2,San Luis SWP storage level 2 decision variable,71,storage_level,false,,,1,3,1,d215ecf5-ac08-4765-b934-9e49918e1e1c,"{1,3,4}",1,
186,S_SLUIS_SWPLEVEL3DV,San Luis SWP Level 3,San Luis SWP storage level 3 decision variable,71,storage_level,false,,,1,3,1,cb57793e-5f0a-468d-a5e1-70bafcc4400b,"{1,3,4}",1,
187,S_SLUIS_SWPLEVEL4DV,San Luis SWP Level 4,San Luis SWP storage level 4 decision variable,71,storage_level,false,,,1,3,1,3101b2d4-bf1e-4083-9f7c-a6fd89e11e64,"{1,3,4}",1,
188,S_SLUIS_SWPLEVEL5DV,San Luis SWP Level 5,San Luis SWP storage level 5 decision variable,71,storage_level,false,,,1,3,1,af226ea7-08b3-428f-9d70-72ca2d2d3861,"{1,3,4}",1,
189,S_SLYCKLEVEL1DV,Sly Creek Level 1,Sly Creek Reservoir storage level 1 decision variable,72,storage_level,false,,,1,3,1,f99d6dcf-8790-4135-ba8e-fd579560d654,"{1,3,4}",1,
190,S_SLYCKLEVEL2DV,Sly Creek Level 2,Sly Creek Reservoir storage level 2 decision variable,72,storage_level,false,,,1,3,1,b30f4ef8-b98e-4911-85b8-583614891767,"{1,3,4}",1,
191,S_SLYCKLEVEL3DV,Sly Creek Level 3,Sly Creek Reservoir storage level 3 decision variable,72,storage_level,false,,,1,3,1,d1858089-329d-4770-8d2c-100fc5dfc807,"{1,3,4}",1,
192,S_SLYCKLEVEL4DV,Sly Creek Level 4,Sly Creek Reservoir storage level 4 decision variable,72,storage_level,false,,,1,3,1,6373fb2a-54d2-41ba-bdfd-368864a6cda6,"{1,3,4}",1,
193,S_SLYCKLEVEL5DV,Sly Creek Level 5,Sly Creek Reservoir storage level 5 decision variable,72,storage_level,false,,,1,3,1,695ba881-0ce9-4cf4-89c6-efc8656a879d,"{1,3,4}",1,
194,S_SPLDGLEVEL4DV,Spaulding Level 4,Spaulding Lake storage level 4 decision variable,74,storage_level,false,,,1,3,1,27e14f57-ef89-4dcf-ba3f-d514209a9e78,"{1,3,4}",1,
195,S_SPLDGLEVEL5_DV,Spaulding Level 5,Spaulding Lake storage level 5 decision variable,74,storage_level,false,,,1,3,1,cc8fc276-b8d0-4236-97b1-1babea596c7f,"{1,3,4}",1,
196,C_ALMNR,Almanor Total Release,Total release from Almanor,1,release_total,false,,,2,3,1,df1af3ec-79d7-47ad-9475-c01165411550,"{1,3,4}",1,
197,C_ALMNR_NCF,Almanor Normal Release,Normal controlled release from Almanor (≤ release capacity),1,release_normal,false,,,2,3,1,78dad160-a1bb-434a-9042-504d2bbd04ac,"{1,3,4}",1,
198,C_ALMNR_FLOOD,Almanor Flood Spill,Flood spill from Almanor (above release capacity),1,release_flood,false,,,2,3,1,a5ec7f1f-d1da-4f70-b37a-b75c09ee5769,"{1,3,4}",1,
199,C_ALOHA,Aloha Total Release,Total release from Aloha,2,release_total,false,,,2,3,1,2aaeddaa-0188-4d71-af59-c2aa16e77805,"{1,3,4}",1,
200,C_ALOHA_NCF,Aloha Normal Release,Normal controlled release from Aloha (≤ release capacity),2,release_normal,false,,,2,3,1,4a47d43c-fdfb-4dc0-817f-fd433dba7b87,"{1,3,4}",1,
201,C_ALOHA_FLOOD,Aloha Flood Spill,Flood spill from Aloha (above release capacity),2,release_flood,false,,,2,3,1,e10f7a82-6544-4503-a77a-a8ece514c7cc,"{1,3,4}",1,
202,C_ALPNE,Alpine Total Release,Total release from Alpine,3,release_total,false,,,2,3,1,8e0fc4be-9d43-4c4a-8828-54d9489d2d57,"{1,3,4}",1,
203,C_ALPNE_NCF,Alpine Normal Release,Normal controlled release from Alpine (≤ release capacity),3,release_normal,false,,,2,3,1,3b2ca077-8bb1-4399-aba5-644b3c0ee43d,"{1,3,4}",1,
204,C_ALPNE_FLOOD,Alpine Flood Spill,Flood spill from Alpine (above release capacity),3,release_flood,false,,,2,3,1,de914629-6f46-45b9-94f5-cbe4c868f2a6,"{1,3,4}",1,
205,C_AMADR,Amador Total Release,Total release from Amador,4,release_total,false,,,2,3,1,cd68a40f-53ec-436f-92bc-5e30a2c2c532,"{1,3,4}",1,
206,C_AMADR_NCF,Amador Normal Release,Normal controlled release from Amador (≤ release capacity),4,release_normal,false,,,2,3,1,e1149349-fc7b-4b59-bffe-896e613dbec4,"{1,3,4}",1,
207,C_AMADR_FLOOD,Amador Flood Spill,Flood spill from Amador (above release capacity),4,release_flood,false,,,2,3,1,361bac78-b6f7-4b20-9e7c-e06b79cfdc64,"{1,3,4}",1,
208,C_ANTLP,Antelope Total Release,Total release from Antelope,5,release_total,false,,,2,3,1,dd9d67ec-bb8c-4713-b033-e897d47bad45,"{1,3,4}",1,
209,C_ANTLP_NCF,Antelope Normal Release,Normal controlled release from Antelope (≤ release capacity),5,release_normal,false,,,2,3,1,d73e7b8f-9a13-409a-9132-7de50733ef2f,"{1,3,4}",1,
210,C_ANTLP_FLOOD,Antelope Flood Spill,Flood spill from Antelope (above release capacity),5,release_flood,false,,,2,3,1,8379d8ae-445f-4e1e-8918-927145909383,"{1,3,4}",1,
211,C_BEARD,Beardsley Total Release,Total release from Beardsley,6,release_total,false,,,2,3,1,00778481-8eb0-47fd-abfb-c8ad17bce577,"{1,3,4}",1,
212,C_BEARD_NCF,Beardsley Normal Release,Normal controlled release from Beardsley (≤ release capacity),6,release_normal,false,,,2,3,1,89a3e5bb-c9ac-4c5c-a54b-61c8655876b4,"{1,3,4}",1,
213,C_BEARD_FLOOD,Beardsley Flood Spill,Flood spill from Beardsley (above release capacity),6,release_flood,false,,,2,3,1,186df771-6e46-4290-bcb5-dfa9ab7c1178,"{1,3,4}",1,
214,C_BLKBT,Black Butte Total Release,Total release from Black Butte,7,release_total,false,,,2,3,1,56036dc0-f3a0-4216-a15a-70150114725c,"{1,3,4}",1,
215,C_BLKBT_NCF,Black Butte Normal Release,Normal controlled release from Black Butte (≤ release capacity),7,release_normal,false,,,2,3,1,c3bd3c1a-77e9-4da0-b66c-f24fb2ffe2e3,"{1,3,4}",1,
216,C_BLKBT_FLOOD,Black Butte Flood Spill,Flood spill from Black Butte (above release capacity),7,release_flood,false,,,2,3,1,ee924826-45f8-43ae-9ae7-3e682beb285a,"{1,3,4}",1,
217,C_BLUMD,Upper and Lower Blue Twin Meadow Total Release,Total release from Upper and Lower Blue Twin Meadow,8,release_total,false,,,2,3,1,9112b1ac-df3b-4544-9d8b-5685016924d4,"{1,3,4}",1,
218,C_BLUMD_NCF,Upper and Lower Blue Twin Meadow Normal Release,Normal controlled release from Upper and Lower Blue Twin Meadow (≤ release capacity),8,release_normal,false,,,2,3,1,ea789fa9-a785-4b32-a68f-7b3da5d6c72b,"{1,3,4}",1,
219,C_BLUMD_FLOOD,Upper and Lower Blue Twin Meadow Flood Spill,Flood spill from Upper and Lower Blue Twin Meadow (above release capacity),8,release_flood,false,,,2,3,1,538377b7-e249-4133-a845-84eba81c33d2,"{1,3,4}",1,
220,C_BOWMN,Bowman Total Release,Total release from Bowman,9,release_total,false,,,2,3,1,c93b6fb2-52a3-4f56-b0e6-4de68bf526a2,"{1,3,4}",1,
221,C_BOWMN_NCF,Bowman Normal Release,Normal controlled release from Bowman (≤ release capacity),9,release_normal,false,,,2,3,1,16132dc8-6fb0-4d3a-8662-beb23dd9d9f9,"{1,3,4}",1,
222,C_BOWMN_FLOOD,Bowman Flood Spill,Flood spill from Bowman (above release capacity),9,release_flood,false,,,2,3,1,8d7ee6e7-bee9-41e8-b4ce-4569a7b0600f,"{1,3,4}",1,
223,C_BRYSA,Berryessa Total Release,Total release from Berryessa,10,release_total,false,,,2,3,1,02e92c6e-6eca-42d7-84d6-4fdb2ad56cf6,"{1,3,4}",1,
224,C_BRYSA_NCF,Berryessa Normal Release,Normal controlled release from Berryessa (≤ release capacity),10,release_normal,false,,,2,3,1,047e55b2-cec8-4364-bb49-d4f308b6f50b,"{1,3,4}",1,
225,C_BRYSA_FLOOD,Berryessa Flood Spill,Flood spill from Berryessa (above release capacity),10,release_flood,false,,,2,3,1,9d79eb5d-3bcc-412d-a15b-12d094996edc,"{1,3,4}",1,
226,C_BTVLY,Butt Valley Total Release,Total release from Butt Valley,11,release_total,false,,,2,3,1,fc819e33-eb2a-42de-8c42-100b0b0f20a2,"{1,3,4}",1,
227,C_BTVLY_NCF,Butt Valley Normal Release,Normal controlled release from Butt Valley (≤ release capacity),11,release_normal,false,,,2,3,1,a0bfb385-3141-44f2-8cc1-bb193d7b5c66,"{1,3,4}",1,
228,C_BTVLY_FLOOD,Butt Valley Flood Spill,Flood spill from Butt Valley (above release capacity),11,release_flood,false,,,2,3,1,607a697f-1dc2-499c-8381-60757471bf87,"{1,3,4}",1,
229,C_BUCKS,Bucks Total Release,Total release from Bucks,12,release_total,false,,,2,3,1,52c34fbb-de73-4ca4-bb3b-92938ee21b1b,"{1,3,4}",1,
230,C_BUCKS_NCF,Bucks Normal Release,Normal controlled release from Bucks (≤ release capacity),12,release_normal,false,,,2,3,1,1f11ca4b-ea70-45d1-abdd-28211f171a96,"{1,3,4}",1,
231,C_BUCKS_FLOOD,Bucks Flood Spill,Flood spill from Bucks (above release capacity),12,release_flood,false,,,2,3,1,0b747972-1092-4756-8104-a7432a565246,"{1,3,4}",1,
232,C_CAPLS,Caples Total Release,Total release from Caples,13,release_total,false,,,2,3,1,47a3c170-c79f-46b3-b11f-aadb34b8e637,"{1,3,4}",1,
233,C_CAPLS_NCF,Caples Normal Release,Normal controlled release from Caples (≤ release capacity),13,release_normal,false,,,2,3,1,f5634d1e-ce18-494f-b718-956a2a285e36,"{1,3,4}",1,
234,C_CAPLS_FLOOD,Caples Flood Spill,Flood spill from Caples (above release capacity),13,release_flood,false,,,2,3,1,901998da-7826-4bac-a04c-f38f68cc2d8a,"{1,3,4}",1,
235,C_CLRLK,Clear Lake Total Release,Total release from Clear Lake,14,release_total,false,,,2,3,1,3ee41a7c-fa4b-4714-bd4e-2d792c342ee7,"{1,3,4}",1,
236,C_CLRLK_NCF,Clear Lake Normal Release,Normal controlled release from Clear Lake (≤ release capacity),14,release_normal,false,,,2,3,1,888a1b45-07f5-4b62-9365-95023ca4ac5f,"{1,3,4}",1,
237,C_CLRLK_FLOOD,Clear Lake Flood Spill,Flood spill from Clear Lake (above release capacity),14,release_flood,false,,,2,3,1,d9e5b47a-7813-401b-bbf7-720e8499138e,"{1,3,4}",1,
238,C_CMBIE,Combie Total Release,Total release from Combie,15,release_total,false,,,2,3,1,105a60b4-e38a-4bdb-a3a4-51857b5a6d5e,"{1,3,4}",1,
239,C_CMBIE_NCF,Combie Normal Release,Normal controlled release from Combie (≤ release capacity),15,release_normal,false,,,2,3,1,8138068e-91b0-4d25-820c-18c1a5544159,"{1,3,4}",1,
240,C_CMBIE_FLOOD,Combie Flood Spill,Flood spill from Combie (above release capacity),15,release_flood,false,,,2,3,1,3f5e09e9-1075-428a-a5ec-1532e9281de9,"{1,3,4}",1,
241,C_CMCHE,Camanche Total Release,Total release from Camanche,16,release_total,false,,,2,3,1,90a28063-6620-4c90-99bd-4a858be3956e,"{1,3,4}",1,
242,C_CMCHE_NCF,Camanche Normal Release,Normal controlled release from Camanche (≤ release capacity),16,release_normal,false,,,2,3,1,02e5e1e5-a4c2-47a2-83e7-1af275efc682,"{1,3,4}",1,
243,C_CMCHE_FLOOD,Camanche Flood Spill,Flood spill from Camanche (above release capacity),16,release_flood,false,,,2,3,1,925bfbbe-8398-4856-9922-3f8bc517f375,"{1,3,4}",1,
244,C_CMPFW,Camp Far West Total Release,Total release from Camp Far West,17,release_total,false,,,2,3,1,b23f4dd5-0e5a-41ec-8b06-72bc061bc6f7,"{1,3,4}",1,
245,C_CMPFW_NCF,Camp Far West Normal Release,Normal controlled release from Camp Far West (≤ release capacity),17,release_normal,false,,,2,3,1,4dd223e3-6367-4bd7-a2a5-75e25768d11d,"{1,3,4}",1,
246,C_CMPFW_FLOOD,Camp Far West Flood Spill,Flood spill from Camp Far West (above release capacity),17,release_flood,false,,,2,3,1,25f45632-c575-460f-984d-f6bc26b5df09,"{1,3,4}",1,
247,C_DAVIS,Davis Total Release,Total release from Davis,18,release_total,false,,,2,3,1,c923d0db-8428-407a-8707-fe9783e0a2ca,"{1,3,4}",1,
248,C_DAVIS_NCF,Davis Normal Release,Normal controlled release from Davis (≤ release capacity),18,release_normal,false,,,2,3,1,127d9af7-c408-46af-ab14-14f6e0dd4fe9,"{1,3,4}",1,
249,C_DAVIS_FLOOD,Davis Flood Spill,Flood spill from Davis (above release capacity),18,release_flood,false,,,2,3,1,a463fb31-0a1b-400c-b829-5cc466f5ab5d,"{1,3,4}",1,
250,C_DONLL,Donnell Total Release,Total release from Donnell,19,release_total,false,,,2,3,1,91e5c6c5-ae94-4a6d-8635-bff950f0e166,"{1,3,4}",1,
251,C_DONLL_NCF,Donnell Normal Release,Normal controlled release from Donnell (≤ release capacity),19,release_normal,false,,,2,3,1,5dda2bd5-6ab6-4346-b159-f4bf38a25ac0,"{1,3,4}",1,
252,C_DONLL_FLOOD,Donnell Flood Spill,Flood spill from Donnell (above release capacity),19,release_flood,false,,,2,3,1,464d8250-8780-4030-b507-8c12f529ea23,"{1,3,4}",1,
253,C_EBMUD,EBMUD Terminal Reservoirs Total Release,Total release from EBMUD Terminal Reservoirs,20,release_total,false,,,2,3,1,ae3ff68c-b4ff-4151-ac22-27fcc3a5acc5,"{1,3,4}",1,
254,C_EBMUD_NCF,EBMUD Terminal Reservoirs Normal Release,Normal controlled release from EBMUD Terminal Reservoirs (≤ release capacity),20,release_normal,false,,,2,3,1,aa632977-5ae5-4ad3-9aed-a53195807d52,"{1,3,4}",1,
255,C_EBMUD_FLOOD,EBMUD Terminal Reservoirs Flood Spill,Flood spill from EBMUD Terminal Reservoirs (above release capacity),20,release_flood,false,,,2,3,1,da9498d4-b19e-4fa4-b4ff-56b719480201,"{1,3,4}",1,
256,C_EBTML,EBMUD terminal reservoirs Total Release,Total release from EBMUD terminal reservoirs,21,release_total,false,,,2,3,1,f70c2ecb-c4bb-4bdd-960b-3c28844dbde6,"{1,3,4}",1,
257,C_EBTML_NCF,EBMUD terminal reservoirs Normal Release,Normal controlled release from EBMUD terminal reservoirs (≤ release capacity),21,release_normal,false,,,2,3,1,df25f723-b2cf-46b8-a5f7-2e7d56554a38,"{1,3,4}",1,
258,C_EBTML_FLOOD,EBMUD terminal reservoirs Flood Spill,Flood spill from EBMUD terminal reservoirs (above release capacity),21,release_flood,false,,,2,3,1,a00e6462-91c1-4041-9d2f-43f2ea875404,"{1,3,4}",1,
259,C_ECHOL,Echo Total Release,Total release from Echo,22,release_total,false,,,2,3,1,a8342c91-7e8c-43eb-95e9-f8e99187d6f7,"{1,3,4}",1,
260,C_ECHOL_NCF,Echo Normal Release,Normal controlled release from Echo (≤ release capacity),22,release_normal,false,,,2,3,1,8192ca9c-a369-437c-b0d3-52cf5669077b,"{1,3,4}",1,
261,C_ECHOL_FLOOD,Echo Flood Spill,Flood spill from Echo (above release capacity),22,release_flood,false,,,2,3,1,07a19105-3c85-4d10-bed8-ef5546f94acd,"{1,3,4}",1,
262,C_ENGLB,Englebright Total Release,Total release from Englebright,23,release_total,false,,,2,3,1,b2dfc326-33a6-4028-bba4-73481f31b01d,"{1,3,4}",1,
263,C_ENGLB_NCF,Englebright Normal Release,Normal controlled release from Englebright (≤ release capacity),23,release_normal,false,,,2,3,1,28497ff1-672a-4d34-a561-7cc43302fcd9,"{1,3,4}",1,
264,C_ENGLB_FLOOD,Englebright Flood Spill,Flood spill from Englebright (above release capacity),23,release_flood,false,,,2,3,1,41ee88d9-5e5a-4a5f-88f2-e49c204fc372,"{1,3,4}",1,
265,C_EPARK,East Park Total Release,Total release from East Park,24,release_total,false,,,2,3,1,edbe96f4-54b5-4ac7-a985-6eae834c2edf,"{1,3,4}",1,
266,C_EPARK_NCF,East Park Normal Release,Normal controlled release from East Park (≤ release capacity),24,release_normal,false,,,2,3,1,0c3c59b3-b0d7-4115-bde9-9950a0c1538d,"{1,3,4}",1,
267,C_EPARK_FLOOD,East Park Flood Spill,Flood spill from East Park (above release capacity),24,release_flood,false,,,2,3,1,c383f3ae-824c-4215-a6a4-bd00f2688e3c,"{1,3,4}",1,
268,C_ESTMN,Eastman Total Release,Total release from Eastman,25,release_total,false,,,2,3,1,059f79fd-9da2-4329-b2b9-19209436748b,"{1,3,4}",1,
269,C_ESTMN_NCF,Eastman Normal Release,Normal controlled release from Eastman (≤ release capacity),25,release_normal,false,,,2,3,1,d92d8b95-4488-453b-bf9d-fe5c1d4f74ca,"{1,3,4}",1,
270,C_ESTMN_FLOOD,Eastman Flood Spill,Flood spill from Eastman (above release capacity),25,release_flood,false,,,2,3,1,01d728ba-b788-4c41-b73a-24d81addd8be,"{1,3,4}",1,
271,C_FOLSM,Folsom Total Release,Total release from Folsom,26,release_total,false,,,2,3,1,74307f96-b3ff-4761-9e44-a011e57e4ee2,"{1,3,4}",1,
272,C_FOLSM_NCF,Folsom Normal Release,Normal controlled release from Folsom (≤ release capacity),26,release_normal,false,,,2,3,1,b516a565-2ad4-46a5-8898-34ed8b347c35,"{1,3,4}",1,
273,C_FOLSM_FLOOD,Folsom Flood Spill,Flood spill from Folsom (above release capacity),26,release_flood,false,,,2,3,1,43ae54dd-cd2b-4e80-8681-ad401121baf7,"{1,3,4}",1,
274,C_FRDYC,Fordyce Total Release,Total release from Fordyce,27,release_total,false,,,2,3,1,7c176bc0-0ada-4342-954d-93df47be4327,"{1,3,4}",1,
275,C_FRDYC_NCF,Fordyce Normal Release,Normal controlled release from Fordyce (≤ release capacity),27,release_normal,false,,,2,3,1,18894300-db1f-4d8d-b38d-ad3933c6c202,"{1,3,4}",1,
276,C_FRDYC_FLOOD,Fordyce Flood Spill,Flood spill from Fordyce (above release capacity),27,release_flood,false,,,2,3,1,f143b219-1e60-405c-a58d-fdfac99ded73,"{1,3,4}",1,
277,C_FRMAN,Frenchman Total Release,Total release from Frenchman,28,release_total,false,,,2,3,1,42bac64b-e91e-43df-aabb-713574d2ea04,"{1,3,4}",1,
278,C_FRMAN_NCF,Frenchman Normal Release,Normal controlled release from Frenchman (≤ release capacity),28,release_normal,false,,,2,3,1,82dcb983-72eb-46eb-b7db-5144d234d4af,"{1,3,4}",1,
279,C_FRMAN_FLOOD,Frenchman Flood Spill,Flood spill from Frenchman (above release capacity),28,release_flood,false,,,2,3,1,e30a8d33-1ea7-436a-afb4-820894959ca5,"{1,3,4}",1,
280,C_FRMDW,French Meadows Total Release,Total release from French Meadows,29,release_total,false,,,2,3,1,17b6b137-98d8-444b-95ec-04334ec49d69,"{1,3,4}",1,
281,C_FRMDW_NCF,French Meadows Normal Release,Normal controlled release from French Meadows (≤ release capacity),29,release_normal,false,,,2,3,1,4a60b887-d6a4-4cf0-b15b-76acd714568d,"{1,3,4}",1,
282,C_FRMDW_FLOOD,French Meadows Flood Spill,Flood spill from French Meadows (above release capacity),29,release_flood,false,,,2,3,1,cdecd3fd-16a2-48e5-9e9e-600b51b65899,"{1,3,4}",1,
283,C_FRNCH,French Faucherie Sawmill Total Release,Total release from French Faucherie Sawmill,30,release_total,false,,,2,3,1,be863779-f74a-42fc-8385-09787c1ab8e2,"{1,3,4}",1,
284,C_FRNCH_NCF,French Faucherie Sawmill Normal Release,Normal controlled release from French Faucherie Sawmill (≤ release capacity),30,release_normal,false,,,2,3,1,5d2d9e26-7cbe-4bba-9ddd-05274c9d94b1,"{1,3,4}",1,
285,C_FRNCH_FLOOD,French Faucherie Sawmill Flood Spill,Flood spill from French Faucherie Sawmill (above release capacity),30,release_flood,false,,,2,3,1,dd396f81-e57b-4029-ae2b-0a8d21e20364,"{1,3,4}",1,
286,C_GERLE,Gerle Total Release,Total release from Gerle,31,release_total,false,,,2,3,1,f8c84c20-fc3f-46fc-97d0-e2fad6d8012a,"{1,3,4}",1,
287,C_GERLE_NCF,Gerle Normal Release,Normal controlled release from Gerle (≤ release capacity),31,release_normal,false,,,2,3,1,f42e8410-ca19-42d0-9b4a-81cff1b73db5,"{1,3,4}",1,
288,C_GERLE_FLOOD,Gerle Flood Spill,Flood spill from Gerle (above release capacity),31,release_flood,false,,,2,3,1,36bfa0dc-c4f1-4dc9-a939-f92dfc3e02fb,"{1,3,4}",1,
289,C_HHOLE,Hell Hole Total Release,Total release from Hell Hole,32,release_total,false,,,2,3,1,590b5ef1-5ac5-48e4-ab9d-c2f6fc718607,"{1,3,4}",1,
290,C_HHOLE_NCF,Hell Hole Normal Release,Normal controlled release from Hell Hole (≤ release capacity),32,release_normal,false,,,2,3,1,dc75c19e-bd52-4f80-b28b-ac55f4cc44db,"{1,3,4}",1,
291,C_HHOLE_FLOOD,Hell Hole Flood Spill,Flood spill from Hell Hole (above release capacity),32,release_flood,false,,,2,3,1,d03d9db9-e9ee-42e9-8428-7800193bc127,"{1,3,4}",1,
292,C_HNSLY,Hensley Total Release,Total release from Hensley,33,release_total,false,,,2,3,1,635178e3-212b-46fb-9b2f-0ac349d5d2de,"{1,3,4}",1,
293,C_HNSLY_NCF,Hensley Normal Release,Normal controlled release from Hensley (≤ release capacity),33,release_normal,false,,,2,3,1,190d0772-b64e-4c0b-b52a-ce54e93250f5,"{1,3,4}",1,
294,C_HNSLY_FLOOD,Hensley Flood Spill,Flood spill from Hensley (above release capacity),33,release_flood,false,,,2,3,1,04a1a950-dcdd-4a23-86e9-b198721f3c76,"{1,3,4}",1,
295,C_ICEHS,Ice House Total Release,Total release from Ice House,34,release_total,false,,,2,3,1,c5fd56c8-b331-4725-8a29-4d96e7aa8ad6,"{1,3,4}",1,
